date,quality_ratio
"Dec. 31, 2019",0.0552
"Sept. 30, 2019",0.0504
"June 30, 2019",0.0571
"March 31, 2019",0.0644
"Dec. 31, 2018",0.072
"Sept. 30, 2018",0.0764
"June 30, 2018",0.0796
"March 31, 2018",0.0797
"Dec. 31, 2017",0.083
"Sept. 30, 2017",0.092
"June 30, 2017",0.0889
"March 31, 2017",0.0858
"Dec. 31, 2016",0.0754
"Sept. 30, 2016",0.0637
"June 30, 2016",0.0626
"March 31, 2016",0.0675
"Dec. 31, 2015",0.067
"Sept. 30, 2015",0.071
"June 30, 2015",0.0812
"March 31, 2015",0.0782
"Dec. 31, 2014",0.0852
"Sept. 30, 2014",0.0834
"June 30, 2014",0.0679
"March 31, 2014",0.0703
"Dec. 31, 2013",0.0709
"Sept. 30, 2013",0.067
"June 30, 2013",0.0763
"March 31, 2013",0.076
"Dec. 31, 2012",0.0782
"Sept. 30, 2012",0.0069
"June 30, 2012",0.0323
"March 31, 2012",0.0628
"Dec. 31, 2011",0.0877
"Sept. 30, 2011",0.1073
"June 30, 2011",0.1037
"March 31, 2011",0.0966
"Dec. 31, 2010",0.0949
"Sept. 30, 2010",0.1966
"June 30, 2010",0.1964
"March 31, 2010",0.1991
"Dec. 31, 2009",0.20
"Sept. 30, 2009",0.2032
"June 30, 2009",0.2056
"March 31, 2009",0.2073
"Dec. 31, 2008",0.2108
"Sept. 30, 2008",0.2118
"June 30, 2008",0.2146
"March 31, 2008",0.2167
"Dec. 31, 2007",0.2185
"Sept. 30, 2007",0.219
"June 30, 2007",0.2213
"March 31, 2007",0.2219
"Dec. 31, 2006",0.2189
"Sept. 30, 2006",0.2235
"June 30, 2006",0.2167
"March 31, 2006",0.2102
"Dec. 31, 2005",0.207
"Sept. 30, 2005",
"June 30, 2005",
"March 31, 2005",
"Dec. 31, 2004",
"Sept. 30, 2004",0.191
"June 30, 2004",0.2089
"March 31, 2004",0.216
"Dec. 31, 2003",0.2138
"Sept. 30, 2003",0.2044
"June 30, 2003",0.1974
"March 31, 2003",0.1985
"Dec. 31, 2002",0.2359
"Sept. 30, 2002",0.2275
"June 30, 2002",0.2367
"March 31, 2002",0.2522
"Dec. 31, 2001",0.1707
"Sept. 30, 2001",0.0964
"June 30, 2001",0.0422
"March 31, 2001",0.0082
"Dec. 31, 2000",0.0754
"Sept. 30, 2000",0.1765
"June 30, 2000",0.2221
"March 31, 2000",0.301
"Dec. 31, 1999",0.2913
"Sept. 30, 1999",0.2815
"June 30, 1999",0.2877
"March 31, 1999",
"Dec. 31, 1998",
"Sept. 30, 1998",
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",0.2384
