date,days_payables_outstanding
"Dec. 31, 2019",115.43
"Sept. 30, 2019",104.20
"June 30, 2019",97.25
"March 31, 2019",93.77
"Dec. 31, 2018",102.10
"Sept. 30, 2018",111.79
"June 30, 2018",111.37
"March 31, 2018",118.58
"Dec. 31, 2017",108.35
"Sept. 30, 2017",101.78
"June 30, 2017",91.95
"March 31, 2017",96.68
"Dec. 31, 2016",87.28
"Sept. 30, 2016",76.19
"June 30, 2016",85.42
"March 31, 2016",82.83
"Dec. 31, 2015",83.55
"Sept. 30, 2015",80.44
"June 30, 2015",93.80
"March 31, 2015",91.29
"Dec. 31, 2014",91.91
"Sept. 30, 2014",85.43
"June 30, 2014",86.99
"March 31, 2014",93.54
"Dec. 31, 2013",86.08
"Sept. 30, 2013",75.70
"June 30, 2013",93.57
"March 31, 2013",91.97
"Dec. 31, 2012",64.64
"Sept. 30, 2012",70.37
"June 30, 2012",86.45
"March 31, 2012",96.14
"Dec. 31, 2011",35.12
"Sept. 30, 2011",168.08
"June 30, 2011",202.41
"March 31, 2011",179.11
"Dec. 31, 2010",38.82
"Sept. 30, 2010",167.64
"June 30, 2010",188.26
"March 31, 2010",162.65
"Dec. 31, 2009",173.92
"Sept. 30, 2009",237.80
"June 30, 2009",280.60
"March 31, 2009",260.54
"Dec. 31, 2008",244.90
"Sept. 30, 2008",210.09
"June 30, 2008",207.82
"March 31, 2008",207.05
"Dec. 31, 2007",240.95
"Sept. 30, 2007",243.24
"June 30, 2007",254.10
"March 31, 2007",268.71
"Dec. 31, 2006",301.79
"Sept. 30, 2006",289.19
"June 30, 2006",293.81
"March 31, 2006",290.81
"Dec. 31, 2005",220.94
"Sept. 30, 2005",309.16
"June 30, 2005",371.22
"March 31, 2005",361.65
"Dec. 31, 2004",
"Sept. 30, 2004",258.32
"June 30, 2004",179.08
"March 31, 2004",114.43
"Dec. 31, 2003",118.98
"Sept. 30, 2003",134.72
"June 30, 2003",186.35
"March 31, 2003",165.27
"Dec. 31, 2002",276.15
"Sept. 30, 2002",376.00
"June 30, 2002",283.74
"March 31, 2002",650.46
"Dec. 31, 2001",-251.54
"Sept. 30, 2001",155.29
"June 30, 2001",170.67
"March 31, 2001",90.22
"Dec. 31, 2000",-97.00
"Sept. 30, 2000",42.98
"June 30, 2000",57.08
"March 31, 2000",58.74
"Dec. 31, 1999",82.99
"Sept. 30, 1999",57.35
"June 30, 1999",306.79
"March 31, 1999",53.24
"Dec. 31, 1998",47.80
"Sept. 30, 1998",47.98
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",53.54
"Sept. 30, 1997",56.83
"June 30, 1997",80.15
"March 31, 1997",67.81
