date,current_ratio
"Dec. 31, 2019",1.332
"Sept. 30, 2019",1.789
"June 30, 2019",2.027
"March 31, 2019",2.224
"Dec. 31, 2018",0.2205
"Sept. 30, 2018",0.6691
"June 30, 2018",0.6506
"March 31, 2018",0.8461
"Dec. 31, 2017",0.881
"Sept. 30, 2017",0.8541
"June 30, 2017",0.8738
"March 31, 2017",0.9147
"Dec. 31, 2016",0.8149
"Sept. 30, 2016",0.9169
"June 30, 2016",0.9224
"March 31, 2016",0.9431
"Dec. 31, 2015",0.9136
"Sept. 30, 2015",1.004
"June 30, 2015",1.023
"March 31, 2015",0.9794
"Dec. 31, 2014",1.079
"Sept. 30, 2014",1.060
"June 30, 2014",0.932
"March 31, 2014",0.9585
"Dec. 31, 2013",0.7977
"Sept. 30, 2013",0.7224
"June 30, 2013",0.7372
"March 31, 2013",0.6941
"Dec. 31, 2012",0.8186
"Sept. 30, 2012",1.029
"June 30, 2012",0.8715
"March 31, 2012",0.8476
"Dec. 31, 2011",0.8362
"Sept. 30, 2011",0.862
"June 30, 2011",0.8718
"March 31, 2011",0.7039
"Dec. 31, 2010",0.7713
"Sept. 30, 2010",0.8005
"June 30, 2010",0.7366
"March 31, 2010",0.7225
"Dec. 31, 2009",0.8303
"Sept. 30, 2009",0.8073
"June 30, 2009",0.8649
"March 31, 2009",0.8917
"Dec. 31, 2008",0.8396
"Sept. 30, 2008",0.7424
"June 30, 2008",0.7868
"March 31, 2008",0.751
"Dec. 31, 2007",0.8124
"Sept. 30, 2007",0.8118
"June 30, 2007",0.8407
"March 31, 2007",0.8095
"Dec. 31, 2006",0.7112
"Sept. 30, 2006",0.754
"June 30, 2006",0.7919
"March 31, 2006",0.847
"Dec. 31, 2005",0.8627
"Sept. 30, 2005",0.9364
"June 30, 2005",0.9778
"March 31, 2005",0.9495
"Dec. 31, 2004",0.9263
"Sept. 30, 2004",1.218
"June 30, 2004",1.103
"March 31, 2004",2.084
"Dec. 31, 2003",2.278
"Sept. 30, 2003",2.507
"June 30, 2003",1.017
"March 31, 2003",0.9703
"Dec. 31, 2002",1.024
"Sept. 30, 2002",1.326
"June 30, 2002",1.555
"March 31, 2002",1.712
"Dec. 31, 2001",1.989
"Sept. 30, 2001",2.270
"June 30, 2001",1.774
"March 31, 2001",0.6014
"Dec. 31, 2000",0.6462
"Sept. 30, 2000",0.6584
"June 30, 2000",0.6215
"March 31, 2000",0.5619
"Dec. 31, 1999",0.5888
"Sept. 30, 1999",0.615
"June 30, 1999",0.6068
"March 31, 1999",0.6784
"Dec. 31, 1998",0.7093
"Sept. 30, 1998",0.6286
"June 30, 1998",0.894
"March 31, 1998",0.9965
"Dec. 31, 1997",1.142
"Sept. 30, 1997",0.7512
"June 30, 1997",0.7252
"March 31, 1997",0.7658
"Dec. 31, 1996",0.8265
"Sept. 30, 1996",
"June 30, 1996",
"March 31, 1996",
"Dec. 31, 1995",1.038
"Sept. 30, 1995",
"June 30, 1995",
"March 31, 1995",1.056
