date,forward_ps_ratio
"March 19, 2020",0.2333
"March 18, 2020",0.2144
"March 17, 2020",0.2719
"March 16, 2020",0.2639
"March 13, 2020",0.3011
"March 12, 2020",0.2672
"March 11, 2020",0.3551
"March 10, 2020",0.4099
"March 9, 2020",0.3722
"March 6, 2020",0.4208
"March 5, 2020",0.4447
"March 4, 2020",0.4462
"March 3, 2020",0.4368
"March 2, 2020",0.4438
"Feb. 28, 2020",0.4571
"Feb. 27, 2020",0.4816
"Feb. 26, 2020",0.4931
"Feb. 25, 2020",0.5182
"Feb. 24, 2020",0.5087
"Feb. 21, 2020",0.5285
"Feb. 20, 2020",0.5264
"Feb. 19, 2020",0.5164
"Feb. 18, 2020",0.4745
"Feb. 14, 2020",0.4778
"Feb. 13, 2020",0.4943
"Feb. 12, 2020",0.4975
"Feb. 11, 2020",0.5279
"Feb. 10, 2020",0.5317
"Feb. 7, 2020",0.5117
"Feb. 6, 2020",0.4966
"Feb. 5, 2020",0.4981
"Feb. 4, 2020",0.494
"Feb. 3, 2020",0.5093
"Jan. 31, 2020",0.4485
"Jan. 30, 2020",0.4397
"Jan. 29, 2020",0.4438
"Jan. 28, 2020",0.4409
"Jan. 27, 2020",0.414
"Jan. 24, 2020",0.4208
"Jan. 23, 2020",0.4049
"Jan. 22, 2020",0.3698
"Jan. 21, 2020",0.3902
"Jan. 17, 2020",0.3857
"Jan. 16, 2020",0.3725
"Jan. 15, 2020",0.376
"Jan. 14, 2020",0.3515
"Jan. 13, 2020",0.3265
"Jan. 10, 2020",0.3008
"Jan. 9, 2020",0.3026
"Jan. 8, 2020",0.3129
"Jan. 7, 2020",0.312
"Jan. 6, 2020",0.3061
"Jan. 3, 2020",0.3117
"Jan. 2, 2020",0.32
"Dec. 31, 2019",0.3206
"Dec. 30, 2019",0.3308
"Dec. 27, 2019",0.3198
"Dec. 26, 2019",0.3326
"Dec. 24, 2019",0.3354
"Dec. 23, 2019",0.3351
"Dec. 20, 2019",0.3366
"Dec. 19, 2019",0.3345
"Dec. 18, 2019",0.3464
"Dec. 17, 2019",0.3342
"Dec. 16, 2019",0.2962
"Dec. 13, 2019",0.3443
"Dec. 12, 2019",0.359
"Dec. 11, 2019",0.3718
"Dec. 10, 2019",0.3773
"Dec. 9, 2019",0.3424
"Dec. 6, 2019",0.2956
"Dec. 5, 2019",0.2995
"Dec. 4, 2019",0.29
"Dec. 3, 2019",0.261
"Dec. 2, 2019",0.2407
"Nov. 29, 2019",0.2285
"Nov. 27, 2019",0.2312
"Nov. 26, 2019",0.2288
"Nov. 25, 2019",0.2266
"Nov. 22, 2019",0.2239
"Nov. 21, 2019",0.2147
"Nov. 20, 2019",0.219
"Nov. 19, 2019",0.2095
"Nov. 18, 2019",0.2172
"Nov. 15, 2019",0.2273
"Nov. 14, 2019",0.2052
"Nov. 13, 2019",0.2119
"Nov. 12, 2019",0.2162
"Nov. 11, 2019",0.1917
"Nov. 8, 2019",0.1985
"Nov. 7, 2019",0.1844
"Nov. 6, 2019",0.2119
"Nov. 5, 2019",0.245
"Nov. 4, 2019",0.2227
"Nov. 1, 2019",0.1969
"Oct. 31, 2019",0.189
"Oct. 30, 2019",0.1881
"Oct. 29, 2019",0.1541
"Oct. 28, 2019",0.1164
"Oct. 25, 2019",0.1531
"Oct. 24, 2019",0.2205
"Oct. 23, 2019",0.2512
"Oct. 22, 2019",0.2481
"Oct. 21, 2019",0.2463
"Oct. 18, 2019",0.2377
"Oct. 17, 2019",0.2398
"Oct. 16, 2019",0.2414
"Oct. 15, 2019",0.2361
"Oct. 14, 2019",0.2349
"Oct. 11, 2019",0.2456
"Oct. 10, 2019",0.2386
"Oct. 9, 2019",0.3363
"Oct. 8, 2019",0.3338
"Oct. 7, 2019",0.3522
"Oct. 4, 2019",0.3329
"Oct. 3, 2019",0.2925
"Oct. 2, 2019",0.2744
"Oct. 1, 2019",0.3032
"Sept. 30, 2019",0.3063
"Sept. 27, 2019",0.31
"Sept. 26, 2019",0.3277
"Sept. 25, 2019",0.3299
"Sept. 24, 2019",0.3348
"Sept. 23, 2019",0.3534
"Sept. 20, 2019",0.3556
"Sept. 19, 2019",0.3737
"Sept. 18, 2019",0.3599
"Sept. 17, 2019",0.3418
"Sept. 16, 2019",0.3372
"Sept. 13, 2019",0.3424
"Sept. 12, 2019",0.3093
"Sept. 11, 2019",0.3271
"Sept. 10, 2019",0.3338
"Sept. 9, 2019",0.3427
"Sept. 6, 2019",0.3121
"Sept. 5, 2019",0.3234
"Sept. 4, 2019",0.3274
"Sept. 3, 2019",0.3237
"Aug. 30, 2019",0.3201
"Aug. 29, 2019",0.3194
"Aug. 28, 2019",0.3314
"Aug. 27, 2019",0.3436
