date,net_income_ttm
"Dec. 31, 2019",-7.642B
"Sept. 30, 2019",-10.90B
"June 30, 2019",-8.715B
"March 31, 2019",-7.146B
"Dec. 31, 2018",-6.837B
"Sept. 30, 2018",150.00M
"June 30, 2018",136.00M
"March 31, 2018",1.526B
"Dec. 31, 2017",1.66B
"Sept. 30, 2017",2.238B
"June 30, 2017",2.076B
"March 31, 2017",1.876B
"Dec. 31, 2016",1.407B
"Sept. 30, 2016",849.00M
"June 30, 2016",768.00M
"March 31, 2016",964.00M
"Dec. 31, 2015",888.00M
"Sept. 30, 2015",885.00M
"June 30, 2015",1.389B
"March 31, 2015",1.254B
"Dec. 31, 2014",1.45B
"Sept. 30, 2014",1.405B
"June 30, 2014",755.00M
"March 31, 2014",816.00M
"Dec. 31, 2013",828.00M
"Sept. 30, 2013",729.00M
"June 30, 2013",929.00M
"March 31, 2013",836.00M
"Dec. 31, 2012",830.00M
"Sept. 30, 2012",926.00M
"June 30, 2012",765.00M
"March 31, 2012",892.00M
"Dec. 31, 2011",858.00M
"Sept. 30, 2011",1.025B
"June 30, 2011",1.083B
"March 31, 2011",1.054B
"Dec. 31, 2010",1.113B
"Sept. 30, 2010",1.136B
"June 30, 2010",1.196B
"March 31, 2010",1.251B
"Dec. 31, 2009",1.234B
"Sept. 30, 2009",1.488B
"June 30, 2009",1.471B
"March 31, 2009",1.376B
"Dec. 31, 2008",1.359B
"Sept. 30, 2008",1.031B
"June 30, 2008",1.005B
"March 31, 2008",977.00M
"Dec. 31, 2007",1.006B
"Sept. 30, 2007",955.00M
"June 30, 2007",1.07B
"March 31, 2007",1.033B
"Dec. 31, 2006",991.00M
"Sept. 30, 2006",1.019B
"June 30, 2006",878.00M
"March 31, 2006",913.00M
"Dec. 31, 2005",917.00M
"Sept. 30, 2005",1.608B
"June 30, 2005",1.584B
"March 31, 2005",1.689B
"Dec. 31, 2004",4.504B
"Sept. 30, 2004",3.67B
"June 30, 2004",3.952B
"March 31, 2004",3.807B
"Dec. 31, 2003",420.00M
"Sept. 30, 2003",-1.806B
"June 30, 2003",-1.85B
"March 31, 2003",-1.859B
"Dec. 31, 2002",-874.00M
"Sept. 30, 2002",1.844B
"June 30, 2002",2.149B
"March 31, 2002",2.681B
"Dec. 31, 2001",1.099B
"Sept. 30, 2001",-3.547B
"June 30, 2001",-4.093B
"March 31, 2001",-4.595B
"Dec. 31, 2000",-3.364B
"Sept. 30, 2000",142.00M
"June 30, 2000",102.00M
"March 31, 2000",36.00M
"Dec. 31, 1999",-73.00M
"Sept. 30, 1999",734.00M
"June 30, 1999",759.00M
"March 31, 1999",751.00M
"Dec. 31, 1998",719.00M
"Sept. 30, 1998",617.00M
"June 30, 1998",663.60M
"March 31, 1998",682.50M
"Dec. 31, 1997",716.50M
"Sept. 30, 1997",796.40M
"June 30, 1997",765.20M
"March 31, 1997",684.10M
"Dec. 31, 1996",771.80M
"Sept. 30, 1996",825.00M
"June 30, 1996",977.20M
"March 31, 1996",1.271B
"Dec. 31, 1995",1.339B
"Sept. 30, 1995",1.215B
"June 30, 1995",1.263B
"March 31, 1995",1.099B
"Dec. 31, 1994",1.008B
"Sept. 30, 1994",1.112B
"June 30, 1994",1.043B
"March 31, 1994",1.047B
"Dec. 31, 1993",1.066B
"Sept. 30, 1993",1.063B
"June 30, 1993",1.059B
"March 31, 1993",1.150B
"Dec. 31, 1992",1.170B
"Sept. 30, 1992",1.212B
"June 30, 1992",1.194B
"March 31, 1992",1.163B
"Dec. 31, 1991",1.026B
"Sept. 30, 1991",995.90M
"June 30, 1991",1.056B
"March 31, 1991",916.20M
"Dec. 31, 1990",987.20M
"Sept. 30, 1990",873.80M
"June 30, 1990",796.60M
"March 31, 1990",866.60M
"Dec. 31, 1989",900.60M
"Sept. 30, 1989",335.90M
"June 30, 1989",259.50M
"March 31, 1989",169.80M
"Dec. 31, 1988",62.10M
"Sept. 30, 1988",672.70M
"June 30, 1988",636.60M
"March 31, 1988",643.60M
"Dec. 31, 1987",597.20M
"Sept. 30, 1987",684.30M
"June 30, 1987",779.40M
"March 31, 1987",891.20M
"Dec. 31, 1986",1.081B
"Sept. 30, 1986",1.080B
"June 30, 1986",1.058B
"March 31, 1986",1.059B
"Dec. 31, 1985",1.031B
"Sept. 30, 1985",1.038B
"June 30, 1985",992.00M
"March 31, 1985",974.60M
"Dec. 31, 1984",974.90M
