date,one_year_return
"March 19, 2020",-58.52%
"March 18, 2020",-62.58%
"March 17, 2020",-53.08%
"March 16, 2020",-54.45%
"March 13, 2020",-47.53%
"March 12, 2020",-52.86%
"March 11, 2020",-37.87%
"March 10, 2020",-28.31%
"March 9, 2020",-34.91%
"March 6, 2020",-22.28%
"March 5, 2020",-17.64%
"March 4, 2020",-16.18%
"March 3, 2020",-17.31%
"March 2, 2020",-15.97%
"Feb. 28, 2020",-8.98%
"Feb. 27, 2020",-8.26%
"Feb. 26, 2020",-9.72%
"Feb. 25, 2020",-5.79%
"Feb. 24, 2020",-8.10%
"Feb. 21, 2020",-7.63%
"Feb. 20, 2020",-1.98%
"Feb. 19, 2020",-1.30%
"Feb. 18, 2020",3.94%
"Feb. 14, 2020",4.72%
"Feb. 13, 2020",10.19%
"Feb. 12, 2020",9.33%
"Feb. 11, 2020",24.91%
"Feb. 10, 2020",26.97%
"Feb. 7, 2020",23.40%
"Feb. 6, 2020",23.19%
"Feb. 5, 2020",19.96%
"Feb. 4, 2020",26.03%
"Feb. 3, 2020",32.03%
"Jan. 31, 2020",17.00%
"Jan. 30, 2020",9.07%
"Jan. 29, 2020",7.58%
"Jan. 28, 2020",24.48%
"Jan. 27, 2020",19.29%
"Jan. 24, 2020",2.29%
"Jan. 23, 2020",71.84%
"Jan. 22, 2020",62.86%
"Jan. 21, 2020",82.99%
"Jan. 17, 2020",105.7%
"Jan. 16, 2020",79.66%
"Jan. 15, 2020",84.52%
"Jan. 14, 2020",42.24%
"Jan. 13, 2020",-37.07%
"Jan. 10, 2020",-42.57%
"Jan. 9, 2020",-42.46%
"Jan. 8, 2020",-39.58%
"Jan. 7, 2020",-44.17%
"Jan. 6, 2020",-57.46%
"Jan. 3, 2020",-55.87%
"Jan. 2, 2020",-54.41%
"Dec. 31, 2019",-54.23%
"Dec. 30, 2019",-54.79%
"Dec. 27, 2019",-55.76%
"Dec. 26, 2019",-53.45%
"Dec. 24, 2019",-52.70%
"Dec. 23, 2019",-51.91%
"Dec. 20, 2019",-53.92%
"Dec. 19, 2019",-54.02%
"Dec. 18, 2019",-50.87%
"Dec. 17, 2019",-55.36%
"Dec. 16, 2019",-62.82%
"Dec. 13, 2019",-57.60%
"Dec. 12, 2019",-55.59%
"Dec. 11, 2019",-53.42%
"Dec. 10, 2019",-52.41%
"Dec. 9, 2019",-56.65%
"Dec. 6, 2019",-62.93%
"Dec. 5, 2019",-63.44%
"Dec. 4, 2019",-64.60%
"Dec. 3, 2019",-68.57%
"Dec. 2, 2019",-70.20%
"Nov. 29, 2019",-72.12%
"Nov. 27, 2019",-72.01%
"Nov. 26, 2019",-70.26%
"Nov. 25, 2019",-68.96%
"Nov. 22, 2019",-69.92%
"Nov. 21, 2019",-71.15%
"Nov. 20, 2019",-69.59%
"Nov. 19, 2019",-70.59%
"Nov. 18, 2019",-70.94%
"Nov. 15, 2019",-58.17%
"Nov. 14, 2019",-73.82%
"Nov. 13, 2019",-78.85%
"Nov. 12, 2019",-78.59%
"Nov. 11, 2019",-84.32%
"Nov. 8, 2019",-86.44%
"Nov. 7, 2019",-87.66%
"Nov. 6, 2019",-85.76%
"Nov. 5, 2019",-83.58%
"Nov. 4, 2019",-84.68%
"Nov. 1, 2019",-86.37%
"Oct. 31, 2019",-86.82%
"Oct. 30, 2019",-86.92%
"Oct. 29, 2019",-89.25%
"Oct. 28, 2019",-91.79%
"Oct. 25, 2019",-89.44%
"Oct. 24, 2019",-84.76%
"Oct. 23, 2019",-82.66%
"Oct. 22, 2019",-83.05%
"Oct. 21, 2019",-83.54%
"Oct. 18, 2019",-83.91%
"Oct. 17, 2019",-84.01%
"Oct. 16, 2019",-83.85%
"Oct. 15, 2019",-83.88%
"Oct. 14, 2019",-83.77%
"Oct. 11, 2019",-82.80%
"Oct. 10, 2019",-83.65%
"Oct. 9, 2019",-77.38%
"Oct. 8, 2019",-77.25%
"Oct. 7, 2019",-76.02%
"Oct. 4, 2019",-76.87%
"Oct. 3, 2019",-79.77%
"Oct. 2, 2019",-81.10%
"Oct. 1, 2019",-78.42%
"Sept. 30, 2019",-78.27%
"Sept. 27, 2019",-77.65%
"Sept. 26, 2019",-76.31%
"Sept. 25, 2019",-76.51%
"Sept. 24, 2019",-76.38%
"Sept. 23, 2019",-75.34%
"Sept. 20, 2019",-75.26%
"Sept. 19, 2019",-73.88%
"Sept. 18, 2019",-75.11%
"Sept. 17, 2019",-76.16%
"Sept. 16, 2019",-76.56%
"Sept. 13, 2019",-75.97%
"Sept. 12, 2019",-78.00%
"Sept. 11, 2019",-76.93%
"Sept. 10, 2019",-76.43%
"Sept. 9, 2019",-75.56%
"Sept. 6, 2019",-77.62%
"Sept. 5, 2019",-77.53%
"Sept. 4, 2019",-77.26%
"Sept. 3, 2019",-77.11%
"Aug. 30, 2019",-77.78%
"Aug. 29, 2019",-77.76%
"Aug. 28, 2019",-76.31%
"Aug. 27, 2019",-74.27%
"Aug. 26, 2019",-72.44%
"Aug. 23, 2019",-74.89%
"Aug. 22, 2019",-73.81%
"Aug. 21, 2019",-72.60%
"Aug. 20, 2019",-73.96%
"Aug. 19, 2019",-76.42%
"Aug. 16, 2019",-68.12%
"Aug. 15, 2019",-66.90%
"Aug. 14, 2019",-62.82%
"Aug. 13, 2019",-60.39%
"Aug. 12, 2019",-60.75%
"Aug. 9, 2019",-58.72%
"Aug. 8, 2019",-58.02%
"Aug. 7, 2019",-58.41%
"Aug. 6, 2019",-59.11%
"Aug. 5, 2019",-58.22%
"Aug. 2, 2019",-56.04%
"Aug. 1, 2019",-57.54%
"July 31, 2019",-57.92%
"July 30, 2019",-58.35%
"July 29, 2019",-57.96%
"July 26, 2019",-58.17%
"July 25, 2019",-57.32%
"July 24, 2019",-55.54%
"July 23, 2019",-54.51%
"July 22, 2019",-57.41%
"July 19, 2019",-57.90%
"July 18, 2019",-56.19%
"July 17, 2019",-56.66%
"July 16, 2019",-57.88%
"July 15, 2019",-59.00%
"July 12, 2019",-55.57%
"July 11, 2019",-53.15%
"July 10, 2019",-51.05%
"July 9, 2019",-51.45%
"July 8, 2019",-51.74%
"July 5, 2019",-50.68%
"July 3, 2019",-49.12%
"July 2, 2019",-48.79%
"July 1, 2019",-45.14%
"June 28, 2019",-46.34%
"June 27, 2019",-43.61%
"June 26, 2019",-49.04%
"June 25, 2019",-48.92%
"June 24, 2019",-49.51%
"June 21, 2019",-43.35%
"June 20, 2019",-41.08%
"June 19, 2019",-48.53%
"June 18, 2019",-51.90%
"June 17, 2019",-53.03%
"June 14, 2019",-53.67%
"June 13, 2019",-53.56%
"June 12, 2019",-53.58%
"June 11, 2019",-51.96%
"June 10, 2019",-52.30%
"June 7, 2019",-50.90%
"June 6, 2019",-49.04%
"June 5, 2019",-50.57%
"June 4, 2019",-55.38%
"June 3, 2019",-57.68%
"May 31, 2019",-60.54%
"May 30, 2019",-58.74%
"May 29, 2019",-59.54%
"May 28, 2019",-60.30%
"May 24, 2019",-57.04%
"May 23, 2019",-56.69%
"May 22, 2019",-56.45%
"May 21, 2019",-57.30%
"May 20, 2019",-58.67%
"May 17, 2019",-59.69%
"May 16, 2019",-57.33%
"May 15, 2019",-57.95%
"May 14, 2019",-57.53%
"May 13, 2019",-57.92%
"May 10, 2019",-57.12%
"May 9, 2019",-54.57%
"May 8, 2019",-52.63%
"May 7, 2019",-52.94%
"May 6, 2019",-52.45%
"May 3, 2019",-51.57%
"May 2, 2019",-54.31%
"May 1, 2019",-53.10%
"April 30, 2019",-51.15%
"April 29, 2019",-49.77%
"April 26, 2019",-49.43%
"April 25, 2019",-50.17%
"April 24, 2019",-50.48%
"April 23, 2019",-52.75%
"April 22, 2019",-53.20%
"April 18, 2019",-54.79%
"April 17, 2019",-53.31%
"April 16, 2019",-51.17%
"April 15, 2019",-47.68%
"April 12, 2019",-48.29%
"April 11, 2019",-57.30%
"April 10, 2019",-57.26%
"April 9, 2019",-57.64%
"April 8, 2019",-55.24%
"April 5, 2019",-56.01%
"April 4, 2019",-56.60%
"April 3, 2019",-57.72%
"April 2, 2019",-59.24%
"April 1, 2019",-59.00%
"March 29, 2019",-59.48%
"March 28, 2019",-60.11%
"March 27, 2019",-59.76%
"March 26, 2019",-58.13%
"March 25, 2019",-57.73%
"March 22, 2019",-55.99%
"March 21, 2019",-55.66%
"March 20, 2019",-56.09%
"March 19, 2019",-57.13%
"March 18, 2019",-56.90%
"March 15, 2019",-55.51%
"March 14, 2019",-55.83%
"March 13, 2019",-56.85%
"March 12, 2019",-54.69%
"March 11, 2019",-53.89%
"March 8, 2019",-53.53%
"March 7, 2019",-53.62%
"March 6, 2019",-56.72%
"March 5, 2019",-56.35%
"March 4, 2019",-55.67%
"March 1, 2019",-56.59%
"Feb. 28, 2019",-58.55%
"Feb. 27, 2019",-55.75%
"Feb. 26, 2019",-54.90%
"Feb. 25, 2019",-54.67%
"Feb. 22, 2019",-53.18%
"Feb. 21, 2019",-51.24%
"Feb. 20, 2019",-54.49%
"Feb. 19, 2019",-56.09%
"Feb. 15, 2019",-61.26%
"Feb. 14, 2019",-60.41%
"Feb. 13, 2019",-61.81%
"Feb. 12, 2019",-60.78%
"Feb. 11, 2019",-62.85%
"Feb. 8, 2019",-62.87%
"Feb. 7, 2019",-64.39%
"Feb. 6, 2019",-65.70%
"Feb. 5, 2019",-65.06%
"Feb. 4, 2019",-67.93%
"Feb. 1, 2019",-69.27%
"Jan. 31, 2019",-69.36%
"Jan. 30, 2019",-67.44%
"Jan. 29, 2019",-67.45%
"Jan. 28, 2019",-72.42%
"Jan. 25, 2019",-72.94%
"Jan. 24, 2019",-68.06%
"Jan. 23, 2019",-81.77%
"Jan. 22, 2019",-82.48%
"Jan. 18, 2019",-83.75%
"Jan. 17, 2019",-85.61%
"Jan. 16, 2019",-84.03%
"Jan. 15, 2019",-84.23%
"Jan. 14, 2019",-80.88%
"Jan. 11, 2019",-59.91%
"Jan. 10, 2019",-60.13%
"Jan. 9, 2019",-60.24%
"Jan. 8, 2019",-61.18%
"Jan. 7, 2019",-57.21%
"Jan. 4, 2019",-43.93%
"Jan. 3, 2019",-45.28%
"Jan. 2, 2019",-46.50%
"Dec. 31, 2018",-47.02%
"Dec. 28, 2018",-46.69%
"Dec. 27, 2018",-47.18%
"Dec. 26, 2018",-47.51%
"Dec. 24, 2018",-48.06%
"Dec. 21, 2018",-48.88%
"Dec. 20, 2018",-53.35%
"Dec. 19, 2018",-54.37%
"Dec. 18, 2018",-56.15%
"Dec. 17, 2018",-53.93%
"Dec. 14, 2018",-50.66%
"Dec. 13, 2018",-50.07%
"Dec. 12, 2018",-50.61%
"Dec. 11, 2018",-51.48%
"Dec. 10, 2018",-51.57%
"Dec. 7, 2018",-51.30%
"Dec. 6, 2018",-50.94%
"Dec. 4, 2018",-50.02%
"Dec. 3, 2018",-49.92%
"Nov. 30, 2018",-51.36%
"Nov. 29, 2018",-51.40%
"Nov. 28, 2018",-50.12%
"Nov. 27, 2018",-50.23%
"Nov. 26, 2018",-53.53%
"Nov. 23, 2018",-55.76%
"Nov. 21, 2018",-54.77%
"Nov. 20, 2018",-55.35%
"Nov. 19, 2018",-56.93%
"Nov. 16, 2018",-55.76%
"Nov. 15, 2018",-68.11%
"Nov. 14, 2018",-54.80%
"Nov. 13, 2018",-42.49%
"Nov. 12, 2018",-42.09%
"Nov. 9, 2018",-28.65%
"Nov. 8, 2018",-14.38%
"Nov. 7, 2018",-13.32%
"Nov. 6, 2018",-14.43%
"Nov. 5, 2018",-14.24%
"Nov. 2, 2018",-16.26%
"Nov. 1, 2018",-17.58%
"Oct. 31, 2018",-18.97%
"Oct. 30, 2018",-18.05%
"Oct. 29, 2018",-18.12%
"Oct. 26, 2018",-18.42%
"Oct. 25, 2018",-16.43%
"Oct. 24, 2018",-17.28%
"Oct. 23, 2018",-17.41%
"Oct. 22, 2018",-17.42%
