date,eps_est_0y
"March 18, 2020",3.478
"March 13, 2020",3.480
"March 12, 2020",3.480
"March 10, 2020",3.444
"March 3, 2020",2.70
"Feb. 19, 2020",2.74
"Feb. 18, 2020",2.694
"Feb. 11, 2020",3.712
"Feb. 10, 2020",3.712
"Feb. 8, 2020",3.896
"Feb. 3, 2020",4.191
"Jan. 27, 2020",4.117
"Jan. 24, 2020",4.149
"Jan. 21, 2020",3.868
"Jan. 15, 2020",4.149
"Jan. 10, 2020",4.162
"Jan. 8, 2020",4.186
"Dec. 31, 2019",3.907
"Dec. 24, 2019",3.868
"Dec. 23, 2019",3.866
"Dec. 18, 2019",3.861
"Dec. 16, 2019",3.857
"Nov. 25, 2019",3.854
"Nov. 10, 2019",3.941
"Nov. 8, 2019",3.858
"Nov. 6, 2019",3.795
"Oct. 24, 2019",3.796
"Oct. 17, 2019",3.792
"Oct. 8, 2019",3.787
"Sept. 13, 2019",3.780
"Aug. 20, 2019",3.783
"Aug. 16, 2019",3.793
"Aug. 15, 2019",3.772
"Aug. 14, 2019",3.747
"Aug. 12, 2019",3.843
"July 25, 2019",3.818
"July 24, 2019",3.815
"July 17, 2019",3.819
"July 16, 2019",3.819
"July 15, 2019",3.828
"July 12, 2019",3.828
"July 9, 2019",3.826
"June 20, 2019",3.829
"June 19, 2019",3.818
"June 17, 2019",3.800
"June 14, 2019",3.804
"June 7, 2019",3.746
"June 6, 2019",3.745
"May 4, 2019",3.755
"May 3, 2019",3.837
"April 23, 2019",3.812
"April 18, 2019",3.799
"April 17, 2019",3.768
"April 11, 2019",3.768
"April 8, 2019",3.765
"April 2, 2019",3.785
"March 20, 2019",3.826
"March 11, 2019",3.842
"March 7, 2019",3.847
"March 6, 2019",3.881
"March 5, 2019",3.885
"March 4, 2019",3.880
"March 2, 2019",3.889
"March 1, 2019",3.887
"Feb. 26, 2019",3.964
"Feb. 15, 2019",3.962
"Feb. 12, 2019",3.969
"Feb. 5, 2019",3.972
"Jan. 29, 2019",3.98
"Jan. 25, 2019",3.983
"Jan. 22, 2019",3.981
"Jan. 18, 2019",3.984
"Jan. 17, 2019",3.984
"Jan. 15, 2019",4.008
"Jan. 14, 2019",4.020
"Jan. 11, 2019",4.019
"Jan. 7, 2019",4.023
"Jan. 4, 2019",4.035
"Dec. 31, 2018",3.815
"Dec. 14, 2018",3.811
"Nov. 16, 2018",3.809
"Nov. 15, 2018",3.810
"Nov. 13, 2018",3.816
"Nov. 7, 2018",3.816
"Nov. 6, 2018",3.813
"Nov. 5, 2018",3.819
"Oct. 18, 2018",3.824
"Oct. 15, 2018",3.824
"Oct. 9, 2018",3.824
"Oct. 6, 2018",3.820
"Sept. 17, 2018",3.802
"Sept. 6, 2018",3.806
"Aug. 7, 2018",3.800
"Aug. 1, 2018",3.797
"July 27, 2018",3.817
"July 23, 2018",3.804
"July 17, 2018",3.808
"July 13, 2018",3.808
"July 11, 2018",3.807
"July 9, 2018",3.807
"July 7, 2018",3.809
"June 22, 2018",3.818
"June 21, 2018",3.818
"June 18, 2018",3.818
"June 13, 2018",3.821
"June 11, 2018",3.821
"June 7, 2018",3.821
"June 1, 2018",3.821
"May 29, 2018",3.821
"May 10, 2018",3.821
"May 9, 2018",3.821
"May 7, 2018",3.822
"May 4, 2018",3.823
"May 3, 2018",3.824
"April 24, 2018",3.820
"April 23, 2018",3.816
"April 19, 2018",3.813
"April 18, 2018",3.812
"April 13, 2018",3.812
"April 10, 2018",3.815
"April 2, 2018",3.816
"March 27, 2018",3.816
"March 2, 2018",3.816
"Feb. 28, 2018",3.816
"Feb. 26, 2018",3.816
"Feb. 21, 2018",3.814
"Feb. 12, 2018",3.812
"Feb. 9, 2018",3.803
"Feb. 2, 2018",3.816
"Feb. 1, 2018",3.816
"Jan. 19, 2018",3.816
"Jan. 17, 2018",3.815
"Jan. 11, 2018",3.812
"Jan. 2, 2018",3.812
