date,tobin_q
"Sept. 30, 2019",0.0197
"June 30, 2019",0.092
"March 31, 2019",0.0472
"Dec. 31, 2018",0.5826
"Sept. 30, 2018",0.6351
"June 30, 2018",0.6158
"March 31, 2018",0.6036
"Dec. 31, 2017",0.6128
"Sept. 30, 2017",0.7367
"June 30, 2017",0.735
"March 31, 2017",0.7411
"Dec. 31, 2016",0.7059
"Sept. 30, 2016",0.7204
"June 30, 2016",0.7415
"March 31, 2016",0.7186
"Dec. 31, 2015",0.6744
"Sept. 30, 2015",0.6679
"June 30, 2015",0.6335
"March 31, 2015",0.671
"Dec. 31, 2014",0.6639
"Sept. 30, 2014",0.6147
"June 30, 2014",0.6494
"March 31, 2014",0.6122
"Dec. 31, 2013",0.5868
"Sept. 30, 2013",0.5867
"June 30, 2013",0.6294
"March 31, 2013",0.6282
"Dec. 31, 2012",0.5903
"Sept. 30, 2012",0.611
"June 30, 2012",0.6439
"March 31, 2012",0.6214
"Dec. 31, 2011",0.6036
"Sept. 30, 2011",0.6252
"June 30, 2011",0.6228
"March 31, 2011",0.6588
"Dec. 31, 2010",0.6927
"Sept. 30, 2010",0.6734
"June 30, 2010",0.6526
"March 31, 2010",0.655
"Dec. 31, 2009",0.6732
"Sept. 30, 2009",0.6374
"June 30, 2009",0.6213
"March 31, 2009",0.6323
"Dec. 31, 2008",0.6297
"Sept. 30, 2008",0.6027
"June 30, 2008",0.6108
"March 31, 2008",0.6084
"Dec. 31, 2007",0.6759
"Sept. 30, 2007",0.7672
"June 30, 2007",0.7495
"March 31, 2007",0.7916
"Dec. 31, 2006",0.7909
"Sept. 30, 2006",0.7222
"June 30, 2006",0.7073
"March 31, 2006",0.7088
"Dec. 31, 2005",0.7076
"Sept. 30, 2005",0.6451
"June 30, 2005",0.6741
"March 31, 2005",0.57
"Dec. 31, 2004",0.6232
"Sept. 30, 2004",0.5723
"June 30, 2004",0.5482
"March 31, 2004",0.6563
"Dec. 31, 2003",0.7074
"Sept. 30, 2003",0.3425
"June 30, 2003",0.5551
"March 31, 2003",0.2856
"Dec. 31, 2002",0.3113
"Sept. 30, 2002",0.2421
"June 30, 2002",0.5595
"March 31, 2002",0.5433
"Dec. 31, 2001",0.2738
"Sept. 30, 2001",0.4285
"June 30, 2001",0.3767
"March 31, 2001",0.5599
"Dec. 31, 2000",0.5855
"Sept. 30, 2000",0.6322
"June 30, 2000",0.6888
"March 31, 2000",0.6828
"Dec. 31, 1999",0.6742
"Sept. 30, 1999",0.6415
"June 30, 1999",0.7227
"March 31, 1999",0.6624
"Dec. 31, 1998",0.6685
"Sept. 30, 1998",0.7056
"June 30, 1998",0.7113
"March 31, 1998",0.7143
"Dec. 31, 1997",0.6621
"Sept. 30, 1997",0.6818
"June 30, 1997",0.7192
"March 31, 1997",0.7138
"Dec. 31, 1996",0.6728
"Sept. 30, 1996",
"June 30, 1996",
"March 31, 1996",
"Dec. 31, 1995",0.764
"Sept. 30, 1995",
"June 30, 1995",
"March 31, 1995",0.7231
