date,ohlson_score
"Dec. 31, 2019",1.913
"Sept. 30, 2019",2.122
"June 30, 2019",1.060
"March 31, 2019",-25.48
"Dec. 31, 2018",4.569
"Sept. 30, 2018",0.1145
"June 30, 2018",0.8483
"March 31, 2018",0.7733
"Dec. 31, 2017",3.079
"Sept. 30, 2017",1.123
"June 30, 2017",1.461
"March 31, 2017",1.320
"Dec. 31, 2016",1.142
"Sept. 30, 2016",1.037
"June 30, 2016",1.072
"March 31, 2016",1.419
"Dec. 31, 2015",1.946
"Sept. 30, 2015",1.348
"June 30, 2015",0.728
"March 31, 2015",2.807
"Dec. 31, 2014",3.776
"Sept. 30, 2014",0.7751
"June 30, 2014",1.238
"March 31, 2014",0.9886
"Dec. 31, 2013",1.955
"Sept. 30, 2013",2.207
"June 30, 2013",1.501
"March 31, 2013",1.183
"Dec. 31, 2012",-20.02
"Sept. 30, 2012",1.132
"June 30, 2012",1.493
"March 31, 2012",1.232
"Dec. 31, 2011",2.321
"Sept. 30, 2011",1.971
"June 30, 2011",1.324
"March 31, 2011",1.969
"Dec. 31, 2010",1.747
"Sept. 30, 2010",1.860
"June 30, 2010",1.688
"March 31, 2010",1.914
"Dec. 31, 2009",1.787
"Sept. 30, 2009",1.856
"June 30, 2009",1.492
"March 31, 2009",2.296
"Dec. 31, 2008",1.589
"Sept. 30, 2008",1.958
"June 30, 2008",1.807
"March 31, 2008",1.936
"Dec. 31, 2007",2.085
"Sept. 30, 2007",1.896
"June 30, 2007",1.858
"March 31, 2007",1.740
"Dec. 31, 2006",2.985
"Sept. 30, 2006",1.873
"June 30, 2006",2.021
"March 31, 2006",1.879
"Dec. 31, 2005",2.220
"Sept. 30, 2005",
"June 30, 2005",
"March 31, 2005",
"Dec. 31, 2004",
"Sept. 30, 2004",1.803
"June 30, 2004",5.320
"March 31, 2004",0.8601
"Dec. 31, 2003",8.366
"Sept. 30, 2003",1.517
"June 30, 2003",1.324
"March 31, 2003",5.452
"Dec. 31, 2002",1.952
"Sept. 30, 2002",1.528
"June 30, 2002",2.804
"March 31, 2002",1.641
"Dec. 31, 2001",2.020
"Sept. 30, 2001",2.009
"June 30, 2001",1.168
"March 31, 2001",5.56
"Dec. 31, 2000",2.872
"Sept. 30, 2000",2.338
"June 30, 2000",2.356
"March 31, 2000",0.7253
"Dec. 31, 1999",1.693
"Sept. 30, 1999",2.179
"June 30, 1999",2.169
"March 31, 1999",
"Dec. 31, 1998",
"Sept. 30, 1998",
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",2.098
