date,ps_ratio
"March 19, 2020",0.2439
"March 18, 2020",0.2242
"March 17, 2020",0.2843
"March 16, 2020",0.276
"March 13, 2020",0.3149
"March 12, 2020",0.2794
"March 11, 2020",0.3713
"March 10, 2020",0.4287
"March 9, 2020",0.3892
"March 6, 2020",0.4401
"March 5, 2020",0.4651
"March 4, 2020",0.4666
"March 3, 2020",0.4567
"March 2, 2020",0.4641
"Feb. 28, 2020",0.478
"Feb. 27, 2020",0.5036
"Feb. 26, 2020",0.5156
"Feb. 25, 2020",0.5418
"Feb. 24, 2020",0.532
"Feb. 21, 2020",0.5526
"Feb. 20, 2020",0.5505
"Feb. 19, 2020",0.54
"Feb. 18, 2020",0.4962
"Feb. 14, 2020",0.4996
"Feb. 13, 2020",0.5169
"Feb. 12, 2020",0.5203
"Feb. 11, 2020",0.552
"Feb. 10, 2020",0.556
"Feb. 7, 2020",0.5351
"Feb. 6, 2020",0.5193
"Feb. 5, 2020",0.5209
"Feb. 4, 2020",0.5166
"Feb. 3, 2020",0.5326
"Jan. 31, 2020",0.4691
"Jan. 30, 2020",0.4598
"Jan. 29, 2020",0.4641
"Jan. 28, 2020",0.4611
"Jan. 27, 2020",0.433
"Jan. 24, 2020",0.4401
"Jan. 23, 2020",0.4234
"Jan. 22, 2020",0.3867
"Jan. 21, 2020",0.408
"Jan. 17, 2020",0.4034
"Jan. 16, 2020",0.3895
"Jan. 15, 2020",0.3932
"Jan. 14, 2020",0.3676
"Jan. 13, 2020",0.3414
"Jan. 10, 2020",0.3146
"Jan. 9, 2020",0.3164
"Jan. 8, 2020",0.3272
"Jan. 7, 2020",0.3263
"Jan. 6, 2020",0.3201
"Jan. 3, 2020",0.326
"Jan. 2, 2020",0.3346
"Dec. 31, 2019",0.3352
"Dec. 30, 2019",0.345
"Dec. 27, 2019",0.3335
"Dec. 26, 2019",0.3469
"Dec. 24, 2019",0.3498
"Dec. 23, 2019",0.3495
"Dec. 20, 2019",0.3511
"Dec. 19, 2019",0.3488
"Dec. 18, 2019",0.3613
"Dec. 17, 2019",0.3485
"Dec. 16, 2019",0.3089
"Dec. 13, 2019",0.3591
"Dec. 12, 2019",0.3744
"Dec. 11, 2019",0.3878
"Dec. 10, 2019",0.3936
"Dec. 9, 2019",0.3571
"Dec. 6, 2019",0.3083
"Dec. 5, 2019",0.3124
"Dec. 4, 2019",0.3025
"Dec. 3, 2019",0.2722
"Dec. 2, 2019",0.2511
"Nov. 29, 2019",0.2383
"Nov. 27, 2019",0.2412
"Nov. 26, 2019",0.2386
"Nov. 25, 2019",0.2364
"Nov. 22, 2019",0.2335
"Nov. 21, 2019",0.2239
"Nov. 20, 2019",0.2284
"Nov. 19, 2019",0.2185
"Nov. 18, 2019",0.2265
"Nov. 15, 2019",0.237
"Nov. 14, 2019",0.214
"Nov. 13, 2019",0.2211
"Nov. 12, 2019",0.2255
"Nov. 11, 2019",0.20
"Nov. 8, 2019",0.207
"Nov. 7, 2019",0.1923
"Nov. 6, 2019",0.2211
"Nov. 5, 2019",0.2556
"Nov. 4, 2019",0.2322
