date,operating_earning_yield
"March 19, 2020",32.09%
"March 18, 2020",34.92%
"March 17, 2020",27.53%
"March 16, 2020",28.36%
"March 13, 2020",24.86%
"March 12, 2020",28.02%
"March 11, 2020",21.08%
"March 10, 2020",18.26%
"March 9, 2020",20.12%
"March 6, 2020",17.79%
"March 5, 2020",16.83%
"March 4, 2020",16.78%
"March 3, 2020",17.14%
"March 2, 2020",16.87%
"Feb. 28, 2020",16.38%
"Feb. 27, 2020",15.55%
"Feb. 26, 2020",15.18%
"Feb. 25, 2020",14.45%
"Feb. 24, 2020",14.72%
"Feb. 21, 2020",14.17%
"Feb. 20, 2020",14.22%
"Feb. 19, 2020",14.50%
"Feb. 18, 2020",15.78%
"Feb. 14, 2020",15.67%
"Feb. 13, 2020",15.15%
"Feb. 12, 2020",15.05%
"Feb. 11, 2020",14.18%
"Feb. 10, 2020",14.08%
"Feb. 7, 2020",14.63%
"Feb. 6, 2020",15.07%
"Feb. 5, 2020",15.03%
"Feb. 4, 2020",15.16%
"Feb. 3, 2020",14.70%
"Jan. 31, 2020",16.69%
"Jan. 30, 2020",17.03%
"Jan. 29, 2020",16.87%
"Jan. 28, 2020",16.98%
"Jan. 27, 2020",18.08%
"Jan. 24, 2020",17.79%
"Jan. 23, 2020",18.49%
"Jan. 22, 2020",20.24%
"Jan. 21, 2020",19.19%
"Jan. 17, 2020",19.41%
"Jan. 16, 2020",20.10%
"Jan. 15, 2020",19.91%
"Jan. 14, 2020",21.30%
"Jan. 13, 2020",22.93%
"Jan. 10, 2020",24.89%
"Jan. 9, 2020",24.74%
"Jan. 8, 2020",23.93%
"Jan. 7, 2020",23.99%
"Jan. 6, 2020",24.46%
"Jan. 3, 2020",24.02%
"Jan. 2, 2020",23.40%
"Dec. 31, 2019",23.35%
"Dec. 30, 2019",14.60%
"Dec. 27, 2019",15.11%
"Dec. 26, 2019",14.52%
"Dec. 24, 2019",14.40%
"Dec. 23, 2019",14.42%
"Dec. 20, 2019",14.35%
"Dec. 19, 2019",14.44%
"Dec. 18, 2019",13.95%
"Dec. 17, 2019",14.46%
"Dec. 16, 2019",16.31%
"Dec. 13, 2019",14.03%
"Dec. 12, 2019",13.46%
"Dec. 11, 2019",12.99%
"Dec. 10, 2019",12.80%
"Dec. 9, 2019",14.11%
"Dec. 6, 2019",16.34%
"Dec. 5, 2019",16.13%
"Dec. 4, 2019",16.65%
"Dec. 3, 2019",18.51%
"Dec. 2, 2019",20.07%
"Nov. 29, 2019",21.14%
"Nov. 27, 2019",20.89%
"Nov. 26, 2019",21.11%
"Nov. 25, 2019",21.31%
"Nov. 22, 2019",21.58%
"Nov. 21, 2019",22.50%
"Nov. 20, 2019",22.06%
"Nov. 19, 2019",23.06%
"Nov. 18, 2019",22.25%
"Nov. 15, 2019",21.26%
"Nov. 14, 2019",23.54%
"Nov. 13, 2019",22.79%
"Nov. 12, 2019",22.34%
"Nov. 11, 2019",25.19%
"Nov. 8, 2019",24.34%
"Nov. 7, 2019",26.20%
"Nov. 6, 2019",22.79%
"Nov. 5, 2019",19.72%
"Nov. 4, 2019",21.69%
"Nov. 1, 2019",24.53%
"Oct. 31, 2019",25.56%
"Oct. 30, 2019",25.69%
"Oct. 29, 2019",31.36%
"Oct. 28, 2019",41.51%
"Oct. 25, 2019",31.54%
"Oct. 24, 2019",21.91%
"Oct. 23, 2019",19.23%
"Oct. 22, 2019",19.47%
"Oct. 21, 2019",19.62%
"Oct. 18, 2019",20.32%
"Oct. 17, 2019",20.14%
"Oct. 16, 2019",20.02%
"Oct. 15, 2019",20.46%
"Oct. 14, 2019",20.56%
"Oct. 11, 2019",19.67%
"Oct. 10, 2019",20.25%
"Oct. 9, 2019",14.36%
"Oct. 8, 2019",14.47%
"Oct. 7, 2019",13.71%
"Oct. 4, 2019",14.51%
"Oct. 3, 2019",16.52%
"Oct. 2, 2019",17.60%
"Oct. 1, 2019",15.93%
"Sept. 30, 2019",15.77%
"Sept. 27, 2019",23.95%
"Sept. 26, 2019",22.65%
"Sept. 25, 2019",22.50%
"Sept. 24, 2019",22.17%
"Sept. 23, 2019",21.00%
"Sept. 20, 2019",20.87%
"Sept. 19, 2019",19.86%
"Sept. 18, 2019",20.62%
"Sept. 17, 2019",21.71%
"Sept. 16, 2019",22.01%
"Sept. 13, 2019",21.68%
"Sept. 12, 2019",23.99%
"Sept. 11, 2019",22.69%
"Sept. 10, 2019",22.23%
"Sept. 9, 2019",21.66%
"Sept. 6, 2019",23.78%
"Sept. 5, 2019",22.95%
"Sept. 4, 2019",22.67%
"Sept. 3, 2019",22.93%
"Aug. 30, 2019",23.19%
"Aug. 29, 2019",23.23%
"Aug. 28, 2019",22.40%
"Aug. 27, 2019",21.60%
"Aug. 26, 2019",20.54%
"Aug. 23, 2019",21.95%
"Aug. 22, 2019",20.75%
"Aug. 21, 2019",19.78%
"Aug. 20, 2019",20.78%
"Aug. 19, 2019",22.71%
"Aug. 16, 2019",16.97%
"Aug. 15, 2019",16.84%
"Aug. 14, 2019",15.21%
"Aug. 13, 2019",14.30%
"Aug. 12, 2019",14.47%
"Aug. 9, 2019",13.37%
"Aug. 8, 2019",13.09%
"Aug. 7, 2019",13.34%
"Aug. 6, 2019",13.29%
"Aug. 5, 2019",13.50%
"Aug. 2, 2019",13.03%
