date,capex_ttm
"Dec. 31, 2019",6.313B
"Sept. 30, 2019",6.114B
"June 30, 2019",6.027B
"March 31, 2019",6.268B
"Dec. 31, 2018",6.514B
"Sept. 30, 2018",6.295B
"June 30, 2018",6.064B
"March 31, 2018",5.895B
"Dec. 31, 2017",5.641B
"Sept. 30, 2017",5.519B
"June 30, 2017",5.532B
"March 31, 2017",5.696B
"Dec. 31, 2016",5.709B
"Sept. 30, 2016",5.639B
"June 30, 2016",5.414B
"March 31, 2016",5.211B
"Dec. 31, 2015",5.173B
"Sept. 30, 2015",4.931B
"June 30, 2015",4.923B
"March 31, 2015",4.827B
"Dec. 31, 2014",4.833B
"Sept. 30, 2014",4.89B
"June 30, 2014",5.006B
"March 31, 2014",5.155B
"Dec. 31, 2013",5.207B
"Sept. 30, 2013",5.144B
"June 30, 2013",4.926B
"March 31, 2013",4.779B
"Dec. 31, 2012",4.624B
"Sept. 30, 2012",4.431B
"June 30, 2012",4.36B
"March 31, 2012",4.187B
"Dec. 31, 2011",4.038B
"Sept. 30, 2011",3.976B
"June 30, 2011",3.913B
"March 31, 2011",3.892B
"Dec. 31, 2010",3.802B
"Sept. 30, 2010",3.73B
"June 30, 2010",3.667B
"March 31, 2010",3.734B
"Dec. 31, 2009",3.958B
"Sept. 30, 2009",3.959B
"June 30, 2009",3.993B
"March 31, 2009",3.854B
"Dec. 31, 2008",3.628B
"Sept. 30, 2008",3.425B
"June 30, 2008",3.161B
"March 31, 2008",2.949B
"Dec. 31, 2007",2.769B
"Sept. 30, 2007",2.708B
"June 30, 2007",2.544B
"March 31, 2007",2.499B
"Dec. 31, 2006",2.402B
"Sept. 30, 2006",2.215B
"June 30, 2006",2.179B
"March 31, 2006",2.031B
"Dec. 31, 2005",1.804B
"Sept. 30, 2005",1.767B
"June 30, 2005",1.625B
"March 31, 2005",1.566B
"Dec. 31, 2004",1.559B
"Sept. 30, 2004",1.625B
"June 30, 2004",1.525B
"March 31, 2004",1.669B
"Dec. 31, 2003",1.698B
"Sept. 30, 2003",1.574B
"June 30, 2003",777.00M
"March 31, 2003",1.207B
"Dec. 31, 2002",1.547B
"Sept. 30, 2002",2.111B
"June 30, 2002",3.635B
"March 31, 2002",2.946B
"Dec. 31, 2001",2.773B
"Sept. 30, 2001",2.944B
"June 30, 2001",2.494B
"March 31, 2001",2.563B
"Dec. 31, 2000",2.346B
"Sept. 30, 2000",1.746B
"June 30, 2000",1.514B
"March 31, 2000",1.533B
"Dec. 31, 1999",1.584B
"Sept. 30, 1999",1.415B
"June 30, 1999",1.434B
"March 31, 1999",1.485B
"Dec. 31, 1998",1.619B
"Sept. 30, 1998",1.903B
"June 30, 1998",1.977B
"March 31, 1998",2.000B
"Dec. 31, 1997",1.822B
"Sept. 30, 1997",1.181B
"June 30, 1997",770.00M
"March 31, 1997",328.20M
"Dec. 31, 1996",
"Sept. 30, 1996",
"June 30, 1996",
"March 31, 1996",
"Dec. 31, 1995",231.70M
"Sept. 30, 1995",231.70M
"June 30, 1995",231.70M
"March 31, 1995",231.70M
