date,market_cap
"March 19, 2020",4.186B
"March 18, 2020",3.848B
"March 17, 2020",4.880B
"March 16, 2020",4.737B
"March 13, 2020",5.404B
"March 12, 2020",4.795B
"March 11, 2020",6.372B
"March 10, 2020",7.357B
"March 9, 2020",6.679B
"March 6, 2020",7.552B
"March 5, 2020",7.981B
"March 4, 2020",8.008B
"March 3, 2020",7.838B
"March 2, 2020",7.965B
"Feb. 28, 2020",8.203B
"Feb. 27, 2020",8.643B
"Feb. 26, 2020",8.849B
"Feb. 25, 2020",9.299B
"Feb. 24, 2020",9.130B
"Feb. 21, 2020",9.484B
"Feb. 20, 2020",9.447B
"Feb. 19, 2020",9.267B
"Feb. 18, 2020",8.516B
"Feb. 14, 2020",8.574B
"Feb. 13, 2020",8.870B
"Feb. 12, 2020",8.929B
"Feb. 11, 2020",9.474B
"Feb. 10, 2020",9.542B
"Feb. 7, 2020",9.183B
"Feb. 6, 2020",8.913B
"Feb. 5, 2020",8.939B
"Feb. 4, 2020",8.865B
"Feb. 3, 2020",9.140B
"Jan. 31, 2020",8.050B
"Jan. 30, 2020",7.891B
"Jan. 29, 2020",7.965B
"Jan. 28, 2020",7.912B
"Jan. 27, 2020",7.430B
"Jan. 24, 2020",7.552B
"Jan. 23, 2020",7.266B
"Jan. 22, 2020",6.637B
"Jan. 21, 2020",7.002B
"Jan. 17, 2020",6.922B
"Jan. 16, 2020",6.684B
"Jan. 15, 2020",6.748B
"Jan. 14, 2020",6.309B
"Jan. 13, 2020",5.859B
"Jan. 10, 2020",5.398B
"Jan. 9, 2020",5.430B
"Jan. 8, 2020",5.615B
"Jan. 7, 2020",5.599B
"Jan. 6, 2020",5.493B
"Jan. 3, 2020",5.594B
"Jan. 2, 2020",5.742B
"Dec. 31, 2019",5.753B
"Dec. 30, 2019",5.716B
"Dec. 27, 2019",5.525B
"Dec. 26, 2019",5.747B
"Dec. 24, 2019",5.795B
"Dec. 23, 2019",5.790B
"Dec. 20, 2019",5.816B
"Dec. 19, 2019",5.779B
"Dec. 18, 2019",5.986B
"Dec. 17, 2019",5.774B
"Dec. 16, 2019",5.118B
"Dec. 13, 2019",5.949B
"Dec. 12, 2019",6.203B
"Dec. 11, 2019",6.425B
"Dec. 10, 2019",6.520B
"Dec. 9, 2019",5.917B
"Dec. 6, 2019",5.107B
"Dec. 5, 2019",5.176B
"Dec. 4, 2019",5.012B
"Dec. 3, 2019",4.509B
"Dec. 2, 2019",4.160B
"Nov. 29, 2019",3.948B
"Nov. 27, 2019",3.996B
"Nov. 26, 2019",3.953B
"Nov. 25, 2019",3.916B
"Nov. 22, 2019",3.869B
"Nov. 21, 2019",3.710B
"Nov. 20, 2019",3.784B
"Nov. 19, 2019",3.620B
"Nov. 18, 2019",3.752B
"Nov. 15, 2019",3.927B
"Nov. 14, 2019",3.546B
"Nov. 13, 2019",3.662B
"Nov. 12, 2019",3.736B
"Nov. 11, 2019",3.313B
"Nov. 8, 2019",3.429B
"Nov. 7, 2019",3.186B
"Nov. 6, 2019",3.662B
"Nov. 5, 2019",4.234B
"Nov. 4, 2019",3.847B
"Nov. 1, 2019",3.403B
"Oct. 31, 2019",3.265B
"Oct. 30, 2019",3.249B
"Oct. 29, 2019",2.662B
"Oct. 28, 2019",2.011B
"Oct. 25, 2019",2.646B
"Oct. 24, 2019",3.810B
"Oct. 23, 2019",4.340B
"Oct. 22, 2019",4.287B
"Oct. 21, 2019",4.255B
"Oct. 18, 2019",4.107B
"Oct. 17, 2019",4.144B
"Oct. 16, 2019",4.170B
"Oct. 15, 2019",4.080B
"Oct. 14, 2019",4.059B
"Oct. 11, 2019",4.244B
"Oct. 10, 2019",4.123B
"Oct. 9, 2019",5.811B
"Oct. 8, 2019",5.769B
"Oct. 7, 2019",6.086B
"Oct. 4, 2019",5.753B
"Oct. 3, 2019",5.054B
"Oct. 2, 2019",4.742B
"Oct. 1, 2019",5.239B
"Sept. 30, 2019",5.292B
"Sept. 27, 2019",5.356B
"Sept. 26, 2019",5.663B
"Sept. 25, 2019",5.700B
"Sept. 24, 2019",5.784B
"Sept. 23, 2019",6.107B
"Sept. 20, 2019",6.144B
"Sept. 19, 2019",6.457B
"Sept. 18, 2019",6.218B
"Sept. 17, 2019",5.906B
"Sept. 16, 2019",5.827B
"Sept. 13, 2019",5.917B
"Sept. 12, 2019",5.345B
"Sept. 11, 2019",5.652B
"Sept. 10, 2019",5.769B
"Sept. 9, 2019",5.922B
"Sept. 6, 2019",5.393B
"Sept. 5, 2019",5.589B
"Sept. 4, 2019",5.657B
"Sept. 3, 2019",5.594B
"Aug. 30, 2019",5.530B
"Aug. 29, 2019",5.520B
"Aug. 28, 2019",5.726B
"Aug. 27, 2019",5.938B
"Aug. 26, 2019",6.245B
"Aug. 23, 2019",5.843B
"Aug. 22, 2019",6.181B
"Aug. 21, 2019",6.483B
"Aug. 20, 2019",6.171B
"Aug. 19, 2019",5.647B
"Aug. 16, 2019",7.557B
"Aug. 15, 2019",7.616B
"Aug. 14, 2019",8.431B
"Aug. 13, 2019",8.970B
"Aug. 12, 2019",8.864B
"Aug. 9, 2019",9.590B
"Aug. 8, 2019",9.796B
"Aug. 7, 2019",9.611B
"Aug. 6, 2019",9.648B
"Aug. 5, 2019",9.500B
"Aug. 2, 2019",9.844B
"Aug. 1, 2019",9.552B
"July 31, 2019",9.595B
"July 30, 2019",9.526B
"July 29, 2019",9.674B
"July 26, 2019",9.896B
"July 25, 2019",9.711B
"July 24, 2019",9.997B
"July 23, 2019",9.997B
"July 22, 2019",9.341B
"July 19, 2019",9.415B
"July 18, 2019",9.769B
"July 17, 2019",9.764B
"July 16, 2019",9.595B
"July 15, 2019",9.388B
"July 12, 2019",10.27B
"July 11, 2019",10.82B
"July 10, 2019",11.33B
"July 9, 2019",11.58B
