date,fulmer_h_score
"Sept. 30, 2018",1.043
"June 30, 2018",1.186
"March 31, 2018",2.516
"Dec. 31, 2017",2.554
"Sept. 30, 2017",2.757
"June 30, 2017",2.634
"March 31, 2017",2.526
"Dec. 31, 2016",2.196
"Sept. 30, 2016",1.756
"June 30, 2016",1.675
"March 31, 2016",1.865
"Dec. 31, 2015",1.890
"Sept. 30, 2015",2.016
"June 30, 2015",2.324
"March 31, 2015",2.232
"Dec. 31, 2014",2.416
"Sept. 30, 2014",2.394
"June 30, 2014",1.936
"March 31, 2014",2.001
"Dec. 31, 2013",1.992
"Sept. 30, 2013",1.964
"June 30, 2013",2.139
"March 31, 2013",2.102
"Dec. 31, 2012",2.136
"Sept. 30, 2012",2.266
"June 30, 2012",2.124
"March 31, 2012",2.198
"Dec. 31, 2011",2.199
"Sept. 30, 2011",2.326
"June 30, 2011",2.354
"March 31, 2011",2.276
"Dec. 31, 2010",2.292
"Sept. 30, 2010",2.265
"June 30, 2010",2.270
"March 31, 2010",2.251
"Dec. 31, 2009",2.300
"Sept. 30, 2009",2.621
"June 30, 2009",2.910
"March 31, 2009",2.924
"Dec. 31, 2008",2.961
"Sept. 30, 2008",2.831
"June 30, 2008",3.022
"March 31, 2008",3.386
