date,shareholders_equity
"Dec. 31, 2019",5.136B
"Sept. 30, 2019",8.739B
"June 30, 2019",10.34B
"March 31, 2019",12.88B
"Dec. 31, 2018",12.65B
"Sept. 30, 2018",19.44B
"June 30, 2018",18.81B
"March 31, 2018",19.73B
"Dec. 31, 2017",19.22B
"Sept. 30, 2017",19.03B
"June 30, 2017",18.64B
"March 31, 2017",18.35B
"Dec. 31, 2016",17.94B
"Sept. 30, 2016",17.35B
"June 30, 2016",16.75B
"March 31, 2016",16.61B
"Dec. 31, 2015",16.58B
"Sept. 30, 2015",16.57B
"June 30, 2015",16.02B
"March 31, 2015",15.70B
"Dec. 31, 2014",15.75B
"Sept. 30, 2014",15.78B
"June 30, 2014",15.03B
"March 31, 2014",14.68B
"Dec. 31, 2013",14.34B
"Sept. 30, 2013",14.01B
"June 30, 2013",13.87B
"March 31, 2013",13.57B
"Dec. 31, 2012",13.07B
"Sept. 30, 2012",13.13B
"June 30, 2012",12.80B
"March 31, 2012",12.56B
"Dec. 31, 2011",12.10B
"Sept. 30, 2011",11.96B
"June 30, 2011",11.79B
"March 31, 2011",11.41B
"Dec. 31, 2010",11.28B
"Sept. 30, 2010",11.02B
"June 30, 2010",10.87B
"March 31, 2010",10.37B
"Dec. 31, 2009",10.33B
"Sept. 30, 2009",10.16B
"June 30, 2009",9.946B
"March 31, 2009",9.61B
"Dec. 31, 2008",9.377B
"Sept. 30, 2008",9.139B
"June 30, 2008",8.897B
"March 31, 2008",8.693B
"Dec. 31, 2007",8.553B
"Sept. 30, 2007",8.398B
"June 30, 2007",8.196B
"March 31, 2007",7.977B
"Dec. 31, 2006",7.811B
"Sept. 30, 2006",7.76B
"June 30, 2006",7.464B
"March 31, 2006",7.609B
"Dec. 31, 2005",7.218B
"Sept. 30, 2005",8.235B
"June 30, 2005",8.064B
"March 31, 2005",7.821B
"Dec. 31, 2004",8.633B
"Sept. 30, 2004",7.988B
"June 30, 2004",7.728B
"March 31, 2004",7.313B
"Dec. 31, 2003",4.501B
"Sept. 30, 2003",4.067B
"June 30, 2003",3.497B
"March 31, 2003",3.288B
"Dec. 31, 2002",3.613B
"Sept. 30, 2002",5.642B
"June 30, 2002",5.203B
"March 31, 2002",4.905B
"Dec. 31, 2001",4.322B
"Sept. 30, 2001",3.701B
"June 30, 2001",2.867B
"March 31, 2001",1.906B
"Dec. 31, 2000",3.172B
"Sept. 30, 2000",8.174B
"June 30, 2000",8.018B
"March 31, 2000",7.867B
"Dec. 31, 1999",7.666B
"Sept. 30, 1999",8.55B
"June 30, 1999",8.495B
"March 31, 1999",8.407B
"Dec. 31, 1998",8.846B
"Sept. 30, 1998",8.739B
"June 30, 1998",8.697B
"March 31, 1998",8.633B
"Dec. 31, 1997",9.792B
"Sept. 30, 1997",9.849B
"June 30, 1997",9.077B
"March 31, 1997",9.249B
"Dec. 31, 1996",9.203B
"Dec. 31, 1995",9.439B
"March 31, 1995",9.550B
