date,zmijewski_score
"Dec. 31, 2019",1.405
"Sept. 30, 2019",1.368
"June 30, 2019",1.149
"March 31, 2019",0.8831
"Dec. 31, 2018",0.8275
"Sept. 30, 2018",-0.2309
"June 30, 2018",-0.2121
"March 31, 2018",-0.418
"Dec. 31, 2017",-0.3872
"Sept. 30, 2017",-0.3308
"June 30, 2017",-0.3226
"March 31, 2017",-0.3074
"Dec. 31, 2016",-0.2563
"Sept. 30, 2016",-0.2148
"June 30, 2016",-0.1721
"March 31, 2016",-0.2043
"Dec. 31, 2015",-0.2298
"Sept. 30, 2015",-0.26
"June 30, 2015",-0.2577
"March 31, 2015",-0.2466
"Dec. 31, 2014",-0.278
"Sept. 30, 2014",-0.3381
"June 30, 2014",-0.2362
"March 31, 2014",-0.2349
"Dec. 31, 2013",-0.2133
"Sept. 30, 2013",-0.1827
"June 30, 2013",-0.2107
"March 31, 2013",-0.2072
"Dec. 31, 2012",-0.1705
"Sept. 30, 2012",-0.2313
"June 30, 2012",-0.2033
"March 31, 2012",-0.1869
"Dec. 31, 2011",-0.1455
"Sept. 30, 2011",-0.2125
"June 30, 2011",-0.2053
"March 31, 2011",-0.1919
"Dec. 31, 2010",-0.1902
"Sept. 30, 2010",-0.1861
"June 30, 2010",-0.2079
"March 31, 2010",-0.1722
"Dec. 31, 2009",-0.1861
"Sept. 30, 2009",-0.2068
"June 30, 2009",-0.1904
"March 31, 2009",-0.1659
"Dec. 31, 2008",-0.1163
"Sept. 30, 2008",-0.113
"June 30, 2008",-0.0855
"March 31, 2008",-0.0946
"Dec. 31, 2007",-0.1074
"Sept. 30, 2007",-0.0981
"June 30, 2007",-0.1061
"March 31, 2007",-0.0912
"Dec. 31, 2006",-0.0589
"Sept. 30, 2006",-0.0537
"June 30, 2006",-0.0173
"March 31, 2006",-0.0421
"Dec. 31, 2005",0.0229
"Sept. 30, 2005",-0.2321
"June 30, 2005",-0.1893
"March 31, 2005",-0.1529
"Dec. 31, 2004",-0.6459
"Sept. 30, 2004",-0.4203
"June 30, 2004",-0.4292
"March 31, 2004",-0.1399
"Dec. 31, 2003",0.4461
"Sept. 30, 2003",0.7647
"June 30, 2003",1.008
"March 31, 2003",1.053
"Dec. 31, 2002",0.8368
"Sept. 30, 2002",0.1673
"June 30, 2002",0.2736
"March 31, 2002",0.1924
"Dec. 31, 2001",0.4803
"Sept. 30, 2001",1.188
"June 30, 2001",1.428
"March 31, 2001",1.614
"Dec. 31, 2000",1.275
"Sept. 30, 2000",-0.0447
"June 30, 2000",-0.1277
"March 31, 2000",-0.1902
"Dec. 31, 1999",-0.1216
"Sept. 30, 1999",-0.299
"June 30, 1999",-0.297
"March 31, 1999",-0.1616
"Dec. 31, 1998",-0.2707
"Sept. 30, 1998",-0.3155
"June 30, 1998",-0.4424
"March 31, 1998",-0.4318
"Dec. 31, 1997",-0.5551
"Sept. 30, 1997",-0.6875
"June 30, 1997",-0.7168
