date,f_score_ttm
"Dec. 31, 2019",7.00
"Sept. 30, 2019",2.00
"June 30, 2019",2.00
"March 31, 2019",4.00
"Dec. 31, 2018",1.00
"Sept. 30, 2018",4.00
"June 30, 2018",3.00
"March 31, 2018",2.00
"Dec. 31, 2017",4.00
"Sept. 30, 2017",6.00
"June 30, 2017",6.00
"March 31, 2017",7.00
"Dec. 31, 2016",6.00
"Sept. 30, 2016",6.00
"June 30, 2016",1.00
"March 31, 2016",6.00
"Dec. 31, 2015",3.00
"Sept. 30, 2015",2.00
"June 30, 2015",6.00
"March 31, 2015",3.00
"Dec. 31, 2014",8.00
"Sept. 30, 2014",8.00
"June 30, 2014",1.00
"March 31, 2014",4.00
"Dec. 31, 2013",5.00
"Sept. 30, 2013",3.00
"June 30, 2013",6.00
"March 31, 2013",3.00
"Dec. 31, 2012",4.00
"Sept. 30, 2012",5.00
"June 30, 2012",4.00
"March 31, 2012",5.00
"Dec. 31, 2011",2.00
"Sept. 30, 2011",5.00
"June 30, 2011",7.00
"March 31, 2011",4.00
"Dec. 31, 2010",2.00
"Sept. 30, 2010",4.00
"June 30, 2010",4.00
"March 31, 2010",4.00
"Dec. 31, 2009",3.00
"Sept. 30, 2009",4.00
"June 30, 2009",4.00
"March 31, 2009",4.00
"Dec. 31, 2008",7.00
"Sept. 30, 2008",5.00
"June 30, 2008",8.00
"March 31, 2008",4.00
"Dec. 31, 2007",7.00
"Sept. 30, 2007",3.00
"June 30, 2007",6.00
"March 31, 2007",8.00
"Dec. 31, 2006",4.00
"Sept. 30, 2006",7.00
"June 30, 2006",3.00
"March 31, 2006",4.00
"Dec. 31, 2005",
"Sept. 30, 2005",
"June 30, 2005",
"March 31, 2005",
"Dec. 31, 2004",
"Sept. 30, 2004",2.00
"June 30, 2004",3.00
"March 31, 2004",3.00
"Dec. 31, 2003",5.00
"Sept. 30, 2003",6.00
"June 30, 2003",5.00
"March 31, 2003",0.00
"Dec. 31, 2002",3.00
"Sept. 30, 2002",2.00
"June 30, 2002",4.00
"March 31, 2002",5.00
"Dec. 31, 2001",6.00
"Sept. 30, 2001",7.00
"June 30, 2001",5.00
"March 31, 2001",4.00
"Dec. 31, 2000",2.00
"Sept. 30, 2000",6.00
"June 30, 2000",6.00
"March 31, 2000",7.00
"Dec. 31, 1999",3.00
"Sept. 30, 1999",5.00
