date,pe_10
"March 19, 2020",99.18
"March 18, 2020",91.16
"March 17, 2020",115.61
"March 16, 2020",112.23
"March 13, 2020",128.03
"March 12, 2020",113.60
"March 11, 2020",150.97
"March 10, 2020",174.29
"March 9, 2020",158.24
"March 6, 2020",178.93
"March 5, 2020",189.09
"March 4, 2020",189.72
"March 3, 2020",185.71
"March 2, 2020",188.71
"Feb. 28, 2020",194.36
"Feb. 27, 2020",204.76
"Feb. 26, 2020",209.66
"Feb. 25, 2020",220.31
"Feb. 24, 2020",216.30
"Feb. 21, 2020",224.70
"Feb. 20, 2020",223.82
"Feb. 19, 2020",219.56
"Feb. 18, 2020",201.76
"Feb. 14, 2020",203.13
"Feb. 13, 2020",210.16
"Feb. 12, 2020",211.54
"Feb. 11, 2020",224.45
"Feb. 10, 2020",226.08
"Feb. 7, 2020",217.55
"Feb. 6, 2020",211.16
"Feb. 5, 2020",211.79
"Feb. 4, 2020",210.03
"Feb. 3, 2020",216.55
"Jan. 31, 2020",190.72
"Jan. 30, 2020",186.96
"Jan. 29, 2020",188.71
"Jan. 28, 2020",187.46
"Jan. 27, 2020",176.05
"Jan. 24, 2020",178.93
"Jan. 23, 2020",172.16
"Jan. 22, 2020",157.24
"Jan. 21, 2020",165.89
"Jan. 17, 2020",164.01
"Jan. 16, 2020",158.37
"Jan. 15, 2020",159.87
"Jan. 14, 2020",149.47
"Jan. 13, 2020",138.81
"Jan. 10, 2020",127.90
"Jan. 9, 2020",128.65
"Jan. 8, 2020",133.04
"Jan. 7, 2020",132.66
"Jan. 6, 2020",130.16
"Jan. 3, 2020",132.54
"Jan. 2, 2020",136.05
"Dec. 31, 2019",136.30
"Dec. 30, 2019",20.68
"Dec. 27, 2019",19.99
"Dec. 26, 2019",20.79
"Dec. 24, 2019",20.97
"Dec. 23, 2019",20.95
"Dec. 20, 2019",21.04
"Dec. 19, 2019",20.91
"Dec. 18, 2019",21.66
"Dec. 17, 2019",20.89
"Dec. 16, 2019",18.52
"Dec. 13, 2019",21.52
"Dec. 12, 2019",22.44
"Dec. 11, 2019",23.25
"Dec. 10, 2019",23.59
"Dec. 9, 2019",21.41
"Dec. 6, 2019",18.48
"Dec. 5, 2019",18.73
"Dec. 4, 2019",18.13
"Dec. 3, 2019",16.31
"Dec. 2, 2019",15.05
"Nov. 29, 2019",14.28
"Nov. 27, 2019",14.46
"Nov. 26, 2019",14.30
"Nov. 25, 2019",14.17
"Nov. 22, 2019",14.00
"Nov. 21, 2019",13.42
"Nov. 20, 2019",13.69
"Nov. 19, 2019",13.10
"Nov. 18, 2019",13.58
"Nov. 15, 2019",14.21
"Nov. 14, 2019",12.83
"Nov. 13, 2019",13.25
"Nov. 12, 2019",13.52
"Nov. 11, 2019",11.99
"Nov. 8, 2019",12.41
"Nov. 7, 2019",11.53
"Nov. 6, 2019",13.25
"Nov. 5, 2019",15.32
"Nov. 4, 2019",13.92
"Nov. 1, 2019",12.31
"Oct. 31, 2019",11.81
"Oct. 30, 2019",11.76
"Oct. 29, 2019",9.631
"Oct. 28, 2019",7.276
"Oct. 25, 2019",9.574
"Oct. 24, 2019",13.79
"Oct. 23, 2019",15.70
"Oct. 22, 2019",15.51
"Oct. 21, 2019",15.39
"Oct. 18, 2019",14.86
"Oct. 17, 2019",14.99
"Oct. 16, 2019",15.09
"Oct. 15, 2019",14.76
"Oct. 14, 2019",14.69
"Oct. 11, 2019",15.36
"Oct. 10, 2019",14.92
"Oct. 9, 2019",21.02
"Oct. 8, 2019",20.87
"Oct. 7, 2019",22.02
"Oct. 4, 2019",20.81
"Oct. 3, 2019",18.29
"Oct. 2, 2019",17.16
"Oct. 1, 2019",18.96
"Sept. 30, 2019",19.15
