date,times_interest_earned
"Dec. 31, 2019",-11.86
"Sept. 30, 2019",-41.68
"June 30, 2019",-21.98
"March 31, 2019",-13.50
"Dec. 31, 2018",-10.79
"Sept. 30, 2018",0.7381
"June 30, 2018",0.8838
"March 31, 2018",3.356
"Dec. 31, 2017",3.569
"Sept. 30, 2017",4.356
"June 30, 2017",4.085
"March 31, 2017",3.745
"Dec. 31, 2016",2.842
"Sept. 30, 2016",1.817
"June 30, 2016",1.714
"March 31, 2016",2.103
"Dec. 31, 2015",2.139
"Sept. 30, 2015",2.342
"June 30, 2015",3.131
"March 31, 2015",2.945
"Dec. 31, 2014",3.488
"Sept. 30, 2014",3.431
"June 30, 2014",2.326
"March 31, 2014",2.50
"Dec. 31, 2013",2.565
"Sept. 30, 2013",2.321
"June 30, 2013",2.787
"March 31, 2013",2.565
"Dec. 31, 2012",2.543
"Sept. 30, 2012",2.891
"June 30, 2012",2.590
"March 31, 2012",2.907
"Dec. 31, 2011",2.883
"Sept. 30, 2011",3.097
"June 30, 2011",3.299
"March 31, 2011",3.265
"Dec. 31, 2010",3.473
"Sept. 30, 2010",3.559
"June 30, 2010",3.653
"March 31, 2010",3.713
"Dec. 31, 2009",3.570
"Sept. 30, 2009",4.943
"June 30, 2009",7.534
"March 31, 2009",7.518
"Dec. 31, 2008",7.732
"Sept. 30, 2008",7.137
"June 30, 2008",6.955
"March 31, 2008",13.11
