date,sales_est_0y
"March 18, 2020",17.95B
"March 13, 2020",17.95B
"March 12, 2020",17.95B
"March 10, 2020",17.95B
"March 3, 2020",17.85B
"Feb. 11, 2020",18.07B
"Feb. 10, 2020",18.07B
"Feb. 8, 2020",17.98B
"Feb. 3, 2020",17.99B
"Jan. 28, 2020",17.99B
"Jan. 27, 2020",18.02B
"Jan. 25, 2020",17.98B
"Jan. 24, 2020",18.04B
"Jan. 21, 2020",17.91B
"Jan. 15, 2020",17.91B
"Jan. 10, 2020",17.95B
"Jan. 9, 2020",17.90B
"Jan. 8, 2020",17.90B
"Dec. 31, 2019",17.28B
"Dec. 24, 2019",17.41B
"Dec. 23, 2019",17.36B
"Nov. 25, 2019",17.36B
"Nov. 10, 2019",17.29B
"Nov. 8, 2019",17.32B
"Nov. 6, 2019",17.33B
"Oct. 17, 2019",17.42B
"Oct. 8, 2019",17.48B
"Oct. 1, 2019",17.78B
"Sept. 13, 2019",17.78B
"Aug. 16, 2019",17.81B
"Aug. 14, 2019",18.11B
"Aug. 13, 2019",17.47B
"Aug. 12, 2019",17.47B
"July 17, 2019",17.47B
"July 16, 2019",17.47B
"July 12, 2019",17.49B
"July 9, 2019",17.47B
"June 20, 2019",17.39B
"June 19, 2019",17.36B
"June 17, 2019",17.41B
"June 7, 2019",17.48B
"June 6, 2019",17.62B
"May 21, 2019",18.03B
"May 4, 2019",18.03B
"May 3, 2019",17.61B
"April 23, 2019",17.66B
"April 18, 2019",17.70B
"April 15, 2019",17.71B
"April 8, 2019",17.71B
"April 2, 2019",17.75B
"March 11, 2019",17.77B
"March 7, 2019",17.73B
"March 6, 2019",17.77B
"March 5, 2019",17.95B
"March 4, 2019",17.95B
"March 1, 2019",17.95B
"Feb. 26, 2019",17.83B
"Feb. 20, 2019",17.83B
"Feb. 15, 2019",17.83B
"Feb. 4, 2019",17.87B
"Jan. 29, 2019",17.87B
"Jan. 25, 2019",17.88B
"Jan. 22, 2019",17.88B
"Jan. 15, 2019",17.87B
"Jan. 14, 2019",17.81B
"Jan. 11, 2019",17.86B
"Jan. 7, 2019",17.87B
"Jan. 4, 2019",17.93B
"Dec. 31, 2018",17.22B
"Dec. 14, 2018",17.19B
"Nov. 16, 2018",17.21B
"Nov. 15, 2018",17.27B
"Nov. 13, 2018",17.27B
"Nov. 7, 2018",17.16B
"Nov. 6, 2018",17.17B
"Oct. 18, 2018",17.38B
"Oct. 9, 2018",17.38B
"Sept. 17, 2018",17.38B
"Sept. 11, 2018",17.42B
"Sept. 6, 2018",17.43B
"Sept. 4, 2018",17.42B
"Aug. 29, 2018",17.45B
"Aug. 7, 2018",17.45B
"Aug. 1, 2018",17.45B
"July 31, 2018",17.48B
"July 27, 2018",17.48B
"July 23, 2018",17.50B
"July 20, 2018",17.54B
"July 13, 2018",17.54B
"July 11, 2018",17.55B
"June 22, 2018",17.55B
"June 21, 2018",17.55B
"June 11, 2018",17.55B
"June 1, 2018",17.55B
"May 29, 2018",17.55B
"May 28, 2018",17.55B
"May 21, 2018",17.55B
"May 18, 2018",17.55B
"May 17, 2018",17.55B
"May 15, 2018",17.55B
"May 10, 2018",17.55B
"May 9, 2018",17.55B
"May 4, 2018",17.57B
"May 3, 2018",17.58B
"April 23, 2018",17.66B
"April 19, 2018",17.65B
"April 13, 2018",17.80B
"April 10, 2018",17.86B
"March 27, 2018",17.86B
"Feb. 26, 2018",17.95B
"Feb. 21, 2018",18.00B
"Feb. 12, 2018",18.02B
"Feb. 9, 2018",17.96B
"Feb. 7, 2018",18.12B
"Feb. 1, 2018",18.12B
"Jan. 24, 2018",18.11B
"Jan. 19, 2018",18.11B
"Jan. 18, 2018",18.11B
"Jan. 17, 2018",18.12B
"Jan. 2, 2018",18.17B
