date,asset_utilization
"Dec. 31, 2019",0.2066
"Sept. 30, 2019",0.2055
"June 30, 2019",0.2133
"March 31, 2019",0.2267
"Dec. 31, 2018",0.2364
"Sept. 30, 2018",0.2403
"June 30, 2018",0.2432
"March 31, 2018",0.2439
"Dec. 31, 2017",0.2466
"Sept. 30, 2017",0.2565
"June 30, 2017",0.2651
"March 31, 2017",0.2681
"Dec. 31, 2016",0.2685
"Sept. 30, 2016",0.2655
"June 30, 2016",0.2656
"March 31, 2016",0.2709
"Dec. 31, 2015",0.2737
"Sept. 30, 2015",0.2809
"June 30, 2015",0.2921
"March 31, 2015",0.2932
"Dec. 31, 2014",0.2981
"Sept. 30, 2014",0.2974
"June 30, 2014",0.2875
"March 31, 2014",0.2884
"Dec. 31, 2013",0.2882
"Sept. 30, 2013",0.2906
"June 30, 2013",0.2924
"March 31, 2013",0.2936
"Dec. 31, 2012",0.2968
"Sept. 30, 2012",0.3024
"June 30, 2012",0.3044
"March 31, 2012",0.3112
"Dec. 31, 2011",0.3157
"Sept. 30, 2011",0.3176
"June 30, 2011",0.3146
"March 31, 2011",0.3099
"Dec. 31, 2010",0.3118
"Sept. 30, 2010",0.3148
"June 30, 2010",0.3129
"March 31, 2010",0.3162
"Dec. 31, 2009",0.3192
"Sept. 30, 2009",0.328
"June 30, 2009",0.3453
"March 31, 2009",0.3634
"Dec. 31, 2008",0.3801
"Sept. 30, 2008",0.3837
"June 30, 2008",0.3802
"March 31, 2008",0.3774
"Dec. 31, 2007",0.3724
"Sept. 30, 2007",0.3703
"June 30, 2007",0.3715
"March 31, 2007",0.3695
"Dec. 31, 2006",0.365
"Sept. 30, 2006",0.3818
"June 30, 2006",0.372
"March 31, 2006",0.3559
"Dec. 31, 2005",0.341
"Sept. 30, 2005",0.3166
"June 30, 2005",0.3098
"March 31, 2005",0.3035
"Dec. 31, 2004",0.3123
"Sept. 30, 2004",0.31
"June 30, 2004",0.3245
"March 31, 2004",0.3293
"Dec. 31, 2003",0.3295
"Sept. 30, 2003",0.3144
"June 30, 2003",0.2951
"March 31, 2003",0.2924
"Dec. 31, 2002",0.3138
"Sept. 30, 2002",0.2616
"June 30, 2002",0.2851
"March 31, 2002",0.3469
"Dec. 31, 2001",0.4532
"Sept. 30, 2001",0.2821
"June 30, 2001",0.3964
"March 31, 2001",0.4301
"Dec. 31, 2000",0.3929
"Sept. 30, 2000",0.7388
"June 30, 2000",0.7086
"March 31, 2000",0.6648
"Dec. 31, 1999",0.6517
"Sept. 30, 1999",0.6534
"June 30, 1999",0.6339
"March 31, 1999",0.6456
"Dec. 31, 1998",0.6331
"Sept. 30, 1998",0.6363
"June 30, 1998",0.6153
"March 31, 1998",0.5672
"Dec. 31, 1997",0.5445
"Sept. 30, 1997",0.485
"June 30, 1997",0.4401
