date,three_year_return
"Nov. 20, 2019",-87.75%
"Nov. 19, 2019",-88.28%
"Nov. 18, 2019",-87.86%
"Nov. 15, 2019",-87.44%
"Nov. 14, 2019",-88.48%
"Nov. 13, 2019",-88.17%
"Nov. 12, 2019",-87.93%
"Nov. 11, 2019",-89.30%
"Nov. 8, 2019",-89.55%
"Nov. 7, 2019",-90.15%
"Nov. 6, 2019",-88.43%
"Nov. 5, 2019",-86.63%
"Nov. 4, 2019",-87.85%
"Nov. 1, 2019",-89.50%
"Oct. 31, 2019",-90.07%
"Oct. 30, 2019",-89.93%
"Oct. 29, 2019",-91.75%
"Oct. 28, 2019",-93.77%
"Oct. 25, 2019",-91.78%
"Oct. 24, 2019",-88.10%
"Oct. 23, 2019",-86.40%
"Oct. 22, 2019",-86.57%
"Oct. 21, 2019",-86.67%
"Oct. 18, 2019",-87.26%
"Oct. 17, 2019",-87.04%
"Oct. 16, 2019",-86.82%
"Oct. 15, 2019",-87.11%
"Oct. 14, 2019",-87.17%
"Oct. 11, 2019",-86.37%
"Oct. 10, 2019",-86.90%
"Oct. 9, 2019",-81.49%
"Oct. 8, 2019",-81.63%
"Oct. 7, 2019",-80.61%
"Oct. 4, 2019",-81.52%
"Oct. 3, 2019",-84.13%
"Oct. 2, 2019",-85.35%
"Oct. 1, 2019",-83.82%
"Sept. 30, 2019",-83.65%
"Sept. 27, 2019",-83.90%
"Sept. 26, 2019",-83.26%
"Sept. 25, 2019",-83.22%
"Sept. 24, 2019",-82.98%
"Sept. 23, 2019",-82.02%
"Sept. 20, 2019",-81.44%
"Sept. 19, 2019",-80.53%
"Sept. 18, 2019",-81.18%
"Sept. 17, 2019",-82.12%
"Sept. 16, 2019",-82.36%
"Sept. 13, 2019",-81.62%
"Sept. 12, 2019",-83.59%
"Sept. 11, 2019",-82.44%
"Sept. 10, 2019",-82.08%
"Sept. 9, 2019",-81.60%
"Sept. 6, 2019",-83.82%
"Sept. 5, 2019",-83.06%
"Sept. 4, 2019",-82.85%
"Sept. 3, 2019",-83.05%
"Aug. 30, 2019",-83.11%
"Aug. 29, 2019",-83.27%
"Aug. 28, 2019",-82.58%
"Aug. 27, 2019",-81.93%
"Aug. 26, 2019",-81.00%
"Aug. 23, 2019",-82.71%
"Aug. 22, 2019",-81.94%
"Aug. 21, 2019",-81.09%
"Aug. 20, 2019",-82.00%
"Aug. 19, 2019",-83.53%
"Aug. 16, 2019",-77.20%
"Aug. 15, 2019",-77.32%
"Aug. 14, 2019",-75.16%
"Aug. 13, 2019",-73.57%
"Aug. 12, 2019",-73.88%
"Aug. 9, 2019",-71.45%
"Aug. 8, 2019",-70.86%
"Aug. 7, 2019",-71.58%
"Aug. 6, 2019",-71.47%
"Aug. 5, 2019",-71.91%
"Aug. 2, 2019",-71.09%
"Aug. 1, 2019",-71.86%
"July 31, 2019",-71.65%
"July 30, 2019",-71.85%
"July 29, 2019",-71.41%
"July 26, 2019",-70.85%
"July 25, 2019",-71.74%
"July 24, 2019",-70.95%
"July 23, 2019",-70.95%
"July 22, 2019",-72.85%
"July 19, 2019",-72.38%
"July 18, 2019",-71.39%
"July 17, 2019",-71.45%
"July 16, 2019",-71.94%
"July 15, 2019",-72.55%
"July 12, 2019",-69.54%
"July 11, 2019",-68.41%
"July 10, 2019",-66.99%
"July 9, 2019",-66.23%
"July 8, 2019",-66.48%
"July 5, 2019",-66.42%
"July 3, 2019",-65.06%
"July 2, 2019",-65.02%
"July 1, 2019",-63.53%
"June 28, 2019",-63.27%
"June 27, 2019",-62.09%
"June 26, 2019",-65.34%
"June 25, 2019",-65.53%
"June 24, 2019",-65.42%
"June 21, 2019",-63.34%
"June 20, 2019",-62.33%
"June 19, 2019",-67.42%
"June 18, 2019",-69.63%
"June 17, 2019",-70.04%
"June 14, 2019",-70.66%
"June 13, 2019",-70.78%
"June 12, 2019",-71.06%
"June 11, 2019",-69.69%
"June 10, 2019",-68.63%
"June 7, 2019",-66.81%
"June 6, 2019",-65.79%
"June 5, 2019",-66.29%
"June 4, 2019",-69.55%
"June 3, 2019",-70.93%
"May 31, 2019",-71.54%
"May 30, 2019",-70.13%
"May 29, 2019",-71.22%
"May 28, 2019",-70.21%
"May 24, 2019",-67.83%
"May 23, 2019",-67.04%
"May 22, 2019",-67.03%
"May 21, 2019",-67.99%
"May 20, 2019",-69.32%
"May 17, 2019",-70.48%
"May 16, 2019",-69.26%
"May 15, 2019",-69.48%
"May 14, 2019",-68.97%
"May 13, 2019",-69.19%
"May 10, 2019",-68.61%
"May 9, 2019",-67.27%
"May 8, 2019",-65.66%
"May 7, 2019",-64.41%
"May 6, 2019",-63.83%
"May 3, 2019",-63.58%
"May 2, 2019",-64.27%
"May 1, 2019",-62.71%
"April 30, 2019",-61.31%
"April 29, 2019",-59.76%
"April 26, 2019",-58.93%
"April 25, 2019",-59.56%
"April 24, 2019",-59.76%
"April 23, 2019",-62.22%
"April 22, 2019",-62.45%
"April 18, 2019",-64.74%
"April 17, 2019",-63.14%
"April 16, 2019",-62.45%
"April 15, 2019",-59.99%
"April 12, 2019",-61.02%
"April 11, 2019",-67.52%
"April 10, 2019",-68.18%
"April 9, 2019",-68.26%
"April 8, 2019",-66.81%
"April 5, 2019",-66.74%
"April 4, 2019",-68.31%
"April 3, 2019",-69.13%
"April 2, 2019",-70.48%
"April 1, 2019",-69.90%
"March 29, 2019",-69.93%
"March 28, 2019",-70.52%
"March 27, 2019",-69.96%
"March 26, 2019",-69.50%
"March 25, 2019",-69.06%
"March 22, 2019",-66.84%
"March 21, 2019",-67.48%
"March 20, 2019",-67.52%
"March 19, 2019",-67.53%
"March 18, 2019",-66.92%
"March 15, 2019",-65.81%
"March 14, 2019",-66.09%
"March 13, 2019",-66.05%
"March 12, 2019",-66.47%
"March 11, 2019",-66.19%
"March 8, 2019",-65.95%
"March 7, 2019",-66.23%
"March 6, 2019",-67.50%
"March 5, 2019",-67.59%
"March 4, 2019",-68.05%
"March 1, 2019",-68.14%
"Feb. 28, 2019",-69.82%
"Feb. 27, 2019",-68.46%
"Feb. 26, 2019",-67.18%
"Feb. 25, 2019",-68.03%
"Feb. 22, 2019",-66.77%
"Feb. 21, 2019",-65.29%
"Feb. 20, 2019",-67.42%
"Feb. 19, 2019",-68.26%
"Feb. 15, 2019",-71.96%
"Feb. 14, 2019",-71.98%
"Feb. 13, 2019",-72.45%
"Feb. 12, 2019",-72.05%
"Feb. 11, 2019",-74.02%
"Feb. 8, 2019",-74.78%
"Feb. 7, 2019",-75.00%
"Feb. 6, 2019",-75.69%
"Feb. 5, 2019",-74.96%
"Feb. 4, 2019",-76.41%
"Feb. 1, 2019",-76.42%
"Jan. 31, 2019",-76.32%
"Jan. 30, 2019",-75.10%
"Jan. 29, 2019",-74.52%
"Jan. 28, 2019",-77.66%
"Jan. 25, 2019",-77.19%
"Jan. 24, 2019",-73.36%
"Jan. 23, 2019",-84.74%
"Jan. 22, 2019",-85.29%
"Jan. 18, 2019",-86.22%
"Jan. 17, 2019",-87.88%
"Jan. 16, 2019",-86.60%
"Jan. 15, 2019",-86.83%
"Jan. 14, 2019",-84.31%
"Jan. 11, 2019",-66.32%
"Jan. 10, 2019",-65.89%
"Jan. 9, 2019",-65.75%
"Jan. 8, 2019",-66.27%
"Jan. 7, 2019",-63.88%
"Jan. 4, 2019",-53.91%
"Jan. 3, 2019",-54.97%
"Jan. 2, 2019",-55.25%
"Dec. 31, 2018",-55.35%
"Dec. 28, 2018",-55.74%
"Dec. 27, 2018",-56.25%
"Dec. 26, 2018",-56.75%
"Dec. 24, 2018",-57.08%
"Dec. 21, 2018",-57.12%
"Dec. 20, 2018",-55.09%
"Dec. 19, 2018",-55.28%
"Dec. 18, 2018",-56.66%
"Dec. 17, 2018",-54.61%
"Dec. 14, 2018",-50.25%
"Dec. 13, 2018",-48.73%
"Dec. 12, 2018",-48.97%
"Dec. 11, 2018",-49.60%
"Dec. 10, 2018",-49.87%
"Dec. 7, 2018",-51.47%
"Dec. 6, 2018",-51.00%
"Dec. 4, 2018",-49.64%
"Dec. 3, 2018",-47.67%
"Nov. 30, 2018",-49.97%
"Nov. 29, 2018",-49.29%
"Nov. 28, 2018",-47.96%
"Nov. 27, 2018",-48.89%
"Nov. 26, 2018",-52.02%
"Nov. 23, 2018",-54.79%
"Nov. 21, 2018",-54.65%
"Nov. 20, 2018",-56.12%
"Nov. 19, 2018",-56.27%
"Nov. 16, 2018",-54.34%
"Nov. 15, 2018",-66.05%
"Nov. 14, 2018",-51.03%
"Nov. 13, 2018",-37.39%
"Nov. 12, 2018",-37.53%
"Nov. 9, 2018",-23.96%
"Nov. 8, 2018",-7.95%
"Nov. 7, 2018",-6.03%
"Nov. 6, 2018",-6.45%
"Nov. 5, 2018",-9.33%
"Nov. 2, 2018",-11.41%
"Nov. 1, 2018",-11.65%
"Oct. 31, 2018",-12.34%
"Oct. 30, 2018",-12.12%
"Oct. 29, 2018",-10.64%
"Oct. 26, 2018",-13.94%
"Oct. 25, 2018",-11.67%
"Oct. 24, 2018",-11.92%
"Oct. 23, 2018",-11.82%
"Oct. 22, 2018",-12.33%
"Oct. 19, 2018",-10.02%
"Oct. 18, 2018",-10.72%
"Oct. 17, 2018",-9.38%
"Oct. 16, 2018",-9.70%
"Oct. 15, 2018",-11.49%
"Oct. 12, 2018",-10.81%
"Oct. 11, 2018",-11.20%
"Oct. 10, 2018",-9.24%
"Oct. 9, 2018",-7.52%
"Oct. 8, 2018",-9.74%
"Oct. 5, 2018",-10.31%
"Oct. 4, 2018",-11.34%
"Oct. 3, 2018",-10.94%
"Oct. 2, 2018",-10.53%
"Oct. 1, 2018",-12.76%
"Sept. 28, 2018",-11.54%
"Sept. 27, 2018",-14.46%
"Sept. 26, 2018",-14.66%
"Sept. 25, 2018",-13.38%
"Sept. 24, 2018",-11.75%
"Sept. 21, 2018",-8.58%
"Sept. 20, 2018",-7.14%
"Sept. 19, 2018",-7.56%
"Sept. 18, 2018",-6.59%
"Sept. 17, 2018",-6.53%
"Sept. 14, 2018",-3.13%
"Sept. 13, 2018",-3.96%
"Sept. 12, 2018",-5.22%
"Sept. 11, 2018",-4.44%
"Sept. 10, 2018",-3.04%
"Sept. 7, 2018",-3.82%
"Sept. 6, 2018",-4.35%
"Sept. 5, 2018",-1.26%
"Sept. 4, 2018",-1.24%
"Aug. 31, 2018",-6.86%
"Aug. 30, 2018",-6.74%
"Aug. 29, 2018",-6.98%
"Aug. 28, 2018",-9.42%
"Aug. 27, 2018",-13.37%
"Aug. 24, 2018",-15.08%
"Aug. 23, 2018",-17.18%
"Aug. 22, 2018",-15.98%
"Aug. 21, 2018",-15.79%
"Aug. 20, 2018",-16.89%
"Aug. 17, 2018",-16.62%
"Aug. 16, 2018",-17.18%
"Aug. 15, 2018",-19.62%
"Aug. 14, 2018",-20.78%
"Aug. 13, 2018",-19.81%
"Aug. 10, 2018",-18.32%
"Aug. 9, 2018",-17.00%
"Aug. 8, 2018",-16.64%
"Aug. 7, 2018",-17.45%
"Aug. 6, 2018",-14.53%
"Aug. 3, 2018",-18.39%
"Aug. 2, 2018",-19.42%
"Aug. 1, 2018",-19.04%
"July 31, 2018",-17.96%
"July 30, 2018",-17.17%
"July 27, 2018",-16.11%
"July 26, 2018",-11.22%
"July 25, 2018",-14.62%
"July 24, 2018",-15.61%
"July 23, 2018",-17.48%
"July 20, 2018",-19.05%
"July 19, 2018",-17.67%
"July 18, 2018",-17.90%
"July 17, 2018",-17.07%
"July 16, 2018",-17.66%
"July 13, 2018",-15.52%
"July 12, 2018",-14.59%
"July 11, 2018",-14.61%
"July 10, 2018",-14.48%
"July 9, 2018",-11.07%
"July 6, 2018",-9.99%
"July 5, 2018",-11.27%
"July 3, 2018",-11.69%
"July 2, 2018",-12.15%
"June 29, 2018",-13.72%
"June 28, 2018",-14.06%
"June 27, 2018",-14.55%
"June 26, 2018",-14.25%
"June 25, 2018",-14.74%
"June 22, 2018",-16.09%
"June 21, 2018",-20.65%
"June 20, 2018",-21.69%
"June 19, 2018",-21.91%
"June 18, 2018",-23.02%
"June 15, 2018",-19.29%
"June 14, 2018",-20.60%
"June 13, 2018",-21.62%
"June 12, 2018",-21.80%
"June 11, 2018",-21.45%
"June 8, 2018",-18.39%
"June 7, 2018",-18.87%
"June 6, 2018",-19.88%
"June 5, 2018",-18.26%
"June 4, 2018",-19.00%
"June 1, 2018",-21.23%
"May 31, 2018",-18.96%
"May 30, 2018",-19.41%
"May 29, 2018",-20.82%
"May 25, 2018",-15.27%
"May 24, 2018",-16.85%
"May 23, 2018",-16.81%
"May 22, 2018",-17.23%
"May 21, 2018",-18.70%
"May 18, 2018",-18.55%
"May 17, 2018",-18.82%
"May 16, 2018",-18.13%
"May 15, 2018",-17.42%
"May 14, 2018",-15.94%
"May 11, 2018",-16.79%
"May 10, 2018",-17.21%
"May 9, 2018",-18.72%
"May 8, 2018",-18.38%
"May 7, 2018",-13.81%
"May 4, 2018",-16.38%
"May 3, 2018",-17.05%
"May 2, 2018",-14.25%
"May 1, 2018",-13.50%
"April 30, 2018",-12.89%
"April 27, 2018",-10.10%
"April 26, 2018",-12.23%
"April 25, 2018",-12.14%
"April 24, 2018",-12.21%
"April 23, 2018",-12.68%
"April 20, 2018",-13.03%
"April 19, 2018",-11.19%
"April 18, 2018",-11.29%
"April 17, 2018",-10.62%
"April 16, 2018",-12.19%
"April 13, 2018",-13.39%
"April 12, 2018",-15.86%
"April 11, 2018",-15.54%
"April 10, 2018",-16.76%
"April 9, 2018",-15.82%
"April 6, 2018",-18.98%
"April 5, 2018",-17.84%
"April 4, 2018",-18.90%
"April 3, 2018",-18.49%
"April 2, 2018",-19.15%
"March 29, 2018",-15.54%
"March 28, 2018",-16.86%
"March 27, 2018",-15.52%
"March 26, 2018",-18.14%
"March 23, 2018",-20.94%
"March 22, 2018",-18.22%
"March 21, 2018",-20.39%
"March 20, 2018",-19.48%
"March 19, 2018",-17.03%
"March 16, 2018",-15.82%
"March 15, 2018",-14.73%
"March 14, 2018",-14.73%
"March 13, 2018",-12.93%
"March 12, 2018",-19.06%
"March 9, 2018",-19.28%
"March 8, 2018",-20.06%
"March 7, 2018",-21.23%
"March 6, 2018",-18.74%
"March 5, 2018",-22.07%
"March 2, 2018",-23.75%
"March 1, 2018",-23.21%
"Feb. 28, 2018",-23.52%
"Feb. 27, 2018",-25.13%
"Feb. 26, 2018",-23.85%
"Feb. 23, 2018",-25.55%
"Feb. 22, 2018",-27.08%
"Feb. 21, 2018",-27.63%
"Feb. 20, 2018",-27.23%
"Feb. 16, 2018",-25.27%
"Feb. 15, 2018",-26.08%
"Feb. 14, 2018",-27.71%
"Feb. 13, 2018",-26.32%
"Feb. 12, 2018",-28.73%
"Feb. 9, 2018",-30.84%
"Feb. 8, 2018",-31.79%
"Feb. 7, 2018",-29.58%
"Feb. 6, 2018",-28.90%
"Feb. 5, 2018",-30.59%
"Feb. 2, 2018",-29.32%
"Feb. 1, 2018",-27.61%
"Jan. 31, 2018",-27.85%
"Jan. 30, 2018",-28.62%
"Jan. 29, 2018",-28.55%
"Jan. 26, 2018",-26.70%
"Jan. 25, 2018",-26.13%
"Jan. 24, 2018",-25.80%
"Jan. 23, 2018",-25.53%
"Jan. 22, 2018",-24.50%
"Jan. 19, 2018",-23.68%
"Jan. 18, 2018",-23.49%
"Jan. 17, 2018",-24.00%
"Jan. 16, 2018",-24.31%
"Jan. 12, 2018",-20.95%
"Jan. 11, 2018",-21.40%
"Jan. 10, 2018",-20.20%
"Jan. 9, 2018",-19.68%
"Jan. 8, 2018",-18.18%
"Jan. 5, 2018",-18.34%
"Jan. 4, 2018",-18.41%
"Jan. 3, 2018",-17.94%
"Jan. 2, 2018",-16.59%
"Dec. 29, 2017",-18.46%
"Dec. 28, 2017",-18.32%
"Dec. 27, 2017",-18.56%
"Dec. 26, 2017",-18.98%
"Dec. 22, 2017",-16.25%
"Dec. 21, 2017",-16.13%
"Dec. 20, 2017",-3.66%
"Dec. 19, 2017",-1.90%
"Dec. 18, 2017",-1.78%
"Dec. 15, 2017",1.36%
"Dec. 14, 2017",1.25%
"Dec. 13, 2017",1.96%
"Dec. 12, 2017",2.61%
"Dec. 11, 2017",1.47%
"Dec. 8, 2017",2.97%
"Dec. 7, 2017",3.94%
"Dec. 6, 2017",4.14%
"Dec. 5, 2017",5.20%
"Dec. 4, 2017",4.76%
"Dec. 1, 2017",6.93%
"Nov. 30, 2017",7.41%
"Nov. 29, 2017",9.03%
"Nov. 28, 2017",9.01%
"Nov. 27, 2017",8.51%
"Nov. 24, 2017",9.83%
"Nov. 22, 2017",7.63%
"Nov. 21, 2017",7.31%
"Nov. 20, 2017",4.86%
"Nov. 17, 2017",6.76%
"Nov. 16, 2017",11.08%
"Nov. 15, 2017",12.04%
"Nov. 14, 2017",14.02%
"Nov. 13, 2017",14.31%
"Nov. 10, 2017",12.17%
"Nov. 9, 2017",11.12%
"Nov. 8, 2017",10.88%
"Nov. 7, 2017",11.82%
"Nov. 6, 2017",15.06%
"Nov. 3, 2017",11.50%
"Nov. 2, 2017",12.58%
"Nov. 1, 2017",13.75%
"Oct. 31, 2017",14.81%
"Oct. 30, 2017",14.88%
"Oct. 27, 2017",22.68%
"Oct. 26, 2017",20.29%
"Oct. 25, 2017",20.16%
"Oct. 24, 2017",21.07%
"Oct. 23, 2017",23.97%
"Oct. 20, 2017",27.47%
"Oct. 19, 2017",27.52%
"Oct. 18, 2017",26.26%
"Oct. 17, 2017",28.50%
"Oct. 16, 2017",19.58%
"Oct. 13, 2017",27.22%
"Oct. 12, 2017",42.79%
"Oct. 11, 2017",53.09%
"Oct. 10, 2017",53.18%
"Oct. 9, 2017",54.20%
"Oct. 6, 2017",52.10%
"Oct. 5, 2017",51.80%
"Oct. 4, 2017",52.09%
"Oct. 3, 2017",50.13%
"Oct. 2, 2017",51.10%
"Sept. 29, 2017",51.82%
"Sept. 28, 2017",53.54%
"Sept. 27, 2017",53.36%
"Sept. 26, 2017",55.78%
"Sept. 25, 2017",55.08%
"Sept. 22, 2017",52.47%
"Sept. 21, 2017",50.92%
"Sept. 20, 2017",50.63%
"Sept. 19, 2017",51.13%
"Sept. 18, 2017",51.74%
"Sept. 15, 2017",51.66%
"Sept. 14, 2017",51.12%
"Sept. 13, 2017",49.96%
"Sept. 12, 2017",51.27%
"Sept. 11, 2017",51.10%
"Sept. 8, 2017",48.59%
"Sept. 7, 2017",46.27%
"Sept. 6, 2017",44.96%
"Sept. 5, 2017",45.29%
"Sept. 1, 2017",50.32%
"Aug. 31, 2017",51.42%
"Aug. 30, 2017",50.84%
"Aug. 29, 2017",51.16%
"Aug. 28, 2017",52.42%
"Aug. 25, 2017",52.61%
"Aug. 24, 2017",52.89%
"Aug. 23, 2017",53.16%
"Aug. 22, 2017",52.65%
"Aug. 21, 2017",51.25%
"Aug. 18, 2017",53.68%
"Aug. 17, 2017",52.61%
"Aug. 16, 2017",53.89%
"Aug. 15, 2017",53.43%
"Aug. 14, 2017",55.37%
"Aug. 11, 2017",57.11%
"Aug. 10, 2017",56.69%
"Aug. 9, 2017",56.44%
"Aug. 8, 2017",56.96%
"Aug. 7, 2017",59.29%
"Aug. 4, 2017",54.11%
"Aug. 3, 2017",53.47%
"Aug. 2, 2017",52.32%
"Aug. 1, 2017",51.94%
"July 31, 2017",51.53%
"July 28, 2017",42.39%
"July 27, 2017",43.42%
"July 26, 2017",44.16%
"July 25, 2017",43.33%
"July 24, 2017",43.34%
"July 21, 2017",44.83%
"July 20, 2017",43.09%
"July 19, 2017",41.95%
"July 18, 2017",40.96%
"July 17, 2017",41.84%
"July 14, 2017",41.38%
"July 13, 2017",40.49%
"July 12, 2017",38.03%
"July 11, 2017",38.05%
"July 10, 2017",37.84%
"July 7, 2017",40.50%
"July 6, 2017",41.67%
"July 5, 2017",42.17%
"July 3, 2017",42.56%
"June 30, 2017",38.21%
"June 29, 2017",39.07%
"June 28, 2017",39.07%
"June 27, 2017",41.05%
"June 26, 2017",44.32%
"June 23, 2017",42.86%
"June 22, 2017",42.79%
"June 21, 2017",43.56%
"June 20, 2017",43.64%
"June 19, 2017",43.13%
"June 16, 2017",47.53%
"June 15, 2017",48.36%
"June 14, 2017",46.83%
"June 13, 2017",44.92%
"June 12, 2017",45.36%
"June 9, 2017",48.27%
"June 8, 2017",46.72%
"June 7, 2017",47.86%
"June 6, 2017",47.13%
"June 5, 2017",47.78%
"June 2, 2017",50.10%
"June 1, 2017",50.19%
"May 31, 2017",49.07%
"May 30, 2017",48.01%
"May 26, 2017",50.65%
"May 25, 2017",50.47%
"May 24, 2017",48.10%
"May 23, 2017",47.94%
"May 22, 2017",47.79%
"May 19, 2017",50.60%
"May 18, 2017",50.39%
"May 17, 2017",49.70%
"May 16, 2017",50.21%
"May 15, 2017",52.33%
"May 12, 2017",54.18%
"May 11, 2017",51.23%
"May 10, 2017",52.54%
"May 9, 2017",53.18%
"May 8, 2017",50.19%
"May 5, 2017",49.67%
"May 4, 2017",50.37%
"May 3, 2017",49.94%
"May 2, 2017",49.99%
"May 1, 2017",45.27%
"April 28, 2017",46.30%
"April 27, 2017",47.87%
"April 26, 2017",47.25%
"April 25, 2017",48.70%
"April 24, 2017",50.98%
"April 21, 2017",50.36%
"April 20, 2017",49.65%
"April 19, 2017",50.52%
"April 18, 2017",50.50%
"April 17, 2017",50.39%
"April 13, 2017",50.37%
"April 12, 2017",51.22%
"April 11, 2017",50.08%
"April 10, 2017",50.96%
"April 7, 2017",52.16%
"April 6, 2017",51.47%
"April 5, 2017",51.74%
"April 4, 2017",50.48%
"April 3, 2017",51.92%
"March 31, 2017",53.61%
"March 30, 2017",58.41%
"March 29, 2017",59.06%
"March 28, 2017",60.75%
"March 27, 2017",53.96%
"March 24, 2017",51.71%
"March 23, 2017",52.22%
"March 22, 2017",52.04%
"March 21, 2017",51.70%
"March 20, 2017",49.31%
"March 17, 2017",49.24%
"March 16, 2017",48.86%
"March 15, 2017",50.78%
"March 14, 2017",48.07%
"March 13, 2017",49.30%
"March 10, 2017",53.70%
"March 9, 2017",52.35%
"March 8, 2017",52.42%
"March 7, 2017",54.99%
"March 6, 2017",53.82%
"March 3, 2017",51.43%
"March 2, 2017",50.20%
"March 1, 2017",49.46%
"Feb. 28, 2017",51.50%
"Feb. 27, 2017",52.39%
"Feb. 24, 2017",50.68%
"Feb. 23, 2017",48.86%
"Feb. 22, 2017",47.38%
"Feb. 21, 2017",47.11%
"Feb. 17, 2017",45.47%
"Feb. 16, 2017",44.26%
"Feb. 15, 2017",43.24%
"Feb. 14, 2017",44.11%
"Feb. 13, 2017",45.05%
"Feb. 10, 2017",50.12%
"Feb. 9, 2017",50.35%
"Feb. 8, 2017",51.02%
"Feb. 7, 2017",47.81%
"Feb. 6, 2017",49.04%
"Feb. 3, 2017",48.34%
"Feb. 2, 2017",46.98%
"Feb. 1, 2017",44.46%
"Jan. 31, 2017",46.83%
"Jan. 30, 2017",44.38%
"Jan. 27, 2017",48.14%
"Jan. 26, 2017",48.85%
"Jan. 25, 2017",49.04%
"Jan. 24, 2017",49.17%
"Jan. 23, 2017",47.71%
"Jan. 20, 2017",50.87%
"Jan. 19, 2017",50.23%
"Jan. 18, 2017",51.12%
"Jan. 17, 2017",51.91%
"Jan. 13, 2017",50.36%
"Jan. 12, 2017",49.54%
"Jan. 11, 2017",50.21%
"Jan. 10, 2017",48.21%
"Jan. 9, 2017",50.49%
"Jan. 6, 2017",54.25%
"Jan. 5, 2017",52.88%
"Jan. 4, 2017",53.01%
"Jan. 3, 2017",52.45%
"Dec. 30, 2016",50.91%
"Dec. 29, 2016",51.66%
"Dec. 28, 2016",49.16%
"Dec. 27, 2016",51.89%
"Dec. 23, 2016",49.32%
"Dec. 22, 2016",51.08%
"Dec. 21, 2016",50.69%
"Dec. 20, 2016",50.72%
"Dec. 19, 2016",51.22%
"Dec. 16, 2016",48.95%
"Dec. 15, 2016",48.47%
"Dec. 14, 2016",47.20%
"Dec. 13, 2016",49.90%
"Dec. 12, 2016",48.81%
"Dec. 9, 2016",44.14%
"Dec. 8, 2016",43.98%
"Dec. 7, 2016",43.03%
"Dec. 6, 2016",42.01%
"Dec. 5, 2016",44.65%
"Dec. 2, 2016",44.04%
"Dec. 1, 2016",43.77%
"Nov. 30, 2016",45.65%
"Nov. 29, 2016",49.76%
"Nov. 28, 2016",50.87%
"Nov. 25, 2016",46.14%
"Nov. 23, 2016",44.50%
"Nov. 22, 2016",46.00%
"Nov. 21, 2016",46.00%
"Nov. 18, 2016",42.32%
"Nov. 17, 2016",42.54%
"Nov. 16, 2016",42.64%
"Nov. 15, 2016",43.59%
"Nov. 14, 2016",41.79%
"Nov. 11, 2016",41.19%
"Nov. 10, 2016",40.05%
"Nov. 9, 2016",42.23%
"Nov. 8, 2016",48.48%
"Nov. 7, 2016",45.28%
"Nov. 4, 2016",41.54%
