date,forward_ps_ratio
"March 19, 2020",0.1558
"March 18, 2020",0.1458
"March 17, 2020",0.1625
"March 16, 2020",0.1733
"March 13, 2020",0.2078
"March 12, 2020",0.183
"March 11, 2020",0.2159
"March 10, 2020",0.2259
"March 9, 2020",0.2132
"March 6, 2020",0.2303
"March 5, 2020",0.2253
"March 4, 2020",0.2342
"March 3, 2020",0.2353
"March 2, 2020",0.2478
"Feb. 28, 2020",0.2419
"Feb. 27, 2020",0.2417
"Feb. 26, 2020",0.2618
"Feb. 25, 2020",0.2718
"Feb. 24, 2020",0.2851
"Feb. 21, 2020",0.3027
"Feb. 20, 2020",0.3073
"Feb. 19, 2020",0.3039
"Feb. 18, 2020",0.3013
"Feb. 14, 2020",0.3017
"Feb. 13, 2020",0.3056
"Feb. 12, 2020",0.3105
"Feb. 11, 2020",0.3076
"Feb. 10, 2020",0.308
"Feb. 7, 2020",0.3068
"Feb. 6, 2020",0.304
"Feb. 5, 2020",0.3059
"Feb. 4, 2020",0.2966
"Feb. 3, 2020",0.293
"Jan. 31, 2020",0.3078
"Jan. 30, 2020",0.3219
"Jan. 29, 2020",0.3156
"Jan. 28, 2020",0.3138
"Jan. 27, 2020",0.3105
"Jan. 24, 2020",0.3258
"Jan. 23, 2020",0.3268
"Jan. 22, 2020",0.3272
"Jan. 21, 2020",0.3295
"Jan. 17, 2020",0.333
"Jan. 16, 2020",0.3358
"Jan. 15, 2020",0.3368
"Jan. 14, 2020",0.3483
"Jan. 13, 2020",0.3514
"Jan. 10, 2020",0.3537
"Jan. 9, 2020",0.3475
"Jan. 8, 2020",0.3398
"Jan. 7, 2020",0.3385
"Jan. 6, 2020",0.3341
"Jan. 3, 2020",0.3341
"Jan. 2, 2020",0.3473
"Dec. 31, 2019",0.3419
"Dec. 30, 2019",0.3583
"Dec. 27, 2019",0.3596
"Dec. 26, 2019",0.3643
"Dec. 24, 2019",0.3669
"Dec. 23, 2019",0.3674
"Dec. 20, 2019",0.3675
"Dec. 19, 2019",0.3649
"Dec. 18, 2019",0.3646
"Dec. 17, 2019",0.3691
"Dec. 16, 2019",0.367
"Dec. 13, 2019",0.3619
"Dec. 12, 2019",0.3647
"Dec. 11, 2019",0.3584
"Dec. 10, 2019",0.3648
"Dec. 9, 2019",0.3569
"Dec. 6, 2019",0.3611
"Dec. 5, 2019",0.3587
"Dec. 4, 2019",0.3596
"Dec. 3, 2019",0.3622
"Dec. 2, 2019",0.3688
"Nov. 29, 2019",0.3684
"Nov. 27, 2019",0.3746
"Nov. 26, 2019",0.3759
"Nov. 25, 2019",0.3756
"Nov. 22, 2019",0.3762
"Nov. 21, 2019",0.3797
"Nov. 20, 2019",0.3749
"Nov. 19, 2019",0.3766
"Nov. 18, 2019",0.3899
"Nov. 15, 2019",0.3881
"Nov. 14, 2019",0.3889
"Nov. 13, 2019",0.3867
"Nov. 12, 2019",0.3876
"Nov. 11, 2019",0.3884
"Nov. 8, 2019",0.3891
"Nov. 7, 2019",0.3912
"Nov. 6, 2019",0.3871
"Nov. 5, 2019",0.39
"Nov. 4, 2019",0.3906
"Nov. 1, 2019",0.3852
"Oct. 31, 2019",0.3741
"Oct. 30, 2019",0.3812
"Oct. 29, 2019",0.3889
"Oct. 28, 2019",0.3862
"Oct. 25, 2019",0.3831
"Oct. 24, 2019",0.374
"Oct. 23, 2019",0.3622
"Oct. 22, 2019",0.3634
"Oct. 21, 2019",0.3597
"Oct. 18, 2019",0.3514
"Oct. 17, 2019",0.3477
"Oct. 16, 2019",0.3438
"Oct. 15, 2019",0.3452
"Oct. 14, 2019",0.3417
"Oct. 11, 2019",0.3396
"Oct. 10, 2019",0.3311
"Oct. 9, 2019",0.3283
"Oct. 8, 2019",0.3216
"Oct. 7, 2019",0.3219
"Oct. 4, 2019",0.3262
"Oct. 3, 2019",0.3224
"Oct. 2, 2019",0.3196
"Oct. 1, 2019",0.3289
"Sept. 30, 2019",0.329
"Sept. 27, 2019",0.3287
"Sept. 26, 2019",0.3236
"Sept. 25, 2019",0.3257
"Sept. 24, 2019",0.3235
"Sept. 23, 2019",0.3276
"Sept. 20, 2019",0.3225
"Sept. 19, 2019",0.3253
"Sept. 18, 2019",0.3255
"Sept. 17, 2019",0.3282
"Sept. 16, 2019",0.3208
"Sept. 13, 2019",0.333
"Sept. 12, 2019",0.3259
"Sept. 11, 2019",0.3218
"Sept. 10, 2019",0.318
"Sept. 9, 2019",0.309
"Sept. 6, 2019",0.3042
"Sept. 5, 2019",0.299
"Sept. 4, 2019",0.2911
"Sept. 3, 2019",0.2903
"Aug. 30, 2019",0.2931
"Aug. 29, 2019",0.2929
"Aug. 28, 2019",0.2833
"Aug. 27, 2019",0.2792
"Aug. 26, 2019",0.287
"Aug. 23, 2019",0.2888
"Aug. 22, 2019",0.3014
"Aug. 21, 2019",0.3052
"Aug. 20, 2019",0.3037
"Aug. 19, 2019",0.3103
"Aug. 16, 2019",0.3041
"Aug. 15, 2019",0.2987
"Aug. 14, 2019",0.2959
"Aug. 13, 2019",0.3065
"Aug. 12, 2019",0.3004
"Aug. 9, 2019",0.307
"Aug. 8, 2019",0.3066
"Aug. 7, 2019",0.2951
"Aug. 6, 2019",0.2991
"Aug. 5, 2019",0.295
"Aug. 2, 2019",0.3195
"Aug. 1, 2019",0.3283
"July 31, 2019",0.3319
"July 30, 2019",0.3303
"July 29, 2019",0.3273
"July 26, 2019",0.3284
"July 25, 2019",0.325
"July 24, 2019",0.3356
"July 23, 2019",0.3302
"July 22, 2019",0.3285
"July 19, 2019",0.3258
"July 18, 2019",0.3246
"July 17, 2019",0.3242
"July 16, 2019",0.328
"July 15, 2019",0.3284
"July 12, 2019",0.3301
"July 11, 2019",0.3289
"July 10, 2019",0.3248
"July 9, 2019",0.3203
"July 8, 2019",0.3169
"July 5, 2019",0.3188
"July 3, 2019",0.3193
"July 2, 2019",0.3143
"July 1, 2019",0.3282
"June 30, 2019",
"June 28, 2019",0.3356
"June 27, 2019",0.329
"June 26, 2019",0.3329
"June 25, 2019",0.32
"June 24, 2019",0.3166
"June 21, 2019",0.3211
"June 20, 2019",0.3126
"June 19, 2019",0.3064
"June 18, 2019",0.305
"June 17, 2019",0.3015
"June 14, 2019",0.3009
"June 13, 2019",0.3028
"June 12, 2019",0.2999
"June 11, 2019",0.2993
"June 10, 2019",0.2974
"June 7, 2019",0.2929
"June 6, 2019",0.2919
"June 5, 2019",0.2867
"June 4, 2019",0.2895
"June 3, 2019",0.2822
"May 31, 2019",0.276
"May 30, 2019",0.2856
"May 29, 2019",0.2934
"May 28, 2019",0.2943
"May 24, 2019",0.2988
"May 23, 2019",0.2956
"May 22, 2019",0.315
"May 21, 2019",0.3233
"May 20, 2019",0.3217
"May 17, 2019",0.3281
"May 16, 2019",0.335
"May 15, 2019",0.3268
"May 14, 2019",0.3252
"May 13, 2019",0.3191
"May 10, 2019",0.3282
"May 9, 2019",0.3204
"May 8, 2019",0.323
"May 7, 2019",0.3307
"May 6, 2019",0.3386
"May 3, 2019",0.3467
"May 2, 2019",0.3459
"May 1, 2019",0.3519
"April 30, 2019",0.3554
"April 29, 2019",0.3512
"April 26, 2019",0.3531
"April 25, 2019",0.356
"April 24, 2019",0.3439
"April 23, 2019",0.3539
"April 22, 2019",0.3573
"April 18, 2019",0.3451
"April 17, 2019",0.3505
"April 16, 2019",0.3462
"April 15, 2019",0.3436
"April 12, 2019",0.3465
"April 11, 2019",0.349
"April 10, 2019",0.3466
"April 9, 2019",0.3336
"April 8, 2019",0.3379
"April 5, 2019",0.3398
"April 4, 2019",0.3306
"April 3, 2019",0.3303
"April 2, 2019",0.331
"April 1, 2019",0.3388
"March 31, 2019",
"March 29, 2019",0.3328
"March 28, 2019",0.3328
"March 27, 2019",0.3375
"March 26, 2019",0.3413
"March 25, 2019",0.3354
"March 22, 2019",0.332
"March 21, 2019",0.3389
"March 20, 2019",0.3391
"March 19, 2019",0.3391
"March 18, 2019",0.3403
"March 15, 2019",0.3338
"March 14, 2019",0.3332
"March 13, 2019",0.3304
"March 12, 2019",0.329
"March 11, 2019",0.3275
"March 8, 2019",0.3129
"March 7, 2019",0.3162
"March 6, 2019",0.3192
"March 5, 2019",0.3184
"March 4, 2019",0.3238
"March 1, 2019",0.3252
"Feb. 28, 2019",0.32
"Feb. 27, 2019",0.326
"Feb. 26, 2019",0.3312
"Feb. 25, 2019",0.3334
"Feb. 22, 2019",0.3347
"Feb. 21, 2019",0.3314
"Feb. 20, 2019",0.3352
"Feb. 19, 2019",0.3327
"Feb. 15, 2019",0.3311
"Feb. 14, 2019",0.328
"Feb. 13, 2019",0.3274
"Feb. 12, 2019",0.323
"Feb. 11, 2019",0.327
"Feb. 8, 2019",0.3301
"Feb. 7, 2019",0.3292
"Feb. 6, 2019",0.3371
"Feb. 5, 2019",0.3372
"Feb. 4, 2019",0.3327
"Feb. 1, 2019",0.3345
"Jan. 31, 2019",0.3445
"Jan. 30, 2019",0.3267
"Jan. 29, 2019",0.3183
"Jan. 28, 2019",0.3179
"Jan. 25, 2019",0.3224
"Jan. 24, 2019",0.3097
"Jan. 23, 2019",0.313
"Jan. 22, 2019",0.3217
"Jan. 18, 2019",0.324
"Jan. 17, 2019",0.3158
"Jan. 16, 2019",0.3099
"Jan. 15, 2019",0.309
"Jan. 14, 2019",0.3097
"Jan. 11, 2019",0.3078
"Jan. 10, 2019",0.3037
"Jan. 9, 2019",0.3032
"Jan. 8, 2019",0.3035
"Jan. 7, 2019",0.3024
"Jan. 4, 2019",0.3021
"Jan. 3, 2019",0.2911
"Jan. 2, 2019",0.2964
"Dec. 31, 2018",0.2941
