date,eps_est_0y
"March 17, 2020",7.298
"March 16, 2020",7.358
"March 13, 2020",7.738
"March 10, 2020",7.992
"March 5, 2020",8.121
"March 2, 2020",8.371
"Feb. 28, 2020",8.683
"Feb. 21, 2020",8.940
"Feb. 19, 2020",8.972
"Feb. 14, 2020",9.032
"Feb. 10, 2020",9.068
"Feb. 8, 2020",9.068
"Feb. 7, 2020",9.132
"Feb. 6, 2020",9.132
"Feb. 3, 2020",9.160
"Jan. 31, 2020",9.163
"Jan. 30, 2020",9.329
"Jan. 28, 2020",9.493
"Jan. 27, 2020",9.608
"Jan. 23, 2020",9.659
"Jan. 22, 2020",9.705
"Jan. 21, 2020",9.643
"Jan. 17, 2020",9.670
"Jan. 16, 2020",9.682
"Jan. 15, 2020",9.743
"Jan. 14, 2020",9.736
"Jan. 9, 2020",9.822
"Jan. 8, 2020",9.806
"Jan. 6, 2020",9.777
"Jan. 5, 2020",9.851
"Jan. 3, 2020",9.851
"Dec. 31, 2019",4.950
"Dec. 21, 2019",5.067
"Dec. 19, 2019",5.082
"Dec. 18, 2019",5.078
"Dec. 17, 2019",5.056
"Dec. 12, 2019",5.061
"Dec. 9, 2019",5.038
"Dec. 6, 2019",5.027
"Dec. 5, 2019",5.027
"Dec. 2, 2019",5.048
"Nov. 26, 2019",5.049
"Nov. 22, 2019",5.085
"Nov. 19, 2019",5.111
"Nov. 14, 2019",5.133
"Nov. 12, 2019",5.119
"Nov. 11, 2019",5.083
"Nov. 6, 2019",5.071
"Nov. 3, 2019",5.075
"Oct. 28, 2019",5.055
"Oct. 26, 2019",5.072
"Oct. 25, 2019",5.078
"Oct. 24, 2019",5.147
"Oct. 22, 2019",4.783
"Oct. 21, 2019",4.773
"Oct. 18, 2019",4.791
"Oct. 17, 2019",4.792
"Oct. 16, 2019",4.800
"Oct. 15, 2019",4.814
"Oct. 10, 2019",4.886
"Oct. 9, 2019",4.926
"Oct. 8, 2019",4.946
"Oct. 4, 2019",4.974
"Oct. 1, 2019",4.985
"Sept. 30, 2019",4.995
"Sept. 27, 2019",4.985
"Sept. 25, 2019",5.008
"Sept. 24, 2019",5.120
"Sept. 12, 2019",5.113
"Sept. 10, 2019",5.186
"Sept. 3, 2019",5.295
"Aug. 27, 2019",5.313
"Aug. 26, 2019",5.334
"Aug. 23, 2019",5.334
"Aug. 22, 2019",5.411
"Aug. 15, 2019",5.478
"Aug. 14, 2019",5.583
"Aug. 6, 2019",5.625
"July 30, 2019",5.615
"July 29, 2019",5.671
"July 26, 2019",5.752
"July 25, 2019",5.556
"July 19, 2019",6.032
"July 18, 2019",6.035
"July 17, 2019",6.136
"July 15, 2019",6.164
"July 12, 2019",6.268
"July 11, 2019",6.312
"July 9, 2019",6.347
"July 8, 2019",6.371
"July 2, 2019",6.421
"July 1, 2019",6.527
"June 26, 2019",6.509
"June 24, 2019",6.511
"June 22, 2019",6.558
"June 21, 2019",6.580
"June 20, 2019",6.656
"June 18, 2019",6.610
"June 13, 2019",6.636
"June 10, 2019",6.691
"June 6, 2019",6.734
"May 23, 2019",6.774
"May 21, 2019",6.737
"May 16, 2019",6.719
"May 15, 2019",6.791
"May 14, 2019",6.800
"May 7, 2019",6.723
"May 1, 2019",6.718
"April 29, 2019",6.724
"April 26, 2019",6.745
"April 25, 2019",6.767
"April 18, 2019",6.757
"April 17, 2019",6.806
"April 16, 2019",6.840
"April 15, 2019",6.839
"April 12, 2019",6.860
"April 11, 2019",6.932
"April 10, 2019",6.915
"April 9, 2019",6.955
"April 8, 2019",6.973
"April 5, 2019",7.010
"April 4, 2019",7.053
"April 3, 2019",7.037
"March 28, 2019",7.057
"March 27, 2019",7.200
"March 25, 2019",7.196
"March 20, 2019",7.206
"March 19, 2019",7.290
"March 13, 2019",7.319
"March 12, 2019",7.342
"March 8, 2019",7.366
"March 6, 2019",7.442
"March 4, 2019",7.468
"March 2, 2019",7.474
"Feb. 19, 2019",7.441
"Feb. 12, 2019",7.463
"Feb. 5, 2019",7.482
"Feb. 1, 2019",7.478
"Jan. 31, 2019",7.223
"Jan. 29, 2019",7.962
"Jan. 25, 2019",7.956
"Jan. 24, 2019",7.939
"Jan. 18, 2019",7.942
"Jan. 17, 2019",8.115
"Jan. 15, 2019",8.271
"Jan. 14, 2019",8.338
"Jan. 11, 2019",8.249
"Jan. 10, 2019",8.283
"Jan. 9, 2019",8.475
"Jan. 7, 2019",8.523
"Jan. 4, 2019",8.924
"Dec. 31, 2018",6.221
"Dec. 18, 2018",6.191
"Dec. 17, 2018",6.214
"Dec. 11, 2018",6.217
"Dec. 10, 2018",6.227
"Dec. 3, 2018",6.219
"Dec. 2, 2018",6.218
"Nov. 30, 2018",6.239
"Nov. 29, 2018",6.255
"Nov. 27, 2018",6.249
"Nov. 20, 2018",6.294
"Nov. 19, 2018",6.320
"Nov. 16, 2018",6.340
"Nov. 1, 2018",6.383
"Oct. 31, 2018",6.383
"Oct. 29, 2018",6.392
"Oct. 27, 2018",6.388
"Oct. 26, 2018",6.380
"Oct. 25, 2018",6.448
"Oct. 19, 2018",6.446
"Oct. 18, 2018",6.540
"Oct. 17, 2018",6.572
"Oct. 16, 2018",6.575
"Oct. 15, 2018",6.559
"Oct. 11, 2018",6.594
"Oct. 9, 2018",6.591
"Oct. 8, 2018",6.584
"Oct. 5, 2018",6.550
"Oct. 4, 2018",6.553
"Oct. 3, 2018",6.553
"Sept. 28, 2018",6.521
"Sept. 25, 2018",6.546
"Sept. 21, 2018",6.561
"Sept. 20, 2018",6.561
"Sept. 18, 2018",6.536
"Sept. 12, 2018",6.565
"Sept. 10, 2018",6.593
"Sept. 8, 2018",6.581
"Sept. 7, 2018",6.573
"Sept. 4, 2018",6.590
"Aug. 28, 2018",6.616
"Aug. 23, 2018",6.612
"Aug. 15, 2018",6.551
"Aug. 14, 2018",6.535
"Aug. 13, 2018",6.549
"Aug. 7, 2018",6.532
"Aug. 2, 2018",6.523
"Aug. 1, 2018",6.595
"July 30, 2018",6.564
"July 27, 2018",6.517
"July 26, 2018",6.709
"July 24, 2018",6.616
"July 23, 2018",6.610
"July 19, 2018",6.667
"July 18, 2018",6.632
"July 17, 2018",6.631
"July 16, 2018",6.695
"July 13, 2018",6.801
"July 12, 2018",6.780
"July 11, 2018",6.995
"July 10, 2018",6.862
"July 9, 2018",6.998
"June 29, 2018",7.061
"June 28, 2018",7.108
"June 21, 2018",7.135
"June 14, 2018",7.128
"June 8, 2018",7.128
"June 5, 2018",7.159
"June 4, 2018",7.043
"June 1, 2018",6.980
"May 31, 2018",7.004
"May 30, 2018",6.994
"May 29, 2018",7.028
"May 18, 2018",7.036
"May 16, 2018",7.023
"May 15, 2018",7.053
"May 14, 2018",7.055
"May 11, 2018",7.028
"May 10, 2018",7.071
"April 30, 2018",6.983
"April 28, 2018",6.952
"April 27, 2018",6.959
"April 26, 2018",6.991
"April 25, 2018",7.106
"April 24, 2018",7.099
"April 23, 2018",7.108
"April 20, 2018",7.055
"April 19, 2018",7.072
"April 16, 2018",7.101
"April 13, 2018",7.042
"April 11, 2018",7.218
"April 9, 2018",7.171
"April 5, 2018",7.152
"April 4, 2018",7.123
