date,tobin_q
"Dec. 31, 2019",0.7742
"Sept. 30, 2019",0.7668
"June 30, 2019",0.7573
"March 31, 2019",0.7454
"Dec. 31, 2018",0.6625
"Sept. 30, 2018",0.9591
"June 30, 2018",0.962
"March 31, 2018",0.8214
"Dec. 31, 2017",0.8052
"Sept. 30, 2017",0.7032
"June 30, 2017",0.6555
"March 31, 2017",0.6516
"Dec. 31, 2016",0.6554
"Sept. 30, 2016",0.5025
"June 30, 2016",0.4993
"March 31, 2016",0.661
"Dec. 31, 2015",0.7406
"Sept. 30, 2015",0.6054
"June 30, 2015",0.6272
"March 31, 2015",0.6895
"Dec. 31, 2014",0.5401
"Sept. 30, 2014",0.4908
"June 30, 2014",0.5617
"March 31, 2014",0.5962
"Dec. 31, 2013",0.5734
"Sept. 30, 2013",0.4284
"June 30, 2013",0.4612
"March 31, 2013",0.5435
"Dec. 31, 2012",0.4303
"Sept. 30, 2012",0.274
"June 30, 2012",0.2167
"March 31, 2012",0.2408
"Dec. 31, 2011",0.3313
"Sept. 30, 2011",0.1172
"June 30, 2011",0.3956
"March 31, 2011",0.2747
"Dec. 31, 2010",0.1932
"Sept. 30, 2010",0.1447
"June 30, 2010",0.1608
"March 31, 2010",0.1904
"Dec. 31, 2009",0.1553
"Sept. 30, 2009",0.1865
"June 30, 2009",0.1298
"March 31, 2009",0.1177
"Dec. 31, 2008",0.2022
"Sept. 30, 2008",0.4038
"June 30, 2008",0.5407
"March 31, 2008",0.684
"Dec. 31, 2007",0.8875
"Sept. 30, 2007",0.8651
"June 30, 2007",0.9941
"March 31, 2007",0.9172
"Dec. 31, 2006",0.7909
"Sept. 30, 2006",0.8627
"June 30, 2006",1.117
"March 31, 2006",1.141
"Dec. 31, 2005",1.015
"Sept. 30, 2005",0.9661
"June 30, 2005",0.9875
"March 31, 2005",1.011
"Dec. 31, 2004",0.7205
"Sept. 30, 2004",0.6696
"June 30, 2004",0.6749
"March 31, 2004",0.6354
"Dec. 31, 2003",0.5603
"Sept. 30, 2003",0.5032
"June 30, 2003",0.5019
"March 31, 2003",0.4974
"Dec. 31, 2002",0.524
"Sept. 30, 2002",0.4528
"June 30, 2002",0.5173
"March 31, 2002",0.5564
"Dec. 31, 2001",0.4696
"Sept. 30, 2001",0.451
"June 30, 2001",0.5007
"March 31, 2001",0.5849
"Dec. 31, 2000",0.6646
"Sept. 30, 2000",0.6745
"June 30, 2000",0.6607
"March 31, 2000",0.7063
"Dec. 31, 1999",0.5684
"Sept. 30, 1999",0.5587
"June 30, 1999",0.6243
"March 31, 1999",0.69
"Dec. 31, 1998",0.6479
"Sept. 30, 1998",0.5505
"June 30, 1998",0.7924
"March 31, 1998",0.8177
"Dec. 31, 1997",0.7423
"Sept. 30, 1997",0.7936
