date,accruals
"Dec. 31, 2019",-648.00M
"Sept. 30, 2019",-820.00M
"June 30, 2019",-905.00M
"March 31, 2019",-736.00M
"Dec. 31, 2018",-726.00M
"Sept. 30, 2018",360.00M
"June 30, 2018",-1.214B
"March 31, 2018",331.00M
"Dec. 31, 2017",711.00M
"Sept. 30, 2017",-196.00M
"June 30, 2017",-1.249B
"March 31, 2017",-683.00M
"Dec. 31, 2016",-631.00M
"Sept. 30, 2016",-250.00M
"June 30, 2016",-1.505B
"March 31, 2016",-145.00M
"Dec. 31, 2015",-189.00M
"Sept. 30, 2015",15.00M
"June 30, 2015",-978.00M
"March 31, 2015",-469.00M
"Dec. 31, 2014",158.00M
"Sept. 30, 2014",-807.00M
"June 30, 2014",-546.00M
"March 31, 2014",584.00M
"Dec. 31, 2013",-1.241B
"Sept. 30, 2013",91.00M
"June 30, 2013",-799.00M
"March 31, 2013",-895.00M
"Dec. 31, 2012",687.00M
"Sept. 30, 2012",-1.439B
"June 30, 2012",-459.00M
"March 31, 2012",-1.976B
"Dec. 31, 2011",335.00M
"Sept. 30, 2011",-171.00M
"June 30, 2011",-152.00M
"March 31, 2011",-1.96B
"Dec. 31, 2010",-861.00M
"Sept. 30, 2010",-560.00M
"June 30, 2010",-205.00M
"March 31, 2010",-1.095B
"Dec. 31, 2009",-1.291B
"Sept. 30, 2009",-1.162B
"June 30, 2009",-880.00M
"March 31, 2009",-472.00M
"Dec. 31, 2008",-2.896B
"Sept. 30, 2008",-523.00M
"June 30, 2008",-440.00M
"March 31, 2008",-367.00M
"Dec. 31, 2007",-685.00M
"Sept. 30, 2007",1.619B
"June 30, 2007",-216.00M
"March 31, 2007",-742.00M
"Dec. 31, 2006",309.00M
"Sept. 30, 2006",133.00M
"June 30, 2006",-186.00M
"March 31, 2006",-1.085B
"Dec. 31, 2005",-685.40M
"Sept. 30, 2005",-1.258B
"June 30, 2005",-119.20M
"March 31, 2005",-263.20M
"Dec. 31, 2004",-590.20M
"Sept. 30, 2004",-255.20M
"June 30, 2004",-228.20M
"March 31, 2004",-81.20M
"Dec. 31, 2003",-132.90M
"Sept. 30, 2003",-221.90M
"June 30, 2003",-444.20M
"March 31, 2003",3.30M
"Dec. 31, 2002",-115.70M
"Sept. 30, 2002",-15.10M
"June 30, 2002",-276.20M
"March 31, 2002",226.20M
"Dec. 31, 2001",-154.10M
"Sept. 30, 2001",-85.31M
"June 30, 2001",38.13M
"March 31, 2001",-140.75M
"Dec. 31, 2000",-138.01M
"Sept. 30, 2000",-148.88M
"June 30, 2000",5.15M
"March 31, 2000",19.56M
"Dec. 31, 1999",-153.40M
"Sept. 30, 1999",-94.70M
"June 30, 1999",-21.58M
"March 31, 1999",-151.14M
"Dec. 31, 1998",16.60M
"Sept. 30, 1998",-121.10M
"June 30, 1998",-55.40M
"March 31, 1998",-53.20M
"Dec. 31, 1997",45.90M
"Sept. 30, 1997",-245.00M
"June 30, 1997",93.40M
"March 31, 1997",-19.40M
"Dec. 31, 1996",1.30M
"Sept. 30, 1996",-29.40M
"June 30, 1996",-62.90M
"March 31, 1996",-60.30M
"Dec. 31, 1995",58.60M
"Sept. 30, 1995",-19.30M
"June 30, 1995",2.50M
"March 31, 1995",-90.50M
"Dec. 31, 1994",-21.40M
"Sept. 30, 1994",-10.40M
"June 30, 1994",15.70M
"March 31, 1994",-25.10M
"Dec. 31, 1993",-55.30M
"Sept. 30, 1993",-32.30M
"June 30, 1993",3.10M
"March 31, 1993",-20.40M
"Dec. 31, 1992",-44.50M
"Sept. 30, 1992",22.00M
"June 30, 1992",-46.70M
"March 31, 1992",0.50M
"Dec. 31, 1991",-3.30M
"Sept. 30, 1991",-9.30M
"June 30, 1991",11.10M
"March 31, 1991",-82.70M
"Dec. 31, 1990",-25.30M
"Sept. 30, 1990",-41.80M
"June 30, 1990",-21.90M
"March 31, 1990",-12.70M
