date,max_drawdown_all
"Feb. 29, 2020",81.49%
"Jan. 31, 2020",81.49%
"Dec. 31, 2019",81.49%
"Nov. 30, 2019",81.49%
"Oct. 31, 2019",81.49%
"Sept. 30, 2019",81.49%
"Aug. 31, 2019",81.49%
"July 31, 2019",81.49%
"June 30, 2019",81.49%
"May 31, 2019",81.49%
"April 30, 2019",81.49%
"March 31, 2019",81.49%
"Feb. 28, 2019",81.49%
"Jan. 31, 2019",81.49%
"Dec. 31, 2018",81.49%
"Nov. 30, 2018",81.49%
"Oct. 31, 2018",81.49%
"Sept. 30, 2018",81.49%
"Aug. 31, 2018",81.49%
"July 31, 2018",81.49%
"June 30, 2018",81.49%
"May 31, 2018",81.49%
"April 30, 2018",81.49%
"March 31, 2018",81.49%
"Feb. 28, 2018",81.49%
"Jan. 31, 2018",81.49%
"Dec. 31, 2017",81.49%
"Nov. 30, 2017",81.49%
"Oct. 31, 2017",81.49%
"Sept. 30, 2017",81.49%
"Aug. 31, 2017",81.49%
"July 31, 2017",81.49%
"June 30, 2017",81.49%
"May 31, 2017",81.49%
"April 30, 2017",81.49%
"March 31, 2017",81.49%
"Feb. 28, 2017",81.49%
"Jan. 31, 2017",81.49%
"Dec. 31, 2016",81.49%
"Nov. 30, 2016",81.49%
"Oct. 31, 2016",81.49%
"Sept. 30, 2016",81.49%
"Aug. 31, 2016",81.49%
"July 31, 2016",81.49%
"June 30, 2016",81.49%
"May 31, 2016",81.49%
"April 30, 2016",81.49%
"March 31, 2016",81.49%
"Feb. 29, 2016",81.49%
"Jan. 31, 2016",81.49%
"Dec. 31, 2015",81.49%
"Nov. 30, 2015",81.49%
"Oct. 31, 2015",81.49%
"Sept. 30, 2015",81.49%
"Aug. 31, 2015",81.49%
"July 31, 2015",81.49%
"June 30, 2015",81.49%
"May 31, 2015",81.49%
"April 30, 2015",81.49%
"March 31, 2015",81.49%
"Feb. 28, 2015",81.49%
"Jan. 31, 2015",81.49%
"Dec. 31, 2014",81.49%
"Nov. 30, 2014",81.49%
"Oct. 31, 2014",81.49%
"Sept. 30, 2014",81.49%
"Aug. 31, 2014",81.49%
"July 31, 2014",81.49%
"June 30, 2014",81.49%
"May 31, 2014",81.49%
"April 30, 2014",81.49%
"March 31, 2014",81.49%
"Feb. 28, 2014",81.49%
"Jan. 31, 2014",81.49%
"Dec. 31, 2013",81.49%
"Nov. 30, 2013",81.49%
"Oct. 31, 2013",81.49%
"Sept. 30, 2013",81.49%
"Aug. 31, 2013",81.49%
"July 31, 2013",81.49%
"June 30, 2013",81.49%
"May 31, 2013",81.49%
"April 30, 2013",81.49%
"March 31, 2013",81.49%
"Feb. 28, 2013",81.49%
"Jan. 31, 2013",81.49%
"Dec. 31, 2012",81.49%
"Nov. 30, 2012",81.49%
"Oct. 31, 2012",81.49%
"Sept. 30, 2012",81.49%
"Aug. 31, 2012",81.49%
"July 31, 2012",81.49%
"June 30, 2012",81.49%
"May 31, 2012",81.49%
"April 30, 2012",81.49%
"March 31, 2012",81.49%
"Feb. 29, 2012",81.49%
"Jan. 31, 2012",81.49%
"Dec. 31, 2011",81.49%
"Nov. 30, 2011",81.49%
"Oct. 31, 2011",81.49%
"Sept. 30, 2011",81.49%
"Aug. 31, 2011",81.49%
"July 31, 2011",81.49%
"June 30, 2011",81.49%
"May 31, 2011",81.49%
"April 30, 2011",81.49%
"March 31, 2011",81.49%
"Feb. 28, 2011",81.49%
"Jan. 31, 2011",81.49%
"Dec. 31, 2010",81.49%
"Nov. 30, 2010",81.49%
"Oct. 31, 2010",81.49%
"Sept. 30, 2010",81.49%
"Aug. 31, 2010",81.49%
"July 31, 2010",81.49%
"June 30, 2010",81.49%
"May 31, 2010",81.49%
"April 30, 2010",81.49%
"March 31, 2010",81.49%
"Feb. 28, 2010",81.49%
"Jan. 31, 2010",81.49%
"Dec. 31, 2009",81.49%
"Nov. 30, 2009",81.49%
"Oct. 31, 2009",81.49%
"Sept. 30, 2009",81.49%
"Aug. 31, 2009",81.49%
"July 31, 2009",81.49%
"June 30, 2009",81.49%
"May 31, 2009",81.49%
"April 30, 2009",81.49%
"March 31, 2009",81.49%
"Feb. 28, 2009",81.49%
"Jan. 31, 2009",81.49%
"Dec. 31, 2008",81.49%
"Nov. 30, 2008",81.49%
