date,days_inventory_outstanding
"Dec. 31, 2019",23.61
"Sept. 30, 2019",22.10
"June 30, 2019",21.06
"March 31, 2019",25.16
"Dec. 31, 2018",23.55
"Sept. 30, 2018",21.61
"June 30, 2018",20.08
"March 31, 2018",23.26
"Dec. 31, 2017",22.60
"Sept. 30, 2017",24.55
"June 30, 2017",25.17
"March 31, 2017",25.44
"Dec. 31, 2016",26.78
"Sept. 30, 2016",29.80
"June 30, 2016",31.49
"March 31, 2016",38.29
"Dec. 31, 2015",29.56
"Sept. 30, 2015",30.39
"June 30, 2015",28.33
"March 31, 2015",33.38
"Dec. 31, 2014",24.20
"Sept. 30, 2014",19.01
"June 30, 2014",18.71
"March 31, 2014",18.50
"Dec. 31, 2013",18.14
"Sept. 30, 2013",17.62
"June 30, 2013",18.74
"March 31, 2013",18.52
"Dec. 31, 2012",17.02
"Sept. 30, 2012",15.77
"June 30, 2012",16.15
"March 31, 2012",15.68
"Dec. 31, 2011",14.48
"Sept. 30, 2011",13.39
"June 30, 2011",12.89
"March 31, 2011",16.57
"Dec. 31, 2010",20.93
"Sept. 30, 2010",21.91
"June 30, 2010",22.58
"March 31, 2010",23.51
"Dec. 31, 2009",26.99
"Sept. 30, 2009",23.10
"June 30, 2009",25.07
"March 31, 2009",35.17
"Dec. 31, 2008",40.79
"Sept. 30, 2008",13.22
"June 30, 2008",12.51
"March 31, 2008",15.04
"Dec. 31, 2007",14.83
"Sept. 30, 2007",19.20
"June 30, 2007",21.16
"March 31, 2007",24.46
"Dec. 31, 2006",23.49
"Sept. 30, 2006",20.81
"June 30, 2006",18.49
"March 31, 2006",20.21
"Dec. 31, 2005",17.69
"Sept. 30, 2005",16.13
"June 30, 2005",16.54
"March 31, 2005",17.11
"Dec. 31, 2004",16.33
"Sept. 30, 2004",18.58
"June 30, 2004",18.80
"March 31, 2004",19.38
"Dec. 31, 2003",20.59
"Sept. 30, 2003",18.79
"June 30, 2003",18.33
"March 31, 2003",15.47
"Dec. 31, 2002",17.62
"Sept. 30, 2002",17.42
"June 30, 2002",19.63
"March 31, 2002",27.80
"Dec. 31, 2001",36.79
"Sept. 30, 2001",18.74
"June 30, 2001",15.75
"March 31, 2001",14.77
"Dec. 31, 2000",12.27
"Sept. 30, 2000",11.46
"June 30, 2000",13.44
"March 31, 2000",11.97
"Dec. 31, 1999",12.91
"Sept. 30, 1999",16.55
"June 30, 1999",15.98
"March 31, 1999",22.07
"Dec. 31, 1998",22.04
"Sept. 30, 1998",26.57
"June 30, 1998",22.08
"March 31, 1998",25.00
"Dec. 31, 1997",20.94
"Sept. 30, 1997",20.85
"June 30, 1997",24.72
"March 31, 1997",11.44
"Dec. 31, 1996",-33.32
"Sept. 30, 1996",16.30
"June 30, 1996",24.42
"March 31, 1996",13.86
"Dec. 31, 1995",-44.37
"Sept. 30, 1995",22.90
"June 30, 1995",19.06
"March 31, 1995",22.52
"Dec. 31, 1994",26.69
"Sept. 30, 1994",
"June 30, 1994",
"March 31, 1994",42.04
"Dec. 31, 1993",44.40
"Sept. 30, 1993",50.86
"June 30, 1993",45.27
"March 31, 1993",54.41
"Dec. 31, 1992",40.26
"Sept. 30, 1992",57.62
"June 30, 1992",58.75
"March 31, 1992",66.59
"Dec. 31, 1991",106.14
"Sept. 30, 1991",62.62
"June 30, 1991",51.56
"March 31, 1991",59.39
"Dec. 31, 1990",62.17
"Sept. 30, 1990",66.04
"June 30, 1990",55.56
"March 31, 1990",53.27
