date,ev_ebitda
"March 19, 2020",3.734
"March 18, 2020",3.577
"March 17, 2020",3.841
"March 16, 2020",4.013
"March 13, 2020",4.560
"March 12, 2020",4.167
"March 11, 2020",4.858
"March 10, 2020",5.257
"March 9, 2020",5.121
"March 6, 2020",5.431
"March 5, 2020",5.340
"March 4, 2020",5.501
"March 3, 2020",5.520
"March 2, 2020",5.747
"Feb. 28, 2020",5.640
"Feb. 27, 2020",5.636
"Feb. 26, 2020",6.002
"Feb. 25, 2020",6.181
"Feb. 24, 2020",6.423
"Feb. 21, 2020",6.740
"Feb. 20, 2020",6.824
"Feb. 19, 2020",6.762
"Feb. 18, 2020",6.715
"Feb. 14, 2020",6.723
"Feb. 13, 2020",6.793
"Feb. 12, 2020",6.882
"Feb. 11, 2020",6.829
"Feb. 10, 2020",6.837
"Feb. 7, 2020",6.816
"Feb. 6, 2020",6.765
"Feb. 5, 2020",6.798
"Feb. 4, 2020",6.631
"Feb. 3, 2020",6.565
"Jan. 31, 2020",6.833
"Jan. 30, 2020",7.089
"Jan. 29, 2020",6.975
"Jan. 28, 2020",6.941
"Jan. 27, 2020",6.882
"Jan. 24, 2020",7.160
"Jan. 23, 2020",7.176
"Jan. 22, 2020",7.184
"Jan. 21, 2020",7.225
"Jan. 17, 2020",7.289
"Jan. 16, 2020",7.340
"Jan. 15, 2020",7.358
"Jan. 14, 2020",7.566
"Jan. 13, 2020",7.622
"Jan. 10, 2020",7.664
"Jan. 9, 2020",7.551
"Jan. 8, 2020",7.413
"Jan. 7, 2020",7.389
"Jan. 6, 2020",7.310
"Jan. 3, 2020",7.309
"Jan. 2, 2020",7.548
"Dec. 31, 2019",7.450
"Dec. 30, 2019",8.051
"Dec. 27, 2019",8.074
"Dec. 26, 2019",8.161
"Dec. 24, 2019",8.210
"Dec. 23, 2019",8.22
"Dec. 20, 2019",8.222
"Dec. 19, 2019",8.173
"Dec. 18, 2019",8.168
"Dec. 17, 2019",8.252
"Dec. 16, 2019",8.213
"Dec. 13, 2019",8.117
"Dec. 12, 2019",8.169
"Dec. 11, 2019",8.051
"Dec. 10, 2019",8.172
"Dec. 9, 2019",8.025
"Dec. 6, 2019",8.103
"Dec. 5, 2019",8.058
"Dec. 4, 2019",8.074
"Dec. 3, 2019",8.123
"Dec. 2, 2019",8.246
"Nov. 29, 2019",8.238
"Nov. 27, 2019",8.354
"Nov. 26, 2019",8.378
"Nov. 25, 2019",8.371
"Nov. 22, 2019",8.383
"Nov. 21, 2019",8.448
"Nov. 20, 2019",8.36
"Nov. 19, 2019",8.391
"Nov. 18, 2019",8.638
"Nov. 15, 2019",8.605
"Nov. 14, 2019",8.620
"Nov. 13, 2019",8.580
"Nov. 12, 2019",8.596
"Nov. 11, 2019",8.610
"Nov. 8, 2019",8.623
"Nov. 7, 2019",8.662
"Nov. 6, 2019",8.587
"Nov. 5, 2019",8.640
"Nov. 4, 2019",8.651
"Nov. 1, 2019",8.552
"Oct. 31, 2019",8.345
"Oct. 30, 2019",8.476
"Oct. 29, 2019",8.620
"Oct. 28, 2019",8.569
"Oct. 25, 2019",8.512
"Oct. 24, 2019",8.342
"Oct. 23, 2019",8.123
"Oct. 22, 2019",8.146
"Oct. 21, 2019",8.077
"Oct. 18, 2019",7.922
"Oct. 17, 2019",7.854
"Oct. 16, 2019",7.781
"Oct. 15, 2019",7.807
"Oct. 14, 2019",7.741
"Oct. 11, 2019",7.703
"Oct. 10, 2019",7.545
"Oct. 9, 2019",7.492
"Oct. 8, 2019",7.367
"Oct. 7, 2019",7.374
"Oct. 4, 2019",7.453
"Oct. 3, 2019",7.382
"Oct. 2, 2019",7.329
"Oct. 1, 2019",7.503
"Sept. 30, 2019",7.504
"Sept. 27, 2019",7.137
"Sept. 26, 2019",7.046
"Sept. 25, 2019",7.083
"Sept. 24, 2019",7.044
"Sept. 23, 2019",7.116
"Sept. 20, 2019",7.027
"Sept. 19, 2019",7.075
"Sept. 18, 2019",7.079
"Sept. 17, 2019",7.128
"Sept. 16, 2019",6.996
"Sept. 13, 2019",7.212
"Sept. 12, 2019",7.086
"Sept. 11, 2019",7.015
"Sept. 10, 2019",6.947
"Sept. 9, 2019",6.788
"Sept. 6, 2019",6.702
"Sept. 5, 2019",6.610
"Sept. 4, 2019",6.471
"Sept. 3, 2019",6.457
"Aug. 30, 2019",6.506
"Aug. 29, 2019",6.503
