date,times_interest_earned
"Dec. 31, 2019",8.678
"Sept. 30, 2019",7.808
"June 30, 2019",8.579
"March 31, 2019",9.067
"Dec. 31, 2018",10.00
"Sept. 30, 2018",9.021
"June 30, 2018",9.163
"March 31, 2018",8.489
"Dec. 31, 2017",7.853
"Sept. 30, 2017",7.376
"June 30, 2017",6.394
"March 31, 2017",7.285
"Dec. 31, 2016",8.134
"Sept. 30, 2016",8.263
"June 30, 2016",11.15
"March 31, 2016",13.01
"Dec. 31, 2015",14.79
"Sept. 30, 2015",17.69
"June 30, 2015",17.17
"March 31, 2015",15.33
"Dec. 31, 2014",14.98
"Sept. 30, 2014",15.20
"June 30, 2014",12.23
"March 31, 2014",12.13
"Dec. 31, 2013",11.90
"Sept. 30, 2013",15.18
"June 30, 2013",19.29
"March 31, 2013",21.37
"Dec. 31, 2012",16.10
"Sept. 30, 2012",7.852
"June 30, 2012",9.371
"March 31, 2012",8.418
"Dec. 31, 2011",9.284
"Sept. 30, 2011",9.229
"June 30, 2011",5.653
"March 31, 2011",4.700
"Dec. 31, 2010",4.095
"Sept. 30, 2010",3.058
"June 30, 2010",1.296
"March 31, 2010",-1.030
"Dec. 31, 2009",0.2404
"Sept. 30, 2009",-8.302
"June 30, 2009",-2.311
"March 31, 2009",12.42
