date,operating_earning_yield
"March 19, 2020",24.77%
"March 18, 2020",26.46%
"March 17, 2020",23.75%
"March 16, 2020",22.26%
"March 13, 2020",18.57%
"March 12, 2020",21.08%
"March 11, 2020",17.03%
"March 10, 2020",15.33%
"March 9, 2020",15.87%
"March 6, 2020",14.69%
"March 5, 2020",15.02%
"March 4, 2020",14.44%
"March 3, 2020",14.38%
"March 2, 2020",13.65%
"Feb. 28, 2020",13.99%
"Feb. 27, 2020",14.00%
"Feb. 26, 2020",12.92%
"Feb. 25, 2020",12.45%
"Feb. 24, 2020",11.86%
"Feb. 21, 2020",11.18%
"Feb. 20, 2020",11.01%
"Feb. 19, 2020",11.13%
"Feb. 18, 2020",11.23%
"Feb. 14, 2020",11.21%
"Feb. 13, 2020",11.07%
"Feb. 12, 2020",10.90%
"Feb. 11, 2020",11.00%
"Feb. 10, 2020",10.98%
"Feb. 7, 2020",11.03%
"Feb. 6, 2020",11.13%
"Feb. 5, 2020",11.06%
"Feb. 4, 2020",11.41%
"Feb. 3, 2020",11.55%
"Jan. 31, 2020",10.99%
"Jan. 30, 2020",10.51%
"Jan. 29, 2020",10.72%
"Jan. 28, 2020",10.78%
"Jan. 27, 2020",10.89%
"Jan. 24, 2020",10.38%
"Jan. 23, 2020",10.35%
"Jan. 22, 2020",10.34%
"Jan. 21, 2020",10.27%
"Jan. 17, 2020",10.16%
"Jan. 16, 2020",10.07%
"Jan. 15, 2020",10.04%
"Jan. 14, 2020",9.71%
"Jan. 13, 2020",9.63%
"Jan. 10, 2020",9.56%
"Jan. 9, 2020",9.73%
"Jan. 8, 2020",9.95%
"Jan. 7, 2020",9.99%
"Jan. 6, 2020",10.12%
"Jan. 3, 2020",10.12%
"Jan. 2, 2020",9.74%
"Dec. 31, 2019",9.89%
"Dec. 30, 2019",8.76%
"Dec. 27, 2019",8.73%
"Dec. 26, 2019",8.61%
"Dec. 24, 2019",8.55%
"Dec. 23, 2019",8.54%
"Dec. 20, 2019",8.54%
"Dec. 19, 2019",8.60%
"Dec. 18, 2019",8.61%
"Dec. 17, 2019",8.50%
"Dec. 16, 2019",8.55%
"Dec. 13, 2019",8.67%
"Dec. 12, 2019",8.60%
"Dec. 11, 2019",8.76%
"Dec. 10, 2019",8.60%
"Dec. 9, 2019",8.79%
"Dec. 6, 2019",8.69%
"Dec. 5, 2019",8.75%
"Dec. 4, 2019",8.73%
"Dec. 3, 2019",8.66%
"Dec. 2, 2019",8.51%
"Nov. 29, 2019",8.52%
"Nov. 27, 2019",8.38%
"Nov. 26, 2019",8.35%
"Nov. 25, 2019",8.36%
"Nov. 22, 2019",8.34%
"Nov. 21, 2019",8.27%
"Nov. 20, 2019",8.37%
"Nov. 19, 2019",8.33%
"Nov. 18, 2019",8.05%
"Nov. 15, 2019",8.08%
"Nov. 14, 2019",8.07%
"Nov. 13, 2019",8.11%
"Nov. 12, 2019",8.10%
"Nov. 11, 2019",8.08%
"Nov. 8, 2019",8.06%
"Nov. 7, 2019",8.02%
"Nov. 6, 2019",8.11%
"Nov. 5, 2019",8.05%
"Nov. 4, 2019",8.03%
"Nov. 1, 2019",8.15%
"Oct. 31, 2019",8.39%
"Oct. 30, 2019",8.23%
"Oct. 29, 2019",8.07%
"Oct. 28, 2019",8.13%
"Oct. 25, 2019",8.19%
"Oct. 24, 2019",8.39%
"Oct. 23, 2019",8.67%
"Oct. 22, 2019",8.64%
"Oct. 21, 2019",8.73%
"Oct. 18, 2019",8.93%
"Oct. 17, 2019",9.03%
"Oct. 16, 2019",9.13%
"Oct. 15, 2019",9.09%
"Oct. 14, 2019",9.19%
"Oct. 11, 2019",9.24%
"Oct. 10, 2019",9.48%
"Oct. 9, 2019",9.56%
"Oct. 8, 2019",9.76%
"Oct. 7, 2019",9.75%
"Oct. 4, 2019",9.62%
"Oct. 3, 2019",9.74%
"Oct. 2, 2019",9.82%
"Oct. 1, 2019",9.54%
"Sept. 30, 2019",9.54%
"Sept. 27, 2019",10.50%
"Sept. 26, 2019",10.67%
"Sept. 25, 2019",10.60%
"Sept. 24, 2019",10.67%
"Sept. 23, 2019",10.54%
"Sept. 20, 2019",10.71%
"Sept. 19, 2019",10.62%
"Sept. 18, 2019",10.61%
"Sept. 17, 2019",10.52%
"Sept. 16, 2019",10.77%
"Sept. 13, 2019",10.37%
"Sept. 12, 2019",10.60%
"Sept. 11, 2019",10.73%
"Sept. 10, 2019",10.86%
"Sept. 9, 2019",11.17%
"Sept. 6, 2019",11.35%
"Sept. 5, 2019",11.55%
"Sept. 4, 2019",11.86%
"Sept. 3, 2019",11.89%
"Aug. 30, 2019",11.78%
"Aug. 29, 2019",11.79%
"Aug. 28, 2019",12.19%
"Aug. 27, 2019",12.37%
"Aug. 26, 2019",12.03%
"Aug. 23, 2019",11.96%
"Aug. 22, 2019",11.46%
"Aug. 21, 2019",11.31%
"Aug. 20, 2019",11.37%
"Aug. 19, 2019",11.13%
"Aug. 16, 2019",11.35%
"Aug. 15, 2019",11.56%
"Aug. 14, 2019",11.67%
"Aug. 13, 2019",11.26%
"Aug. 12, 2019",11.50%
"Aug. 9, 2019",11.25%
"Aug. 8, 2019",11.26%
"Aug. 7, 2019",11.70%
"Aug. 6, 2019",11.54%
"Aug. 5, 2019",11.70%
"Aug. 2, 2019",10.81%
"Aug. 1, 2019",10.52%
"July 31, 2019",10.40%
"July 30, 2019",10.46%
"July 29, 2019",10.56%
"July 26, 2019",10.52%
"July 25, 2019",10.63%
"July 24, 2019",10.29%
"July 23, 2019",10.46%
"July 22, 2019",10.51%
"July 19, 2019",10.60%
"July 18, 2019",10.64%
"July 17, 2019",10.66%
"July 16, 2019",10.53%
"July 15, 2019",10.52%
"July 12, 2019",10.47%
"July 11, 2019",10.50%
"July 10, 2019",10.63%
"July 9, 2019",10.78%
"July 8, 2019",10.90%
"July 5, 2019",10.84%
"July 3, 2019",10.82%
"July 2, 2019",10.99%
"July 1, 2019",10.53%
"June 30, 2019",
"June 28, 2019",11.22%
"June 27, 2019",11.45%
"June 26, 2019",11.31%
"June 25, 2019",11.77%
"June 24, 2019",11.90%
"June 21, 2019",11.73%
"June 20, 2019",12.05%
"June 19, 2019",12.29%
"June 18, 2019",12.35%
"June 17, 2019",12.49%
"June 14, 2019",12.52%
"June 13, 2019",12.44%
"June 12, 2019",12.56%
"June 11, 2019",12.58%
"June 10, 2019",12.67%
"June 7, 2019",12.86%
"June 6, 2019",12.90%
"June 5, 2019",13.14%
"June 4, 2019",13.01%
"June 3, 2019",13.35%
"May 31, 2019",13.65%
"May 30, 2019",13.19%
"May 29, 2019",12.84%
"May 28, 2019",12.80%
"May 24, 2019",12.61%
"May 23, 2019",12.74%
"May 22, 2019",11.96%
"May 21, 2019",11.65%
"May 20, 2019",11.71%
"May 17, 2019",11.48%
"May 16, 2019",11.24%
"May 15, 2019",11.53%
"May 14, 2019",11.58%
"May 13, 2019",11.80%
"May 10, 2019",11.48%
"May 9, 2019",11.76%
"May 8, 2019",11.66%
"May 7, 2019",11.39%
"May 6, 2019",11.12%
"May 3, 2019",10.86%
"May 2, 2019",10.89%
"May 1, 2019",10.70%
"April 30, 2019",10.60%
