date,ca_score
"Dec. 31, 2019",0.301
"Sept. 30, 2019",0.2948
"June 30, 2019",0.3711
"March 31, 2019",0.4586
"Dec. 31, 2018",0.5593
"Sept. 30, 2018",0.5042
"June 30, 2018",0.496
"March 31, 2018",0.4158
"Dec. 31, 2017",0.3556
"Sept. 30, 2017",0.304
"June 30, 2017",0.2642
"March 31, 2017",0.314
"Dec. 31, 2016",0.3286
"Sept. 30, 2016",0.3444
"June 30, 2016",0.4968
"March 31, 2016",0.6278
"Dec. 31, 2015",0.7244
"Sept. 30, 2015",0.8494
"June 30, 2015",0.8643
"March 31, 2015",0.829
"Dec. 31, 2014",0.8686
"Sept. 30, 2014",0.8746
"June 30, 2014",0.7942
"March 31, 2014",0.7453
"Dec. 31, 2013",0.7172
"Sept. 30, 2013",0.7952
"June 30, 2013",0.9078
"March 31, 2013",0.9541
"Dec. 31, 2012",0.8378
"Sept. 30, 2012",0.6031
"June 30, 2012",0.7058
"March 31, 2012",0.6642
"Dec. 31, 2011",0.6975
"Sept. 30, 2011",0.6765
"June 30, 2011",0.4382
"March 31, 2011",0.298
"Dec. 31, 2010",0.2385
"Sept. 30, 2010",0.1379
"June 30, 2010",0.0344
"March 31, 2010",-0.1091
"Dec. 31, 2009",-0.0387
"Sept. 30, 2009",-0.3703
"June 30, 2009",0.0264
"March 31, 2009",0.3674
"Dec. 31, 2008",0.4489
"Sept. 30, 2008",0.9263
"June 30, 2008",0.7645
"March 31, 2008",0.9652
"Dec. 31, 2007",1.083
"Sept. 30, 2007",1.156
"June 30, 2007",1.336
"March 31, 2007",1.384
"Dec. 31, 2006",1.382
"Sept. 30, 2006",1.480
"June 30, 2006",1.491
"March 31, 2006",1.360
"Dec. 31, 2005",1.360
"Sept. 30, 2005",1.176
"June 30, 2005",1.097
"March 31, 2005",0.9839
"Dec. 31, 2004",0.8762
"Sept. 30, 2004",0.6483
"June 30, 2004",0.5301
"March 31, 2004",0.2358
"Dec. 31, 2003",0.1773
"Sept. 30, 2003",0.1148
"June 30, 2003",-0.0405
"March 31, 2003",-0.1895
"Dec. 31, 2002",-0.4584
"Sept. 30, 2002",-0.5004
"June 30, 2002",-0.4568
"March 31, 2002",-0.1634
"Dec. 31, 2001",0.33
"Sept. 30, 2001",1.289
"June 30, 2001",1.418
"March 31, 2001",1.211
"Dec. 31, 2000",1.09
"Sept. 30, 2000",0.9167
"June 30, 2000",0.6116
"March 31, 2000",0.3685
"Dec. 31, 1999",0.1534
"Sept. 30, 1999",-0.2103
"June 30, 1999",-0.2496
"March 31, 1999",-0.0456
"Dec. 31, 1998",0.0345
"Sept. 30, 1998",0.4257
"June 30, 1998",0.6584
"March 31, 1998",0.4986
"Dec. 31, 1997",0.6964
"Sept. 30, 1997",0.0995
"June 30, 1997",-0.2254
"March 31, 1997",-0.3929
"Dec. 31, 1996",-0.4643
"Sept. 30, 1996",-0.5052
"June 30, 1996",-0.528
"March 31, 1996",-0.4951
"Dec. 31, 1995",-0.6119
"Sept. 30, 1995",-0.3675
"June 30, 1995",-0.4157
"March 31, 1995",-0.351
"Dec. 31, 1994",-0.2893
"Sept. 30, 1994",-0.2688
"June 30, 1994",-0.2152
"March 31, 1994",-0.0418
"Dec. 31, 1993",-0.1058
"Sept. 30, 1993",-0.0222
"June 30, 1993",0.0172
"March 31, 1993",0.0967
"Dec. 31, 1992",0.1359
"Sept. 30, 1992",0.1731
"June 30, 1992",0.2188
"March 31, 1992",0.224
"Dec. 31, 1991",0.2405
"Sept. 30, 1991",0.4953
"June 30, 1991",0.6098
"March 31, 1991",0.6751
"Dec. 31, 1990",0.7184
"Sept. 30, 1990",-2.077
"June 30, 1990",-1.275
