date,ev_revenues
"March 19, 2020",0.2136
"March 18, 2020",0.2045
"March 17, 2020",0.2197
"March 16, 2020",0.2295
"March 13, 2020",0.2608
"March 12, 2020",0.2383
"March 11, 2020",0.2779
"March 10, 2020",0.3006
"March 9, 2020",0.2929
"March 6, 2020",0.3106
"March 5, 2020",0.3054
"March 4, 2020",0.3146
"March 3, 2020",0.3157
"March 2, 2020",0.3287
"Feb. 28, 2020",0.3226
"Feb. 27, 2020",0.3223
"Feb. 26, 2020",0.3432
"Feb. 25, 2020",0.3535
"Feb. 24, 2020",0.3673
"Feb. 21, 2020",0.3855
"Feb. 20, 2020",0.3903
"Feb. 19, 2020",0.3867
"Feb. 18, 2020",0.384
"Feb. 14, 2020",0.3845
"Feb. 13, 2020",0.3885
"Feb. 12, 2020",0.3936
"Feb. 11, 2020",0.3905
"Feb. 10, 2020",0.391
"Feb. 7, 2020",0.3898
"Feb. 6, 2020",0.3869
"Feb. 5, 2020",0.3888
"Feb. 4, 2020",0.3792
"Feb. 3, 2020",0.3755
"Jan. 31, 2020",0.3908
"Jan. 30, 2020",0.4054
"Jan. 29, 2020",0.3989
"Jan. 28, 2020",0.397
"Jan. 27, 2020",0.3936
"Jan. 24, 2020",0.4095
"Jan. 23, 2020",0.4104
"Jan. 22, 2020",0.4108
"Jan. 21, 2020",0.4132
"Jan. 17, 2020",0.4169
"Jan. 16, 2020",0.4197
"Jan. 15, 2020",0.4208
"Jan. 14, 2020",0.4327
"Jan. 13, 2020",0.4359
"Jan. 10, 2020",0.4383
"Jan. 9, 2020",0.4318
"Jan. 8, 2020",0.4239
"Jan. 7, 2020",0.4226
"Jan. 6, 2020",0.418
"Jan. 3, 2020",0.418
"Jan. 2, 2020",0.4316
"Dec. 31, 2019",0.4261
"Dec. 30, 2019",0.4219
"Dec. 27, 2019",0.4231
"Dec. 26, 2019",0.4277
"Dec. 24, 2019",0.4302
"Dec. 23, 2019",0.4307
"Dec. 20, 2019",0.4309
"Dec. 19, 2019",0.4283
"Dec. 18, 2019",0.428
"Dec. 17, 2019",0.4324
"Dec. 16, 2019",0.4304
"Dec. 13, 2019",0.4254
"Dec. 12, 2019",0.4281
"Dec. 11, 2019",0.4219
"Dec. 10, 2019",0.4282
"Dec. 9, 2019",0.4205
"Dec. 6, 2019",0.4246
"Dec. 5, 2019",0.4223
"Dec. 4, 2019",0.4231
"Dec. 3, 2019",0.4257
"Dec. 2, 2019",0.4321
"Nov. 29, 2019",0.4317
"Nov. 27, 2019",0.4377
"Nov. 26, 2019",0.439
"Nov. 25, 2019",0.4387
"Nov. 22, 2019",0.4393
"Nov. 21, 2019",0.4427
"Nov. 20, 2019",0.4381
"Nov. 19, 2019",0.4397
"Nov. 18, 2019",0.4526
"Nov. 15, 2019",0.4509
"Nov. 14, 2019",0.4517
"Nov. 13, 2019",0.4496
"Nov. 12, 2019",0.4505
"Nov. 11, 2019",0.4512
"Nov. 8, 2019",0.4519
"Nov. 7, 2019",0.4539
"Nov. 6, 2019",0.45
"Nov. 5, 2019",0.4527
"Nov. 4, 2019",0.4533
"Nov. 1, 2019",0.4481
"Oct. 31, 2019",0.4373
"Oct. 30, 2019",0.4442
"Oct. 29, 2019",0.4517
"Oct. 28, 2019",0.4491
"Oct. 25, 2019",0.446
"Oct. 24, 2019",0.4372
"Oct. 23, 2019",0.4257
"Oct. 22, 2019",0.4269
"Oct. 21, 2019",0.4232
"Oct. 18, 2019",0.4152
"Oct. 17, 2019",0.4115
"Oct. 16, 2019",0.4077
"Oct. 15, 2019",0.4091
"Oct. 14, 2019",0.4056
"Oct. 11, 2019",0.4036
"Oct. 10, 2019",0.3954
"Oct. 9, 2019",0.3926
"Oct. 8, 2019",0.386
"Oct. 7, 2019",0.3864
"Oct. 4, 2019",0.3905
"Oct. 3, 2019",0.3869
"Oct. 2, 2019",0.3841
"Oct. 1, 2019",0.3932
"Sept. 30, 2019",0.3933
"Sept. 27, 2019",0.3808
"Sept. 26, 2019",0.3759
"Sept. 25, 2019",0.3779
"Sept. 24, 2019",0.3758
"Sept. 23, 2019",0.3797
"Sept. 20, 2019",0.3749
"Sept. 19, 2019",0.3775
"Sept. 18, 2019",0.3777
"Sept. 17, 2019",0.3803
"Sept. 16, 2019",0.3732
"Sept. 13, 2019",0.3848
"Sept. 12, 2019",0.378
"Sept. 11, 2019",0.3743
"Sept. 10, 2019",0.3706
"Sept. 9, 2019",0.3622
"Sept. 6, 2019",0.3576
"Sept. 5, 2019",0.3527
"Sept. 4, 2019",0.3453
"Sept. 3, 2019",0.3445
"Aug. 30, 2019",0.3471
"Aug. 29, 2019",0.347
"Aug. 28, 2019",0.3378
"Aug. 27, 2019",0.334
"Aug. 26, 2019",0.3413
"Aug. 23, 2019",0.3431
"Aug. 22, 2019",0.355
"Aug. 21, 2019",0.3586
"Aug. 20, 2019",0.3571
"Aug. 19, 2019",0.3634
"Aug. 16, 2019",0.3575
"Aug. 15, 2019",0.3524
"Aug. 14, 2019",0.3498
"Aug. 13, 2019",0.3598
"Aug. 12, 2019",0.354
"Aug. 9, 2019",0.3602
"Aug. 8, 2019",0.3599
"Aug. 7, 2019",0.3491
"Aug. 6, 2019",0.3528
"Aug. 5, 2019",0.3489
"Aug. 2, 2019",0.3721
"Aug. 1, 2019",0.3804
"July 31, 2019",0.3837
"July 30, 2019",0.3822
"July 29, 2019",0.3794
"July 26, 2019",0.3804
"July 25, 2019",0.3773
"July 24, 2019",0.3873
"July 23, 2019",0.3821
"July 22, 2019",0.3806
"July 19, 2019",0.378
"July 18, 2019",0.3769
"July 17, 2019",0.3765
"July 16, 2019",0.3801
"July 15, 2019",0.3805
"July 12, 2019",0.3821
"July 11, 2019",0.3809
"July 10, 2019",0.3771
"July 9, 2019",0.3728
"July 8, 2019",0.3696
"July 5, 2019",0.3714
"July 3, 2019",0.3719
