date,market_cap
"March 19, 2020",15.31B
"March 18, 2020",14.33B
"March 17, 2020",15.97B
"March 16, 2020",17.04B
"March 13, 2020",20.43B
"March 12, 2020",17.99B
"March 11, 2020",22.28B
"March 10, 2020",24.74B
"March 9, 2020",23.91B
"March 6, 2020",25.83B
"March 5, 2020",25.26B
"March 4, 2020",26.26B
"March 3, 2020",26.38B
"March 2, 2020",27.78B
"Feb. 28, 2020",27.12B
"Feb. 27, 2020",27.09B
"Feb. 26, 2020",29.36B
"Feb. 25, 2020",30.47B
"Feb. 24, 2020",31.97B
"Feb. 21, 2020",33.93B
"Feb. 20, 2020",34.45B
"Feb. 19, 2020",34.07B
"Feb. 18, 2020",33.78B
"Feb. 14, 2020",33.83B
"Feb. 13, 2020",34.26B
"Feb. 12, 2020",34.81B
"Feb. 11, 2020",34.48B
"Feb. 10, 2020",34.54B
"Feb. 7, 2020",34.40B
"Feb. 6, 2020",34.09B
"Feb. 5, 2020",34.29B
"Feb. 4, 2020",33.25B
"Feb. 3, 2020",32.85B
"Jan. 31, 2020",34.51B
"Jan. 30, 2020",36.10B
"Jan. 29, 2020",35.39B
"Jan. 28, 2020",35.18B
"Jan. 27, 2020",34.81B
"Jan. 24, 2020",36.53B
"Jan. 23, 2020",36.64B
"Jan. 22, 2020",36.68B
"Jan. 21, 2020",36.94B
"Jan. 17, 2020",37.34B
"Jan. 16, 2020",37.65B
"Jan. 15, 2020",37.76B
"Jan. 14, 2020",39.05B
"Jan. 13, 2020",39.39B
"Jan. 10, 2020",39.66B
"Jan. 9, 2020",38.96B
"Jan. 8, 2020",38.10B
"Jan. 7, 2020",37.95B
"Jan. 6, 2020",37.46B
"Jan. 3, 2020",37.46B
"Jan. 2, 2020",38.94B
"Dec. 31, 2019",38.33B
"Dec. 30, 2019",38.14B
"Dec. 27, 2019",38.27B
"Dec. 26, 2019",38.77B
"Dec. 24, 2019",39.05B
"Dec. 23, 2019",39.11B
"Dec. 20, 2019",39.12B
"Dec. 19, 2019",38.84B
"Dec. 18, 2019",38.81B
"Dec. 17, 2019",39.29B
"Dec. 16, 2019",39.07B
"Dec. 13, 2019",38.52B
"Dec. 12, 2019",38.82B
"Dec. 11, 2019",38.15B
"Dec. 10, 2019",38.84B
"Dec. 9, 2019",37.99B
"Dec. 6, 2019",38.44B
"Dec. 5, 2019",38.19B
"Dec. 4, 2019",38.28B
"Dec. 3, 2019",38.56B
"Dec. 2, 2019",39.26B
"Nov. 29, 2019",39.21B
"Nov. 27, 2019",39.87B
"Nov. 26, 2019",40.01B
"Nov. 25, 2019",39.98B
"Nov. 22, 2019",40.04B
"Nov. 21, 2019",40.41B
"Nov. 20, 2019",39.91B
"Nov. 19, 2019",40.09B
"Nov. 18, 2019",41.50B
"Nov. 15, 2019",41.32B
"Nov. 14, 2019",41.40B
"Nov. 13, 2019",41.17B
"Nov. 12, 2019",41.26B
"Nov. 11, 2019",41.34B
"Nov. 8, 2019",41.42B
"Nov. 7, 2019",41.64B
"Nov. 6, 2019",41.21B
"Nov. 5, 2019",41.51B
"Nov. 4, 2019",41.57B
"Nov. 1, 2019",41.01B
"Oct. 31, 2019",39.83B
"Oct. 30, 2019",40.58B
"Oct. 29, 2019",41.40B
"Oct. 28, 2019",41.11B
"Oct. 25, 2019",40.78B
"Oct. 24, 2019",39.81B
"Oct. 23, 2019",38.55B
"Oct. 22, 2019",38.69B
"Oct. 21, 2019",38.29B
"Oct. 18, 2019",37.41B
"Oct. 17, 2019",37.01B
"Oct. 16, 2019",36.60B
"Oct. 15, 2019",36.75B
"Oct. 14, 2019",36.37B
"Oct. 11, 2019",36.15B
"Oct. 10, 2019",35.25B
"Oct. 9, 2019",34.95B
"Oct. 8, 2019",34.23B
"Oct. 7, 2019",34.27B
"Oct. 4, 2019",34.72B
"Oct. 3, 2019",34.32B
"Oct. 2, 2019",34.02B
"Oct. 1, 2019",35.01B
"Sept. 30, 2019",35.02B
"Sept. 27, 2019",34.99B
"Sept. 26, 2019",34.45B
"Sept. 25, 2019",34.67B
"Sept. 24, 2019",34.44B
"Sept. 23, 2019",34.87B
"Sept. 20, 2019",34.33B
"Sept. 19, 2019",34.62B
"Sept. 18, 2019",34.64B
"Sept. 17, 2019",34.94B
"Sept. 16, 2019",34.14B
"Sept. 13, 2019",35.44B
"Sept. 12, 2019",34.69B
"Sept. 11, 2019",34.26B
"Sept. 10, 2019",33.85B
"Sept. 9, 2019",32.90B
"Sept. 6, 2019",32.38B
"Sept. 5, 2019",31.82B
"Sept. 4, 2019",30.99B
"Sept. 3, 2019",30.90B
"Aug. 30, 2019",31.20B
"Aug. 29, 2019",31.18B
"Aug. 28, 2019",30.15B
"Aug. 27, 2019",29.72B
"Aug. 26, 2019",30.55B
"Aug. 23, 2019",30.74B
"Aug. 22, 2019",32.08B
"Aug. 21, 2019",32.49B
"Aug. 20, 2019",32.33B
"Aug. 19, 2019",33.03B
"Aug. 16, 2019",32.37B
"Aug. 15, 2019",31.79B
"Aug. 14, 2019",31.49B
"Aug. 13, 2019",32.63B
"Aug. 12, 2019",31.97B
"Aug. 9, 2019",32.68B
"Aug. 8, 2019",32.64B
"Aug. 7, 2019",31.42B
"Aug. 6, 2019",31.84B
"Aug. 5, 2019",31.40B
"Aug. 2, 2019",34.01B
"Aug. 1, 2019",34.95B
"July 31, 2019",35.33B
"July 30, 2019",35.15B
"July 29, 2019",34.84B
"July 26, 2019",34.96B
"July 25, 2019",34.60B
"July 24, 2019",35.73B
"July 23, 2019",35.15B
"July 22, 2019",34.97B
"July 19, 2019",34.68B
"July 18, 2019",34.56B
"July 17, 2019",34.51B
"July 16, 2019",34.91B
"July 15, 2019",34.96B
"July 12, 2019",35.14B
"July 11, 2019",35.01B
"July 10, 2019",34.58B
"July 9, 2019",34.10B
"July 8, 2019",33.73B
"July 5, 2019",33.93B
"July 3, 2019",33.99B
"July 2, 2019",33.46B
"July 1, 2019",34.93B
"June 28, 2019",35.72B
"June 27, 2019",35.02B
"June 26, 2019",35.44B
"June 25, 2019",34.06B
"June 24, 2019",33.70B
"June 21, 2019",34.18B
"June 20, 2019",33.28B
"June 19, 2019",32.61B
"June 18, 2019",32.46B
"June 17, 2019",32.10B
"June 14, 2019",32.03B
"June 13, 2019",32.24B
"June 12, 2019",31.92B
"June 11, 2019",31.86B
"June 10, 2019",31.65B
"June 7, 2019",31.18B
"June 6, 2019",31.07B
"June 5, 2019",30.52B
"June 4, 2019",30.81B
"June 3, 2019",30.04B
"May 31, 2019",29.37B
"May 30, 2019",30.40B
"May 29, 2019",31.23B
"May 28, 2019",31.33B
"May 24, 2019",31.80B
"May 23, 2019",31.46B
"May 22, 2019",33.53B
"May 21, 2019",34.41B
"May 20, 2019",34.25B
"May 17, 2019",34.93B
"May 16, 2019",35.66B
"May 15, 2019",34.79B
"May 14, 2019",34.61B
"May 13, 2019",33.97B
"May 10, 2019",34.94B
"May 9, 2019",34.11B
"May 8, 2019",34.38B
"May 7, 2019",35.20B
"May 6, 2019",36.05B
"May 3, 2019",36.90B
"May 2, 2019",36.82B
"May 1, 2019",37.46B
"April 30, 2019",37.83B
"April 29, 2019",37.38B
"April 26, 2019",37.58B
