date,historical_daily_var_1_all
"Feb. 29, 2020",6.53%
"Jan. 31, 2020",6.43%
"Dec. 31, 2019",6.46%
"Nov. 30, 2019",6.49%
"Oct. 31, 2019",6.52%
"Sept. 30, 2019",6.53%
"Aug. 31, 2019",6.53%
"July 31, 2019",6.48%
"June 30, 2019",6.51%
"May 31, 2019",6.53%
"April 30, 2019",6.53%
"March 31, 2019",6.53%
"Feb. 28, 2019",6.54%
"Jan. 31, 2019",6.54%
"Dec. 31, 2018",6.54%
"Nov. 30, 2018",6.54%
"Oct. 31, 2018",6.55%
"Sept. 30, 2018",6.54%
"Aug. 31, 2018",6.54%
"July 31, 2018",6.54%
"June 30, 2018",6.55%
"May 31, 2018",6.55%
"April 30, 2018",6.56%
"March 31, 2018",6.56%
"Feb. 28, 2018",6.56%
"Jan. 31, 2018",6.56%
"Dec. 31, 2017",6.57%
"Nov. 30, 2017",6.57%
"Oct. 31, 2017",6.57%
"Sept. 30, 2017",6.57%
"Aug. 31, 2017",6.57%
"July 31, 2017",6.57%
"June 30, 2017",6.57%
"May 31, 2017",6.58%
"April 30, 2017",6.58%
"March 31, 2017",6.58%
"Feb. 28, 2017",6.59%
"Jan. 31, 2017",6.59%
"Dec. 31, 2016",6.59%
"Nov. 30, 2016",6.59%
"Oct. 31, 2016",6.59%
"Sept. 30, 2016",6.60%
"Aug. 31, 2016",6.60%
"July 31, 2016",6.61%
"June 30, 2016",6.62%
"May 31, 2016",6.63%
"April 30, 2016",6.64%
"March 31, 2016",6.64%
"Feb. 29, 2016",6.64%
"Jan. 31, 2016",6.63%
"Dec. 31, 2015",6.60%
"Nov. 30, 2015",6.60%
"Oct. 31, 2015",6.61%
"Sept. 30, 2015",6.62%
"Aug. 31, 2015",6.63%
"July 31, 2015",6.60%
"June 30, 2015",6.61%
"May 31, 2015",6.62%
"April 30, 2015",6.62%
"March 31, 2015",6.63%
"Feb. 28, 2015",6.64%
"Jan. 31, 2015",6.65%
"Dec. 31, 2014",6.65%
"Nov. 30, 2014",6.66%
"Oct. 31, 2014",6.67%
"Sept. 30, 2014",6.73%
"Aug. 31, 2014",6.78%
"July 31, 2014",6.84%
"June 30, 2014",6.90%
"May 31, 2014",6.69%
"April 30, 2014",6.75%
"March 31, 2014",6.81%
"Feb. 28, 2014",6.86%
"Jan. 31, 2014",6.91%
"Dec. 31, 2013",6.95%
"Nov. 30, 2013",6.99%
"Oct. 31, 2013",7.02%
"Sept. 30, 2013",7.05%
"Aug. 31, 2013",7.08%
"July 31, 2013",7.10%
"June 30, 2013",7.12%
"May 31, 2013",7.14%
"April 30, 2013",7.16%
"March 31, 2013",7.17%
"Feb. 28, 2013",7.18%
"Jan. 31, 2013",7.18%
"Dec. 31, 2012",7.19%
"Nov. 30, 2012",7.20%
"Oct. 31, 2012",7.20%
"Sept. 30, 2012",7.20%
"Aug. 31, 2012",7.20%
"July 31, 2012",7.20%
"June 30, 2012",7.21%
"May 31, 2012",7.22%
"April 30, 2012",7.24%
"March 31, 2012",7.25%
"Feb. 29, 2012",7.26%
"Jan. 31, 2012",7.27%
"Dec. 31, 2011",7.27%
"Nov. 30, 2011",7.27%
"Oct. 31, 2011",7.25%
"Sept. 30, 2011",7.21%
"Aug. 31, 2011",7.22%
"July 31, 2011",7.12%
"June 30, 2011",7.14%
"May 31, 2011",7.16%
"April 30, 2011",7.17%
"March 31, 2011",7.18%
"Feb. 28, 2011",7.18%
"Jan. 31, 2011",7.19%
"Dec. 31, 2010",7.20%
"Nov. 30, 2010",7.20%
"Oct. 31, 2010",7.20%
"Sept. 30, 2010",7.20%
"Aug. 31, 2010",7.20%
"July 31, 2010",7.21%
"June 30, 2010",7.22%
"May 31, 2010",7.24%
"April 30, 2010",7.25%
"March 31, 2010",7.26%
"Feb. 28, 2010",7.27%
"Jan. 31, 2010",7.27%
"Dec. 31, 2009",7.27%
"Nov. 30, 2009",7.28%
"Oct. 31, 2009",7.28%
"Sept. 30, 2009",7.29%
"Aug. 31, 2009",7.30%
"July 31, 2009",7.31%
"June 30, 2009",7.31%
"May 31, 2009",7.29%
"April 30, 2009",7.29%
"March 31, 2009",7.27%
"Feb. 28, 2009",7.25%
"Jan. 31, 2009",7.16%
"Dec. 31, 2008",7.09%
"Nov. 30, 2008",6.58%
"Oct. 31, 2008",6.47%
"Sept. 30, 2008",6.12%
"Aug. 31, 2008",6.09%
"July 31, 2008",6.09%
"June 30, 2008",6.03%
"May 31, 2008",6.02%
"April 30, 2008",6.02%
"March 31, 2008",6.02%
"Feb. 29, 2008",6.03%
"Jan. 31, 2008",6.03%
"Dec. 31, 2007",6.02%
"Nov. 30, 2007",6.02%
"Oct. 31, 2007",6.03%
"Sept. 30, 2007",6.03%
"Aug. 31, 2007",6.03%
"July 31, 2007",6.03%
"June 30, 2007",6.04%
"May 31, 2007",6.05%
"April 30, 2007",6.06%
"March 31, 2007",6.07%
"Feb. 28, 2007",6.09%
"Jan. 31, 2007",6.09%
"Dec. 31, 2006",6.09%
"Nov. 30, 2006",6.09%
"Oct. 31, 2006",6.09%
"Sept. 30, 2006",6.09%
"Aug. 31, 2006",6.09%
"July 31, 2006",6.09%
"June 30, 2006",6.09%
"May 31, 2006",6.09%
"April 30, 2006",6.10%
"March 31, 2006",6.10%
"Feb. 28, 2006",6.11%
"Jan. 31, 2006",6.12%
"Dec. 31, 2005",6.12%
"Nov. 30, 2005",6.13%
"Oct. 31, 2005",6.13%
"Sept. 30, 2005",6.14%
"Aug. 31, 2005",6.14%
"July 31, 2005",6.17%
"June 30, 2005",6.21%
"May 31, 2005",6.24%
"April 30, 2005",6.14%
"March 31, 2005",6.12%
"Feb. 28, 2005",6.13%
"Jan. 31, 2005",6.13%
"Dec. 31, 2004",6.14%
"Nov. 30, 2004",6.14%
"Oct. 31, 2004",6.16%
"Sept. 30, 2004",6.20%
"Aug. 31, 2004",6.24%
"July 31, 2004",6.27%
"June 30, 2004",6.31%
"May 31, 2004",6.36%
"April 30, 2004",6.40%
"March 31, 2004",6.45%
"Feb. 29, 2004",6.50%
"Jan. 31, 2004",6.53%
"Dec. 31, 2003",6.54%
"Nov. 30, 2003",6.55%
"Oct. 31, 2003",6.56%
"Sept. 30, 2003",6.57%
"Aug. 31, 2003",6.57%
"July 31, 2003",6.58%
"June 30, 2003",6.59%
"May 31, 2003",6.59%
"April 30, 2003",6.60%
"March 31, 2003",6.71%
"Feb. 28, 2003",6.81%
"Jan. 31, 2003",6.90%
"Dec. 31, 2002",7.01%
"Nov. 30, 2002",7.08%
"Oct. 31, 2002",7.10%
"Sept. 30, 2002",6.85%
"Aug. 31, 2002",6.95%
"July 31, 2002",7.05%
"June 30, 2002",6.69%
"May 31, 2002",6.78%
"April 30, 2002",6.89%
"March 31, 2002",7.00%
"Feb. 28, 2002",7.08%
"Jan. 31, 2002",7.10%
"Dec. 31, 2001",7.12%
"Nov. 30, 2001",7.14%
"Oct. 31, 2001",7.16%
"Sept. 30, 2001",7.18%
"Aug. 31, 2001",6.76%
"July 31, 2001",6.87%
"June 30, 2001",6.97%
"May 31, 2001",7.07%
"April 30, 2001",6.71%
"March 31, 2001",6.81%
"Feb. 28, 2001",6.91%
"Jan. 31, 2001",7.01%
"Dec. 31, 2000",6.64%
"Nov. 30, 2000",6.74%
"Oct. 31, 2000",6.58%
"Sept. 30, 2000",6.59%
"Aug. 31, 2000",6.60%
"July 31, 2000",6.68%
"June 30, 2000",6.78%
"May 31, 2000",6.59%
"April 30, 2000",6.59%
"March 31, 2000",6.57%
"Feb. 29, 2000",6.58%
"Jan. 31, 2000",6.58%
"Dec. 31, 1999",6.59%
"Nov. 30, 1999",6.59%
"Oct. 31, 1999",6.57%
"Sept. 30, 1999",6.58%
"Aug. 31, 1999",6.59%
"July 31, 1999",6.59%
"June 30, 1999",6.60%
"May 31, 1999",6.71%
"April 30, 1999",6.81%
"March 31, 1999",6.90%
"Feb. 28, 1999",7.02%
"Jan. 31, 1999",7.08%
"Dec. 31, 1998",6.72%
"Nov. 30, 1998",6.84%
"Oct. 31, 1998",6.94%
"Sept. 30, 1998",6.14%
"Aug. 31, 1998",6.22%
"July 31, 1998",5.38%
"June 30, 1998",5.04%
"May 31, 1998",4.97%
"April 30, 1998",5.21%
"March 31, 1998",5.53%
"Feb. 28, 1998",5.84%
"Jan. 31, 1998",6.13%
"Dec. 31, 1997",6.34%
"Nov. 30, 1997",6.93%
"Oct. 31, 1997",7.44%
"Sept. 30, 1997",3.09%
"Aug. 31, 1997",2.28%
