date,cash_financing_ttm
"Dec. 31, 2019",-2.997B
"Sept. 30, 2019",-3.461B
"June 30, 2019",-3.591B
"March 31, 2019",-2.973B
"Dec. 31, 2018",-3.168B
"Sept. 30, 2018",-2.51B
"June 30, 2018",-2.346B
"March 31, 2018",-2.193B
"Dec. 31, 2017",-2.272B
"Sept. 30, 2017",-3.376B
"June 30, 2017",-2.103B
"March 31, 2017",-2.12B
"Dec. 31, 2016",-2.012B
"Sept. 30, 2016",-1.397B
"June 30, 2016",-3.35B
"March 31, 2016",-3.615B
"Dec. 31, 2015",-2.545B
"Sept. 30, 2015",-2.341B
"June 30, 2015",-1.535B
"March 31, 2015",-1.092B
"Dec. 31, 2014",-1.93B
"Sept. 30, 2014",-921.00M
"June 30, 2014",-577.00M
"March 31, 2014",47.00M
"Dec. 31, 2013",-163.00M
"Sept. 30, 2013",-746.00M
"June 30, 2013",-655.00M
"March 31, 2013",-1.436B
"Dec. 31, 2012",-1.233B
"Sept. 30, 2012",-1.109B
"June 30, 2012",-1.328B
"March 31, 2012",-873.00M
"Dec. 31, 2011",-1.066B
"Sept. 30, 2011",-733.00M
"June 30, 2011",-488.00M
"March 31, 2011",-612.00M
"Dec. 31, 2010",816.00M
"Sept. 30, 2010",493.00M
"June 30, 2010",436.00M
"March 31, 2010",1.291B
"Dec. 31, 2009",1.289B
"Sept. 30, 2009",1.078B
"June 30, 2009",1.016B
"March 31, 2009",248.00M
"Dec. 31, 2008",-1.607B
"Sept. 30, 2008",-2.387B
"June 30, 2008",-2.843B
"March 31, 2008",-3.712B
"Dec. 31, 2007",-3.831B
"Sept. 30, 2007",-2.977B
"June 30, 2007",-3.078B
"March 31, 2007",-2.521B
"Dec. 31, 2006",-2.188B
"Sept. 30, 2006",-3.286B
"June 30, 2006",-1.97B
"March 31, 2006",-1.614B
"Dec. 31, 2005",-1.331B
"Sept. 30, 2005",-382.00M
"June 30, 2005",-1.017B
"March 31, 2005",-1.286B
"Dec. 31, 2004",207.00M
"Sept. 30, 2004",402.60M
"June 30, 2004",341.60M
"March 31, 2004",900.30M
"Dec. 31, 2003",-135.50M
"Sept. 30, 2003",14.10M
"June 30, 2003",138.30M
"March 31, 2003",-590.60M
"Dec. 31, 2002",-412.40M
"Sept. 30, 2002",2.293B
"June 30, 2002",2.243B
"March 31, 2002",2.872B
"Dec. 31, 2001",2.651B
"Sept. 30, 2001",-190.38M
"June 30, 2001",-386.50M
"March 31, 2001",538.41M
"Dec. 31, 2000",547.19M
"Sept. 30, 2000",598.15M
"June 30, 2000",711.99M
"March 31, 2000",-157.69M
"Dec. 31, 1999",-214.10M
"Sept. 30, 1999",42.80M
"June 30, 1999",387.40M
"March 31, 1999",307.20M
"Dec. 31, 1998",401.70M
"Sept. 30, 1998",273.60M
"June 30, 1998",-236.60M
"March 31, 1998",290.60M
"Dec. 31, 1997",275.50M
"Sept. 30, 1997",258.50M
"June 30, 1997",495.20M
"March 31, 1997",-18.80M
"Dec. 31, 1996",-84.30M
"Sept. 30, 1996",-88.20M
"June 30, 1996",-82.90M
"March 31, 1996",-24.50M
"Dec. 31, 1995",-8.30M
"Sept. 30, 1995",15.20M
"June 30, 1995",-16.90M
"March 31, 1995",30.80M
"Dec. 31, 1994",180.80M
"Sept. 30, 1994",124.30M
"June 30, 1994",145.50M
"March 31, 1994",79.30M
"Dec. 31, 1993",-8.10M
"Sept. 30, 1993",7.60M
"June 30, 1993",63.00M
"March 31, 1993",145.90M
"Dec. 31, 1992",170.50M
"Sept. 30, 1992",172.80M
"June 30, 1992",116.80M
"March 31, 1992",20.50M
"Dec. 31, 1991",67.10M
"Sept. 30, 1991",151.30M
"June 30, 1991",173.00M
"March 31, 1991",162.00M
"Dec. 31, 1990",52.80M
