date,year_low
"March 19, 2020",31.00
"March 18, 2020",31.00
"March 17, 2020",38.00
"March 16, 2020",41.19
"March 13, 2020",41.74
"March 12, 2020",42.69
"March 11, 2020",53.53
"March 10, 2020",57.03
"March 9, 2020",57.36
"March 6, 2020",58.22
"March 5, 2020",60.75
"March 4, 2020",62.41
"March 3, 2020",62.41
"March 2, 2020",62.41
"Feb. 28, 2020",62.41
"Feb. 27, 2020",65.76
"Feb. 26, 2020",69.44
"Feb. 25, 2020",69.44
"Feb. 24, 2020",69.44
"Feb. 21, 2020",69.44
"Feb. 20, 2020",69.44
"Feb. 19, 2020",69.44
"Feb. 18, 2020",69.44
"Feb. 14, 2020",69.44
"Feb. 13, 2020",69.44
"Feb. 12, 2020",69.44
"Feb. 11, 2020",69.44
"Feb. 10, 2020",69.44
"Feb. 7, 2020",69.44
"Feb. 6, 2020",69.44
"Feb. 5, 2020",69.44
"Feb. 4, 2020",69.44
"Feb. 3, 2020",69.44
"Jan. 31, 2020",69.44
"Jan. 30, 2020",69.44
"Jan. 29, 2020",69.44
"Jan. 28, 2020",69.44
"Jan. 27, 2020",69.44
"Jan. 24, 2020",69.44
"Jan. 23, 2020",69.44
"Jan. 22, 2020",69.44
"Jan. 21, 2020",69.44
"Jan. 17, 2020",69.44
"Jan. 16, 2020",69.44
"Jan. 15, 2020",69.44
"Jan. 14, 2020",69.44
"Jan. 13, 2020",69.44
"Jan. 10, 2020",69.44
"Jan. 9, 2020",69.44
"Jan. 8, 2020",69.44
"Jan. 7, 2020",69.44
"Jan. 6, 2020",69.44
"Jan. 3, 2020",69.44
"Jan. 2, 2020",69.44
"Dec. 31, 2019",69.44
"Dec. 30, 2019",69.44
"Dec. 27, 2019",69.44
"Dec. 26, 2019",69.44
"Dec. 24, 2019",68.81
"Dec. 23, 2019",68.81
"Dec. 20, 2019",68.81
"Dec. 19, 2019",68.81
"Dec. 18, 2019",68.81
"Dec. 17, 2019",68.81
"Dec. 16, 2019",68.81
"Dec. 13, 2019",68.81
"Dec. 12, 2019",68.81
"Dec. 11, 2019",68.81
"Dec. 10, 2019",68.81
"Dec. 9, 2019",68.81
"Dec. 6, 2019",68.81
"Dec. 5, 2019",68.81
"Dec. 4, 2019",68.81
"Dec. 3, 2019",68.81
"Dec. 2, 2019",68.81
"Nov. 29, 2019",68.81
"Nov. 27, 2019",68.81
"Nov. 26, 2019",68.81
"Nov. 25, 2019",68.81
"Nov. 22, 2019",68.81
"Nov. 21, 2019",68.81
"Nov. 20, 2019",68.81
"Nov. 19, 2019",68.81
"Nov. 18, 2019",68.81
"Nov. 15, 2019",68.81
"Nov. 14, 2019",68.81
"Nov. 13, 2019",68.81
"Nov. 12, 2019",68.81
"Nov. 11, 2019",68.81
"Nov. 8, 2019",68.81
"Nov. 7, 2019",68.81
"Nov. 6, 2019",68.81
"Nov. 5, 2019",68.81
"Nov. 4, 2019",68.81
"Nov. 1, 2019",68.81
"Oct. 31, 2019",68.81
"Oct. 30, 2019",68.81
"Oct. 29, 2019",68.81
"Oct. 28, 2019",68.81
"Oct. 25, 2019",68.81
"Oct. 24, 2019",68.81
"Oct. 23, 2019",68.81
"Oct. 22, 2019",68.81
"Oct. 21, 2019",68.81
"Oct. 18, 2019",68.81
"Oct. 17, 2019",68.81
"Oct. 16, 2019",68.81
"Oct. 15, 2019",68.81
"Oct. 14, 2019",68.81
"Oct. 11, 2019",68.81
"Oct. 10, 2019",68.81
"Oct. 9, 2019",68.81
"Oct. 8, 2019",68.81
"Oct. 7, 2019",68.81
"Oct. 4, 2019",68.81
"Oct. 3, 2019",68.81
"Oct. 2, 2019",68.81
"Oct. 1, 2019",68.81
"Sept. 30, 2019",68.81
"Sept. 27, 2019",68.81
"Sept. 26, 2019",68.81
"Sept. 25, 2019",68.81
"Sept. 24, 2019",68.81
"Sept. 23, 2019",68.81
"Sept. 20, 2019",68.81
"Sept. 19, 2019",68.81
"Sept. 18, 2019",68.81
"Sept. 17, 2019",68.81
"Sept. 16, 2019",68.81
"Sept. 13, 2019",68.81
"Sept. 12, 2019",68.81
"Sept. 11, 2019",68.81
"Sept. 10, 2019",68.81
"Sept. 9, 2019",68.81
"Sept. 6, 2019",68.81
"Sept. 5, 2019",68.81
"Sept. 4, 2019",68.81
"Sept. 3, 2019",68.81
"Aug. 30, 2019",68.81
"Aug. 29, 2019",68.81
"Aug. 28, 2019",68.81
"Aug. 27, 2019",68.81
"Aug. 26, 2019",68.81
"Aug. 23, 2019",68.81
"Aug. 22, 2019",68.81
"Aug. 21, 2019",68.81
"Aug. 20, 2019",68.81
"Aug. 19, 2019",68.81
"Aug. 16, 2019",68.81
"Aug. 15, 2019",68.81
"Aug. 14, 2019",68.81
"Aug. 13, 2019",68.81
"Aug. 12, 2019",68.81
"Aug. 9, 2019",68.81
"Aug. 8, 2019",68.81
"Aug. 7, 2019",68.81
"Aug. 6, 2019",68.81
"Aug. 5, 2019",68.81
"Aug. 2, 2019",68.81
"Aug. 1, 2019",68.81
"July 31, 2019",68.81
"July 30, 2019",68.81
"July 29, 2019",68.81
"July 26, 2019",68.81
"July 25, 2019",68.81
"July 24, 2019",68.81
"July 23, 2019",68.81
"July 22, 2019",68.81
"July 19, 2019",68.81
"July 18, 2019",68.81
"July 17, 2019",68.81
"July 16, 2019",68.81
"July 15, 2019",68.81
"July 12, 2019",68.81
"July 11, 2019",68.81
"July 10, 2019",68.81
"July 9, 2019",68.81
"July 8, 2019",68.81
"July 5, 2019",68.81
"July 3, 2019",68.81
"July 2, 2019",68.81
"July 1, 2019",68.81
"June 28, 2019",68.81
"June 27, 2019",68.81
"June 26, 2019",68.81
"June 25, 2019",68.81
"June 24, 2019",68.81
"June 21, 2019",68.81
"June 20, 2019",68.81
"June 19, 2019",68.81
"June 18, 2019",68.81
"June 17, 2019",68.81
"June 14, 2019",68.81
"June 13, 2019",68.81
"June 12, 2019",68.81
"June 11, 2019",68.81
"June 10, 2019",68.81
"June 7, 2019",68.81
"June 6, 2019",68.81
"June 5, 2019",68.81
"June 4, 2019",68.81
"June 3, 2019",68.81
"May 31, 2019",68.81
"May 30, 2019",68.81
"May 29, 2019",68.81
"May 28, 2019",68.81
"May 24, 2019",68.81
"May 23, 2019",68.81
"May 22, 2019",68.81
"May 21, 2019",68.81
"May 20, 2019",68.81
"May 17, 2019",68.81
"May 16, 2019",68.81
"May 15, 2019",68.81
"May 14, 2019",68.81
"May 13, 2019",68.81
"May 10, 2019",68.81
"May 9, 2019",68.81
"May 8, 2019",68.81
"May 7, 2019",68.81
"May 6, 2019",68.81
"May 3, 2019",68.81
"May 2, 2019",68.81
"May 1, 2019",68.81
"April 30, 2019",68.81
"April 29, 2019",68.81
"April 26, 2019",68.81
"April 25, 2019",68.81
"April 24, 2019",68.81
"April 23, 2019",68.81
"April 22, 2019",68.81
"April 18, 2019",68.81
"April 17, 2019",68.81
"April 16, 2019",68.81
"April 15, 2019",68.81
"April 12, 2019",68.81
"April 11, 2019",68.81
"April 10, 2019",68.81
"April 9, 2019",68.81
"April 8, 2019",68.81
"April 5, 2019",68.81
"April 4, 2019",68.81
"April 3, 2019",68.81
"April 2, 2019",68.81
"April 1, 2019",68.81
"March 29, 2019",68.81
"March 28, 2019",68.81
"March 27, 2019",68.81
"March 26, 2019",68.81
"March 25, 2019",68.81
"March 22, 2019",68.81
"March 21, 2019",68.81
"March 20, 2019",68.81
"March 19, 2019",68.81
"March 18, 2019",68.81
"March 15, 2019",68.81
"March 14, 2019",68.81
"March 13, 2019",68.81
"March 12, 2019",68.81
"March 11, 2019",68.81
"March 8, 2019",68.81
"March 7, 2019",68.81
"March 6, 2019",68.81
"March 5, 2019",68.81
"March 4, 2019",68.81
"March 1, 2019",68.81
"Feb. 28, 2019",68.81
"Feb. 27, 2019",68.81
"Feb. 26, 2019",68.81
"Feb. 25, 2019",68.81
"Feb. 22, 2019",68.81
"Feb. 21, 2019",68.81
"Feb. 20, 2019",68.81
"Feb. 19, 2019",68.81
"Feb. 15, 2019",68.81
"Feb. 14, 2019",68.81
"Feb. 13, 2019",68.81
"Feb. 12, 2019",68.81
"Feb. 11, 2019",68.81
"Feb. 8, 2019",68.81
"Feb. 7, 2019",68.81
"Feb. 6, 2019",68.81
"Feb. 5, 2019",68.81
"Feb. 4, 2019",68.81
"Feb. 1, 2019",68.81
"Jan. 31, 2019",68.81
"Jan. 30, 2019",68.81
"Jan. 29, 2019",68.81
"Jan. 28, 2019",68.81
"Jan. 25, 2019",68.81
"Jan. 24, 2019",68.81
"Jan. 23, 2019",68.81
"Jan. 22, 2019",68.81
"Jan. 18, 2019",68.81
"Jan. 17, 2019",68.81
"Jan. 16, 2019",68.81
"Jan. 15, 2019",68.81
"Jan. 14, 2019",68.81
"Jan. 11, 2019",68.81
"Jan. 10, 2019",68.81
"Jan. 9, 2019",68.81
"Jan. 8, 2019",68.81
"Jan. 7, 2019",68.81
"Jan. 4, 2019",68.81
"Jan. 3, 2019",68.81
"Jan. 2, 2019",68.81
"Dec. 31, 2018",68.81
"Dec. 28, 2018",68.81
"Dec. 27, 2018",68.81
"Dec. 26, 2018",68.81
"Dec. 24, 2018",68.91
"Dec. 21, 2018",70.01
"Dec. 20, 2018",70.01
"Dec. 19, 2018",70.24
"Dec. 18, 2018",70.67
"Dec. 17, 2018",71.25
"Dec. 14, 2018",71.48
"Dec. 13, 2018",71.48
"Dec. 12, 2018",71.48
"Dec. 11, 2018",71.48
"Dec. 10, 2018",71.48
"Dec. 7, 2018",75.55
"Dec. 6, 2018",76.25
"Dec. 4, 2018",76.25
"Dec. 3, 2018",76.25
"Nov. 30, 2018",76.25
"Nov. 29, 2018",76.25
"Nov. 28, 2018",76.25
"Nov. 27, 2018",77.00
"Nov. 26, 2018",77.00
"Nov. 23, 2018",77.00
"Nov. 21, 2018",78.00
"Nov. 20, 2018",78.00
"Nov. 19, 2018",79.53
"Nov. 16, 2018",80.88
"Nov. 15, 2018",80.88
"Nov. 14, 2018",80.00
"Nov. 13, 2018",80.00
"Nov. 12, 2018",80.00
"Nov. 9, 2018",80.00
