date,altman_z_score
"Dec. 31, 2019",3.947
"Sept. 30, 2019",4.036
"June 30, 2019",4.075
"March 31, 2019",4.126
"Dec. 31, 2018",4.361
"Sept. 30, 2018",4.474
"June 30, 2018",4.430
"March 31, 2018",4.187
"Dec. 31, 2017",4.006
"Sept. 30, 2017",3.831
"June 30, 2017",3.780
"March 31, 2017",3.725
"Dec. 31, 2016",3.648
"Sept. 30, 2016",3.446
"June 30, 2016",3.627
"March 31, 2016",4.101
"Dec. 31, 2015",4.352
"Sept. 30, 2015",4.376
"June 30, 2015",4.431
"March 31, 2015",4.741
"Dec. 31, 2014",4.784
"Sept. 30, 2014",4.539
"June 30, 2014",4.661
"March 31, 2014",4.637
"Dec. 31, 2013",4.536
"Sept. 30, 2013",4.395
"June 30, 2013",4.634
"March 31, 2013",4.63
"Dec. 31, 2012",4.536
"Sept. 30, 2012",4.365
"June 30, 2012",4.538
"March 31, 2012",4.269
"Dec. 31, 2011",4.068
"Sept. 30, 2011",3.892
"June 30, 2011",3.746
"March 31, 2011",3.459
"Dec. 31, 2010",3.328
"Sept. 30, 2010",3.040
"June 30, 2010",2.953
"March 31, 2010",2.756
"Dec. 31, 2009",2.698
"Sept. 30, 2009",2.407
"June 30, 2009",3.049
"March 31, 2009",3.856
"Dec. 31, 2008",4.439
"Sept. 30, 2008",4.324
"June 30, 2008",4.068
"March 31, 2008",4.326
"Dec. 31, 2007",4.258
"Sept. 30, 2007",4.212
"June 30, 2007",4.482
"March 31, 2007",4.517
"Dec. 31, 2006",4.451
"Sept. 30, 2006",4.681
"June 30, 2006",4.738
"March 31, 2006",4.633
"Dec. 31, 2005",4.294
"Sept. 30, 2005",3.730
"June 30, 2005",4.688
"March 31, 2005",4.544
"Dec. 31, 2004",4.159
"Sept. 30, 2004",3.628
"June 30, 2004",3.404
"March 31, 2004",3.026
"Dec. 31, 2003",3.191
"Sept. 30, 2003",3.116
"June 30, 2003",3.068
"March 31, 2003",2.914
"Dec. 31, 2002",2.432
"Sept. 30, 2002",2.054
"June 30, 2002",1.784
"March 31, 2002",1.604
"Dec. 31, 2001",1.519
"Sept. 30, 2001",4.408
"June 30, 2001",4.564
"March 31, 2001",4.622
"Dec. 31, 2000",4.522
"Sept. 30, 2000",4.093
"June 30, 2000",3.355
"March 31, 2000",3.666
"Dec. 31, 1999",3.114
"Sept. 30, 1999",2.502
"June 30, 1999",2.346
"March 31, 1999",2.419
"Dec. 31, 1998",2.421
"Sept. 30, 1998",2.645
"June 30, 1998",3.740
"March 31, 1998",3.704
"Dec. 31, 1997",3.726
"Sept. 30, 1997",2.804
