date,net_income_ttm
"Dec. 31, 2019",2.422B
"Sept. 30, 2019",2.314B
"June 30, 2019",2.561B
"March 31, 2019",2.794B
"Dec. 31, 2018",3.122B
"Sept. 30, 2018",4.541B
"June 30, 2018",4.526B
"March 31, 2018",4.229B
"Dec. 31, 2017",4.065B
"Sept. 30, 2017",2.061B
"June 30, 2017",1.833B
"March 31, 2017",2.099B
"Dec. 31, 2016",2.289B
"Sept. 30, 2016",2.22B
"June 30, 2016",2.984B
"March 31, 2016",3.521B
"Dec. 31, 2015",3.99B
"Sept. 30, 2015",4.847B
"June 30, 2015",4.529B
"March 31, 2015",3.766B
"Dec. 31, 2014",3.63B
"Sept. 30, 2014",3.763B
"June 30, 2014",3.016B
"March 31, 2014",2.894B
"Dec. 31, 2013",2.72B
"Sept. 30, 2013",2.442B
"June 30, 2013",2.804B
"March 31, 2013",3.169B
"Dec. 31, 2012",2.083B
"Sept. 30, 2012",1.118B
"June 30, 2012",1.647B
"March 31, 2012",1.56B
"Dec. 31, 2011",2.09B
"Sept. 30, 2011",1.607B
"June 30, 2011",696.00M
"March 31, 2011",535.00M
"Dec. 31, 2010",324.00M
"Sept. 30, 2010",-646.00M
"June 30, 2010",-1.567B
"March 31, 2010",-2.404B
"Dec. 31, 2009",-1.982B
"Sept. 30, 2009",-3.852B
"June 30, 2009",-2.071B
"March 31, 2009",-1.083B
"Dec. 31, 2008",-1.131B
"Sept. 30, 2008",2.714B
"June 30, 2008",2.836B
"March 31, 2008",4.351B
"Dec. 31, 2007",5.234B
"Sept. 30, 2007",6.192B
"June 30, 2007",6.324B
"March 31, 2007",5.972B
"Dec. 31, 2006",5.483B
"Sept. 30, 2006",5.189B
"June 30, 2006",4.644B
"March 31, 2006",3.594B
"Dec. 31, 2005",3.473B
"Sept. 30, 2005",2.731B
"June 30, 2005",2.303B
"March 31, 2005",2.089B
"Dec. 31, 2004",1.803B
"Sept. 30, 2004",1.445B
"June 30, 2004",1.202B
"March 31, 2004",698.10M
"Dec. 31, 2003",620.70M
"Sept. 30, 2003",578.90M
"June 30, 2003",417.60M
"March 31, 2003",300.50M
"Dec. 31, 2002",91.50M
"Sept. 30, 2002",54.10M
"June 30, 2002",125.31M
"March 31, 2002",388.81M
"Dec. 31, 2001",563.49M
"Sept. 30, 2001",605.24M
"June 30, 2001",631.58M
"March 31, 2001",444.46M
"Dec. 31, 2000",339.12M
"Sept. 30, 2000",262.28M
"June 30, 2000",157.52M
"March 31, 2000",47.74M
"Dec. 31, 1999",14.28M
"Sept. 30, 1999",-87.92M
"June 30, 1999",-106.22M
"March 31, 1999",-44.12M
"Dec. 31, 1998",-47.30M
"Sept. 30, 1998",50.80M
"June 30, 1998",98.00M
"March 31, 1998",74.70M
"Dec. 31, 1997",96.00M
"Sept. 30, 1997",124.90M
"June 30, 1997",86.50M
"March 31, 1997",90.70M
"Dec. 31, 1996",95.20M
"Sept. 30, 1996",125.00M
"June 30, 1996",134.50M
"March 31, 1996",134.10M
"Dec. 31, 1995",118.00M
"Sept. 30, 1995",50.80M
"June 30, 1995",40.70M
"March 31, 1995",24.40M
"Dec. 31, 1994",26.90M
"Sept. 30, 1994",7.80M
"June 30, 1994",6.60M
"March 31, 1994",27.10M
"Dec. 31, 1993",36.40M
"Sept. 30, 1993",59.80M
"June 30, 1993",76.60M
"March 31, 1993",79.30M
"Dec. 31, 1992",83.80M
"Sept. 30, 1992",98.40M
"June 30, 1992",100.30M
"March 31, 1992",98.10M
"Dec. 31, 1991",98.60M
"Sept. 30, 1991",109.10M
"June 30, 1991",110.90M
"March 31, 1991",105.60M
"Dec. 31, 1990",94.70M
"Sept. 30, 1990",68.60M
"June 30, 1990",41.20M
"March 31, 1990",39.80M
"Dec. 31, 1989",41.50M
"Sept. 30, 1989",44.20M
"June 30, 1989",47.30M
"March 31, 1989",34.10M
"Dec. 31, 1988",30.60M
"Sept. 30, 1988",40.70M
"June 30, 1988",16.50M
"March 31, 1988",0.00
"Dec. 31, 1987",57.50M
"Sept. 30, 1987",38.60M
"June 30, 1987",12.70M
"March 31, 1987",13.90M
"Dec. 31, 1986",-92.80M
"Sept. 30, 1986",-83.50M
"June 30, 1986",-35.30M
"March 31, 1986",-13.50M
"Dec. 31, 1985",34.70M
"Sept. 30, 1985",10.00M
"June 30, 1985",-4.20M
"March 31, 1985",-14.30M
"Dec. 31, 1984",-16.10M
