date,liabilities
"Dec. 31, 2019",31.33B
"Sept. 30, 2019",29.64B
"June 30, 2019",30.18B
"March 31, 2019",30.32B
"Dec. 31, 2018",27.42B
"Sept. 30, 2018",28.93B
"June 30, 2018",27.87B
"March 31, 2018",26.45B
"Dec. 31, 2017",27.26B
"Sept. 30, 2017",26.76B
"June 30, 2017",25.21B
"March 31, 2017",25.40B
"Dec. 31, 2016",25.32B
"Sept. 30, 2016",25.14B
"June 30, 2016",24.05B
"March 31, 2016",22.76B
"Dec. 31, 2015",22.87B
"Sept. 30, 2015",23.96B
"June 30, 2015",25.59B
"March 31, 2015",24.40B
"Dec. 31, 2014",24.31B
"Sept. 30, 2014",27.39B
"June 30, 2014",26.29B
"March 31, 2014",26.69B
"Dec. 31, 2013",27.31B
"Sept. 30, 2013",27.91B
"June 30, 2013",26.15B
"March 31, 2013",27.08B
"Dec. 31, 2012",26.38B
"Sept. 30, 2012",26.41B
"June 30, 2012",24.56B
"March 31, 2012",26.64B
"Dec. 31, 2011",26.34B
"Sept. 30, 2011",25.01B
"June 30, 2011",23.53B
"March 31, 2011",24.37B
"Dec. 31, 2010",22.60B
"Sept. 30, 2010",21.88B
"June 30, 2010",21.43B
"March 31, 2010",21.80B
"Dec. 31, 2009",20.85B
"Sept. 30, 2009",20.92B
"June 30, 2009",20.81B
"March 31, 2009",19.97B
"Dec. 31, 2008",18.80B
"Sept. 30, 2008",24.09B
"June 30, 2008",24.98B
"March 31, 2008",22.44B
"Dec. 31, 2007",24.22B
"Sept. 30, 2007",22.89B
"June 30, 2007",22.24B
"March 31, 2007",19.46B
"Dec. 31, 2006",19.15B
"Sept. 30, 2006",18.60B
"June 30, 2006",19.76B
"March 31, 2006",17.90B
"Dec. 31, 2005",17.75B
"Sept. 30, 2005",18.98B
"June 30, 2005",12.74B
"March 31, 2005",12.32B
"Dec. 31, 2004",11.59B
"Sept. 30, 2004",12.22B
"June 30, 2004",11.82B
"March 31, 2004",11.34B
"Dec. 31, 2003",9.929B
"Sept. 30, 2003",9.683B
"June 30, 2003",9.471B
"March 31, 2003",9.842B
"Dec. 31, 2002",10.04B
"Sept. 30, 2002",9.634B
"June 30, 2002",9.630B
"March 31, 2002",10.14B
"Dec. 31, 2001",10.08B
"Sept. 30, 2001",3.287B
"June 30, 2001",3.264B
"March 31, 2001",2.855B
"Dec. 31, 2000",2.608B
"Sept. 30, 2000",2.593B
"June 30, 2000",2.692B
"March 31, 2000",2.012B
"Dec. 31, 1999",1.895B
"Sept. 30, 1999",1.923B
"June 30, 1999",1.814B
"March 31, 1999",1.734B
"Dec. 31, 1998",1.640B
"Sept. 30, 1998",1.632B
"June 30, 1998",1.286B
"March 31, 1998",1.283B
"Dec. 31, 1997",1.334B
"Sept. 30, 1997",1.268B
"June 30, 1997",1.696B
"March 31, 1997",1.766B
"Dec. 31, 1996",908.60M
"Sept. 30, 1996",1.779B
"June 30, 1996",1.736B
"March 31, 1996",1.716B
"Dec. 31, 1995",1.836B
"Sept. 30, 1995",1.710B
"June 30, 1995",1.717B
"March 31, 1995",1.716B
"Dec. 31, 1994",1.806B
"Sept. 30, 1994",1.619B
"June 30, 1994",1.689B
"March 31, 1994",841.80M
"Dec. 31, 1993",908.30M
"Sept. 30, 1993",950.20M
"June 30, 1993",953.30M
"March 31, 1993",929.20M
"Dec. 31, 1992",923.30M
"Sept. 30, 1992",910.90M
"June 30, 1992",871.60M
"March 31, 1992",718.70M
"Dec. 31, 1991",778.30M
"Sept. 30, 1991",695.90M
"June 30, 1991",656.70M
"March 31, 1991",692.20M
"Dec. 31, 1990",578.70M
"Sept. 30, 1990",494.90M
"June 30, 1990",454.90M
"March 31, 1990",456.80M
"Dec. 31, 1989",486.70M
"Dec. 31, 1988",418.60M
"Dec. 31, 1987",472.30M
"Dec. 31, 1986",1.32B
"Dec. 31, 1985",1.512B
"Dec. 31, 1984",1.559B
