date,fulmer_h_score
"Dec. 31, 2019",7.764
"Sept. 30, 2019",7.635
"June 30, 2019",7.606
"March 31, 2019",7.680
"Dec. 31, 2018",8.026
"Sept. 30, 2018",7.901
"June 30, 2018",7.966
"March 31, 2018",7.835
"Dec. 31, 2017",7.915
"Sept. 30, 2017",7.642
"June 30, 2017",7.431
"March 31, 2017",7.589
"Dec. 31, 2016",7.795
"Sept. 30, 2016",7.515
"June 30, 2016",8.079
"March 31, 2016",8.296
"Dec. 31, 2015",8.533
"Sept. 30, 2015",8.854
"June 30, 2015",8.822
"March 31, 2015",8.374
"Dec. 31, 2014",8.243
"Sept. 30, 2014",8.415
"June 30, 2014",7.785
"March 31, 2014",7.744
"Dec. 31, 2013",7.913
"Sept. 30, 2013",7.437
"June 30, 2013",7.992
"March 31, 2013",7.949
"Dec. 31, 2012",7.604
"Sept. 30, 2012",22.85
"June 30, 2012",20.02
"March 31, 2012",11.81
"Dec. 31, 2011",6.439
"Sept. 30, 2011",17.54
"June 30, 2011",5.987
"March 31, 2011",37.32
"Dec. 31, 2010",15.17
"Sept. 30, 2010",17.66
"June 30, 2010",15.60
"March 31, 2010",
"Dec. 31, 2009",25.61
"Sept. 30, 2009",
"June 30, 2009",
"March 31, 2009",33.48
