date,graham_number
"Dec. 31, 2019",83.88
"Sept. 30, 2019",79.96
"June 30, 2019",83.78
"March 31, 2019",86.76
"Dec. 31, 2018",92.32
"Sept. 30, 2018",110.30
"June 30, 2018",108.94
"March 31, 2018",104.99
"Dec. 31, 2017",102.65
"Sept. 30, 2017",69.61
"June 30, 2017",64.09
"March 31, 2017",67.37
"Dec. 31, 2016",70.07
"Sept. 30, 2016",69.12
"June 30, 2016",78.73
"March 31, 2016",83.93
"Dec. 31, 2015",88.05
"Sept. 30, 2015",97.34
"June 30, 2015",91.93
"March 31, 2015",81.15
"Dec. 31, 2014",78.78
"Sept. 30, 2014",78.78
"June 30, 2014",69.26
"March 31, 2014",66.98
"Dec. 31, 2013",63.81
"Sept. 30, 2013",57.92
"June 30, 2013",61.35
"March 31, 2013",65.58
"Dec. 31, 2012",52.50
"Sept. 30, 2012",37.63
"June 30, 2012",44.37
"March 31, 2012",41.95
"Dec. 31, 2011",49.28
"Sept. 30, 2011",43.41
"June 30, 2011",27.61
"March 31, 2011",23.77
"Dec. 31, 2010",18.41
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",
"Dec. 31, 2009",
"Sept. 30, 2009",
"June 30, 2009",
"March 31, 2009",
"Dec. 31, 2008",
"Sept. 30, 2008",65.81
"June 30, 2008",63.39
"March 31, 2008",76.51
"Dec. 31, 2007",83.19
"Sept. 30, 2007",86.50
"June 30, 2007",86.26
"March 31, 2007",84.04
"Dec. 31, 2006",77.49
"Sept. 30, 2006",77.11
"June 30, 2006",69.93
"March 31, 2006",60.21
"Dec. 31, 2005",57.71
"Sept. 30, 2005",53.85
"June 30, 2005",39.84
"March 31, 2005",35.98
"Dec. 31, 2004",33.01
"Sept. 30, 2004",28.45
"June 30, 2004",25.25
"March 31, 2004",19.04
"Dec. 31, 2003",18.11
"Sept. 30, 2003",18.03
"June 30, 2003",15.04
"March 31, 2003",12.62
"Dec. 31, 2002",6.810
"Sept. 30, 2002",6.958
"June 30, 2002",11.10
"March 31, 2002",18.87
"Dec. 31, 2001",22.35
"Sept. 30, 2001",21.10
"June 30, 2001",21.07
"March 31, 2001",16.74
"Dec. 31, 2000",13.98
"Sept. 30, 2000",12.05
"June 30, 2000",9.170
"March 31, 2000",4.839
"Dec. 31, 1999",2.608
"Sept. 30, 1999",
"June 30, 1999",
"March 31, 1999",
"Dec. 31, 1998",
"Sept. 30, 1998",5.183
"June 30, 1998",7.158
"March 31, 1998",6.160
"Dec. 31, 1997",7.066
"Sept. 30, 1997",8.018
"June 30, 1997",7.020
