date,one_year_return
"March 19, 2020",-56.72%
"March 18, 2020",-59.63%
"March 17, 2020",-54.14%
"March 16, 2020",-51.07%
"March 13, 2020",-40.75%
"March 12, 2020",-47.57%
"March 11, 2020",-34.81%
"March 10, 2020",-24.20%
"March 9, 2020",-26.77%
"March 6, 2020",-22.45%
"March 5, 2020",-23.97%
"March 4, 2020",-22.27%
"March 3, 2020",-22.26%
"March 2, 2020",-18.12%
"Feb. 28, 2020",-18.77%
"Feb. 27, 2020",-20.34%
"Feb. 26, 2020",-15.03%
"Feb. 25, 2020",-12.40%
"Feb. 24, 2020",-8.46%
"Feb. 21, 2020",-1.87%
"Feb. 20, 2020",-1.47%
"Feb. 19, 2020",-1.84%
"Feb. 18, 2020",-2.23%
"Feb. 14, 2020",-1.16%
"Feb. 13, 2020",0.29%
"Feb. 12, 2020",3.29%
"Feb. 11, 2020",1.08%
"Feb. 10, 2020",0.27%
"Feb. 7, 2020",0.15%
"Feb. 6, 2020",-3.08%
"Feb. 5, 2020",-2.54%
"Feb. 4, 2020",-4.19%
"Feb. 3, 2020",-5.88%
"Jan. 31, 2020",-4.00%
"Jan. 30, 2020",5.90%
"Jan. 29, 2020",6.56%
"Jan. 28, 2020",6.07%
"Jan. 27, 2020",3.48%
"Jan. 24, 2020",13.06%
"Jan. 23, 2020",12.20%
"Jan. 22, 2020",9.28%
"Jan. 21, 2020",9.27%
"Jan. 17, 2020",13.33%
"Jan. 16, 2020",16.43%
"Jan. 15, 2020",17.13%
"Jan. 14, 2020",20.84%
"Jan. 13, 2020",22.66%
"Jan. 10, 2020",25.15%
"Jan. 9, 2020",23.15%
"Jan. 8, 2020",20.33%
"Jan. 7, 2020",20.29%
"Jan. 6, 2020",18.85%
"Jan. 3, 2020",23.34%
"Jan. 2, 2020",25.90%
"Dec. 31, 2019",24.92%
"Dec. 30, 2019",26.40%
"Dec. 27, 2019",24.88%
"Dec. 26, 2019",28.80%
"Dec. 24, 2019",37.95%
"Dec. 23, 2019",32.94%
"Dec. 20, 2019",34.92%
"Dec. 19, 2019",33.26%
"Dec. 18, 2019",33.00%
"Dec. 17, 2019",31.83%
"Dec. 16, 2019",29.80%
"Dec. 13, 2019",27.70%
"Dec. 12, 2019",28.37%
"Dec. 11, 2019",26.78%
"Dec. 10, 2019",28.88%
"Dec. 9, 2019",21.75%
"Dec. 6, 2019",18.73%
"Dec. 5, 2019",16.95%
"Dec. 4, 2019",17.23%
"Dec. 3, 2019",15.49%
"Dec. 2, 2019",19.65%
"Nov. 29, 2019",20.16%
"Nov. 27, 2019",25.40%
"Nov. 26, 2019",23.69%
"Nov. 25, 2019",26.38%
"Nov. 22, 2019",23.12%
"Nov. 21, 2019",24.26%
"Nov. 20, 2019",23.64%
"Nov. 19, 2019",20.98%
"Nov. 18, 2019",20.38%
"Nov. 15, 2019",20.82%
"Nov. 14, 2019",22.44%
"Nov. 13, 2019",19.96%
"Nov. 12, 2019",16.88%
"Nov. 11, 2019",14.96%
"Nov. 8, 2019",13.71%
"Nov. 7, 2019",9.52%
"Nov. 6, 2019",9.94%
"Nov. 5, 2019",10.91%
"Nov. 4, 2019",10.25%
"Nov. 1, 2019",7.95%
"Oct. 31, 2019",6.47%
"Oct. 30, 2019",9.67%
"Oct. 29, 2019",15.38%
"Oct. 28, 2019",16.65%
"Oct. 25, 2019",13.61%
"Oct. 24, 2019",11.79%
"Oct. 23, 2019",2.39%
"Oct. 22, 2019",1.42%
"Oct. 21, 2019",0.49%
"Oct. 18, 2019",-11.93%
"Oct. 17, 2019",-13.15%
"Oct. 16, 2019",-15.88%
"Oct. 15, 2019",-13.82%
"Oct. 14, 2019",-18.22%
"Oct. 11, 2019",-17.67%
"Oct. 10, 2019",-22.59%
"Oct. 9, 2019",-26.45%
"Oct. 8, 2019",-28.28%
"Oct. 7, 2019",-28.77%
"Oct. 4, 2019",-27.90%
"Oct. 3, 2019",-30.38%
"Oct. 2, 2019",-28.32%
"Oct. 1, 2019",-25.17%
"Sept. 30, 2019",-25.06%
"Sept. 27, 2019",-26.76%
"Sept. 26, 2019",-28.66%
"Sept. 25, 2019",-28.35%
"Sept. 24, 2019",-27.71%
"Sept. 23, 2019",-25.04%
"Sept. 20, 2019",-25.01%
"Sept. 19, 2019",-23.84%
"Sept. 18, 2019",-27.51%
"Sept. 17, 2019",-26.98%
