date,eps_est_0q
"March 17, 2020",0.8586
"March 16, 2020",0.8506
"March 13, 2020",0.8575
"March 10, 2020",0.9096
"March 5, 2020",0.9137
"March 2, 2020",0.9344
"Feb. 28, 2020",1.032
"Feb. 21, 2020",1.071
"Feb. 19, 2020",1.070
"Feb. 10, 2020",1.108
"Feb. 8, 2020",1.108
"Feb. 7, 2020",1.118
"Feb. 6, 2020",1.118
"Feb. 3, 2020",1.112
"Jan. 31, 2020",1.132
"Jan. 30, 2020",1.252
"Jan. 29, 2020",1.596
"Jan. 21, 2020",1.534
"Jan. 17, 2020",1.551
"Jan. 16, 2020",1.606
"Jan. 15, 2020",1.634
"Jan. 14, 2020",1.652
"Jan. 8, 2020",1.787
"Jan. 6, 2020",1.774
"Jan. 3, 2020",1.784
"Dec. 31, 2019",1.635
"Dec. 21, 2019",1.717
"Dec. 19, 2019",1.733
"Dec. 18, 2019",1.728
"Dec. 17, 2019",1.710
"Dec. 12, 2019",1.708
"Dec. 9, 2019",1.685
"Dec. 6, 2019",1.674
"Dec. 5, 2019",1.674
"Dec. 2, 2019",1.696
"Nov. 26, 2019",1.697
"Nov. 22, 2019",1.736
"Nov. 19, 2019",1.718
"Nov. 14, 2019",1.740
"Nov. 12, 2019",1.738
"Nov. 11, 2019",1.707
"Nov. 6, 2019",1.695
"Nov. 3, 2019",1.702
"Oct. 28, 2019",1.688
"Oct. 26, 2019",1.704
"Oct. 25, 2019",1.708
"Oct. 24, 2019",1.620
"Oct. 22, 2019",1.438
"Oct. 21, 2019",1.421
"Oct. 17, 2019",1.390
"Oct. 16, 2019",1.387
"Oct. 15, 2019",1.384
"Oct. 10, 2019",1.393
"Oct. 9, 2019",1.389
"Oct. 8, 2019",1.386
"Oct. 4, 2019",1.504
"Oct. 1, 2019",1.508
"Sept. 30, 2019",1.35
"Sept. 27, 2019",1.722
"Sept. 25, 2019",1.742
"Sept. 24, 2019",1.828
"Sept. 12, 2019",1.804
"Sept. 10, 2019",1.840
"Sept. 3, 2019",1.895
"Aug. 27, 2019",1.885
"Aug. 26, 2019",1.898
"Aug. 23, 2019",1.898
"Aug. 22, 2019",1.910
"Aug. 15, 2019",1.953
"Aug. 14, 2019",1.988
"Aug. 6, 2019",2.075
"July 30, 2019",2.037
"July 26, 2019",2.062
"July 25, 2019",2.167
"July 19, 2019",2.248
"July 18, 2019",2.209
"July 17, 2019",2.273
"July 16, 2019",2.274
"July 15, 2019",2.274
"July 12, 2019",2.263
"July 11, 2019",2.301
"July 8, 2019",2.302
"July 2, 2019",2.314
"July 1, 2019",2.341
"June 30, 2019",1.513
"June 26, 2019",1.968
"June 24, 2019",1.946
"June 22, 2019",1.956
"June 21, 2019",1.952
"June 20, 2019",1.971
"June 13, 2019",1.981
"June 10, 2019",1.997
"June 6, 2019",2.012
"May 23, 2019",2.027
"May 21, 2019",2.028
"May 16, 2019",2.032
"May 15, 2019",2.023
"May 14, 2019",1.979
"May 7, 2019",1.956
"May 2, 2019",1.963
"April 29, 2019",1.990
"April 26, 2019",1.976
"April 25, 2019",2.122
"April 18, 2019",2.091
"April 17, 2019",2.103
"April 16, 2019",2.119
"April 15, 2019",2.129
"April 12, 2019",2.089
"April 11, 2019",2.095
"April 10, 2019",2.051
"April 9, 2019",2.109
"April 8, 2019",2.111
"April 5, 2019",2.105
"April 4, 2019",2.102
"April 3, 2019",2.105
"March 31, 2019",0.2289
"March 28, 2019",0.4666
"March 27, 2019",0.5309
"March 25, 2019",0.5347
"March 20, 2019",0.5447
"March 19, 2019",0.5915
"March 13, 2019",0.5934
"March 12, 2019",0.6198
"March 8, 2019",0.6461
"March 4, 2019",0.6734
"March 2, 2019",0.6776
"Feb. 19, 2019",0.6973
"Feb. 12, 2019",0.723
"Feb. 5, 2019",0.7537
"Feb. 1, 2019",0.7537
"Jan. 31, 2019",0.5618
"Jan. 29, 2019",1.104
"Jan. 25, 2019",1.099
"Jan. 24, 2019",1.094
"Jan. 18, 2019",1.093
"Jan. 17, 2019",1.141
"Jan. 15, 2019",1.209
"Jan. 14, 2019",1.206
"Jan. 11, 2019",1.184
"Jan. 10, 2019",1.196
"Jan. 9, 2019",1.255
"Jan. 8, 2019",1.299
"Jan. 7, 2019",1.345
"Jan. 4, 2019",1.452
"Dec. 31, 2018",1.113
"Dec. 18, 2018",1.044
"Dec. 17, 2018",1.068
"Dec. 11, 2018",1.071
"Dec. 10, 2018",1.082
"Dec. 3, 2018",1.114
"Dec. 2, 2018",1.113
"Nov. 30, 2018",1.137
"Nov. 29, 2018",1.154
"Nov. 27, 2018",1.148
"Nov. 20, 2018",1.198
"Nov. 16, 2018",1.228
"Oct. 31, 2018",1.28
"Oct. 29, 2018",1.296
"Oct. 27, 2018",1.278
"Oct. 26, 2018",1.274
"Oct. 25, 2018",1.365
"Oct. 19, 2018",1.398
"Oct. 18, 2018",1.415
"Oct. 17, 2018",1.453
"Oct. 16, 2018",1.458
"Oct. 15, 2018",1.448
"Oct. 9, 2018",1.467
"Oct. 8, 2018",1.470
"Oct. 5, 2018",1.464
"Oct. 3, 2018",1.464
"Sept. 30, 2018",1.953
"Sept. 28, 2018",1.918
"Sept. 25, 2018",1.905
"Sept. 20, 2018",1.890
"Sept. 18, 2018",1.910
"Sept. 12, 2018",1.942
"Sept. 10, 2018",1.964
"Sept. 8, 2018",1.957
"Sept. 7, 2018",1.949
"Sept. 4, 2018",1.938
"Aug. 28, 2018",1.943
"Aug. 23, 2018",1.935
"Aug. 15, 2018",1.937
"Aug. 14, 2018",1.939
"Aug. 13, 2018",1.929
"Aug. 2, 2018",1.902
"Aug. 1, 2018",1.889
"July 30, 2018",1.866
"July 27, 2018",1.837
"July 26, 2018",1.794
"July 24, 2018",1.687
"July 23, 2018",1.698
"July 19, 2018",1.780
"July 18, 2018",1.784
"July 17, 2018",1.801
"July 16, 2018",1.775
"July 13, 2018",1.780
"July 12, 2018",1.805
"July 11, 2018",2.091
"July 10, 2018",2.172
"July 9, 2018",2.323
"June 30, 2018",1.981
"June 29, 2018",2.068
"June 28, 2018",2.121
"June 21, 2018",2.140
"June 14, 2018",2.118
"June 8, 2018",2.130
"June 5, 2018",2.149
"June 4, 2018",2.195
"June 1, 2018",2.186
"May 31, 2018",2.206
"May 30, 2018",2.190
"May 29, 2018",2.202
"May 21, 2018",2.204
"May 18, 2018",2.197
"May 16, 2018",2.201
"May 15, 2018",2.188
"May 14, 2018",2.172
"May 11, 2018",2.172
"May 10, 2018",2.211
"May 7, 2018",2.187
"April 30, 2018",2.200
"April 28, 2018",2.218
"April 27, 2018",2.220
"April 26, 2018",2.265
"April 25, 2018",2.384
"April 24, 2018",2.385
"April 23, 2018",2.404
"April 20, 2018",2.353
"April 19, 2018",2.358
"April 16, 2018",2.319
"April 13, 2018",2.230
"April 11, 2018",2.313
"April 9, 2018",2.270
"April 5, 2018",2.285
"April 4, 2018",2.273
"April 2, 2018",2.273
"March 31, 2018",0.9309
"March 26, 2018",1.079
"March 23, 2018",1.100
"March 20, 2018",1.116
"March 19, 2018",1.116
"March 15, 2018",1.123
"March 14, 2018",1.132
"March 13, 2018",1.176
"March 12, 2018",1.254
"March 2, 2018",1.282
"Feb. 26, 2018",1.299
"Feb. 20, 2018",1.301
"Feb. 16, 2018",1.315
"Feb. 15, 2018",1.325
"Feb. 14, 2018",1.231
"Feb. 13, 2018",1.229
"Feb. 9, 2018",1.236
"Feb. 7, 2018",1.252
"Feb. 3, 2018",1.247
"Feb. 2, 2018",1.243
"Feb. 1, 2018",1.223
"Jan. 30, 2018",1.398
"Jan. 29, 2018",1.397
"Jan. 26, 2018",1.380
"Jan. 25, 2018",1.375
"Jan. 24, 2018",1.364
"Jan. 22, 2018",1.383
"Jan. 21, 2018",1.364
"Jan. 19, 2018",1.373
"Jan. 17, 2018",1.337
"Jan. 16, 2018",1.320
"Jan. 12, 2018",1.315
"Jan. 11, 2018",1.266
"Jan. 8, 2018",1.232
"Jan. 6, 2018",1.231
"Jan. 4, 2018",1.232
"Jan. 2, 2018",1.218
