date,revenues_per_share
"Dec. 31, 2019",68.33
"Sept. 30, 2019",65.98
"June 30, 2019",69.38
"March 31, 2019",58.05
"Dec. 31, 2018",68.08
"Sept. 30, 2018",72.25
"June 30, 2018",71.96
"March 31, 2018",61.20
"Dec. 31, 2017",60.26
"Sept. 30, 2017",53.43
"June 30, 2017",49.90
"March 31, 2017",48.27
"Dec. 31, 2016",45.52
"Sept. 30, 2016",42.72
"June 30, 2016",41.67
"March 31, 2016",33.36
"Dec. 31, 2015",38.96
"Sept. 30, 2015",45.71
"June 30, 2015",49.44
"March 31, 2015",41.34
"Dec. 31, 2014",53.47
"Sept. 30, 2014",64.92
"June 30, 2014",65.38
"March 31, 2014",62.80
"Dec. 31, 2013",63.17
"Sept. 30, 2013",66.31
"June 30, 2013",62.11
"March 31, 2013",60.20
"Dec. 31, 2012",60.86
"Sept. 30, 2012",62.46
"June 30, 2012",62.45
"March 31, 2012",63.82
"Dec. 31, 2011",61.92
"Sept. 30, 2011",59.25
"June 30, 2011",54.52
"March 31, 2011",45.91
"Dec. 31, 2010",38.82
"Sept. 30, 2010",37.00
"June 30, 2010",36.26
"March 31, 2010",32.91
"Dec. 31, 2009",27.26
"Sept. 30, 2009",33.11
"June 30, 2009",33.10
"March 31, 2009",25.68
"Dec. 31, 2008",24.31
"Sept. 30, 2008",67.98
"June 30, 2008",68.61
"March 31, 2008",51.65
"Dec. 31, 2007",51.66
"Sept. 30, 2007",42.02
"June 30, 2007",41.87
"March 31, 2007",30.50
"Dec. 31, 2006",31.33
"Sept. 30, 2006",36.69
"June 30, 2006",40.24
"March 31, 2006",32.19
"Dec. 31, 2005",37.23
"Sept. 30, 2005",39.66
"June 30, 2005",32.49
"March 31, 2005",26.89
"Dec. 31, 2004",27.58
"Sept. 30, 2004",25.98
"June 30, 2004",24.92
"March 31, 2004",20.37
"Dec. 31, 2003",18.36
"Sept. 30, 2003",19.44
"June 30, 2003",18.63
"March 31, 2003",21.48
"Dec. 31, 2002",19.14
"Sept. 30, 2002",18.60
"June 30, 2002",16.33
"March 31, 2002",12.20
"Dec. 31, 2001",11.49
"Sept. 30, 2001",15.10
"June 30, 2001",17.33
"March 31, 2001",14.76
"Dec. 31, 2000",16.29
"Sept. 30, 2000",16.80
"June 30, 2000",14.51
"March 31, 2000",12.79
"Dec. 31, 1999",10.63
"Sept. 30, 1999",9.566
"June 30, 1999",8.049
"March 31, 1999",5.963
"Dec. 31, 1998",6.331
"Sept. 30, 1998",6.226
"June 30, 1998",6.335
"March 31, 1998",6.350
"Dec. 31, 1997",7.652
"Sept. 30, 1997",8.632
"June 30, 1997",6.630
"March 31, 1997",8.844
"Dec. 31, 1996",-3.058
"Sept. 30, 1996",6.272
"June 30, 1996",3.822
"March 31, 1996",6.330
"Dec. 31, 1995",-1.960
"Sept. 30, 1995",4.250
"June 30, 1995",4.255
"March 31, 1995",4.316
"Dec. 31, 1994",2.738
"Sept. 30, 1994",3.343
"June 30, 1994",2.601
"March 31, 1994",1.576
"Dec. 31, 1993",1.656
"Sept. 30, 1993",1.911
"June 30, 1993",1.842
"March 31, 1993",1.74
"Dec. 31, 1992",1.776
"Sept. 30, 1992",1.968
"June 30, 1992",1.854
"March 31, 1992",1.684
"Dec. 31, 1991",1.189
"Sept. 30, 1991",1.575
"June 30, 1991",1.684
"March 31, 1991",1.784
"Dec. 31, 1990",2.085
"Sept. 30, 1990",1.878
"June 30, 1990",1.946
"March 31, 1990",1.813
