date,long_term_debt
"Dec. 31, 2019",9.178B
"Sept. 30, 2019",9.17B
"June 30, 2019",9.167B
"March 31, 2019",9.006B
"Dec. 31, 2018",8.871B
"Sept. 30, 2018",8.877B
"June 30, 2018",8.876B
"March 31, 2018",8.086B
"Dec. 31, 2017",8.75B
"Sept. 30, 2017",8.364B
"June 30, 2017",8.366B
"March 31, 2017",8.369B
"Dec. 31, 2016",7.886B
"Sept. 30, 2016",7.888B
"June 30, 2016",6.646B
"March 31, 2016",7.207B
"Dec. 31, 2015",7.208B
"Sept. 30, 2015",7.252B
"June 30, 2015",7.199B
"March 31, 2015",7.224B
"Dec. 31, 2014",5.78B
"Sept. 30, 2014",5.783B
"June 30, 2014",5.784B
"March 31, 2014",5.86B
"Dec. 31, 2013",6.261B
"Sept. 30, 2013",6.261B
"June 30, 2013",6.261B
"March 31, 2013",6.463B
"Dec. 31, 2012",6.463B
"Sept. 30, 2012",
"June 30, 2012",
"March 31, 2012",
"Dec. 31, 2011",6.732B
"Sept. 30, 2011",
"June 30, 2011",6.762B
"March 31, 2011",
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",
"Dec. 31, 2009",
"Sept. 30, 2009",
"June 30, 2009",
"March 31, 2009",
"Dec. 31, 2008",
"Sept. 30, 2008",6.264B
"June 30, 2008",6.263B
"March 31, 2008",6.471B
"Dec. 31, 2007",6.47B
"Sept. 30, 2007",6.854B
"June 30, 2007",6.855B
"March 31, 2007",4.649B
"Dec. 31, 2006",4.619B
"Sept. 30, 2006",4.815B
"June 30, 2006",4.868B
"March 31, 2006",5.089B
"Dec. 31, 2005",5.109B
"Sept. 30, 2005",6.109B
"June 30, 2005",3.607B
"March 31, 2005",3.576B
"Dec. 31, 2004",3.901B
"Sept. 30, 2004",4.164B
"June 30, 2004",4.146B
"March 31, 2004",4.673B
"Dec. 31, 2003",4.239B
"Sept. 30, 2003",4.342B
"June 30, 2003",4.434B
"March 31, 2003",4.134B
"Dec. 31, 2002",4.494B
"Sept. 30, 2002",4.426B
"June 30, 2002",3.857B
"March 31, 2002",2.574B
"Dec. 31, 2001",2.517B
"Sept. 30, 2001",1.042B
"June 30, 2001",1.042B
"March 31, 2001",1.042B
"Dec. 31, 2000",1.042B
"Sept. 30, 2000",1.093B
"June 30, 2000",1.173B
"March 31, 2000",645.16M
"Dec. 31, 1999",785.47M
"Sept. 30, 1999",845.80M
"June 30, 1999",916.10M
"March 31, 1999",846.40M
"Dec. 31, 1998",822.30M
"Sept. 30, 1998",697.70M
"June 30, 1998",410.00M
"March 31, 1998",398.30M
"Dec. 31, 1997",430.20M
"Sept. 30, 1997",323.50M
"June 30, 1997",786.80M
"March 31, 1997",804.40M
"Dec. 31, 1996",353.30M
"Sept. 30, 1996",878.40M
"June 30, 1996",879.40M
"March 31, 1996",919.40M
"Dec. 31, 1995",1.036B
"Sept. 30, 1995",993.20M
"June 30, 1995",1.002B
"March 31, 1995",946.10M
"Dec. 31, 1994",1.022B
"Sept. 30, 1994",954.70M
"June 30, 1994",972.60M
"March 31, 1994",424.80M
"Dec. 31, 1993",485.60M
"Sept. 30, 1993",488.40M
"June 30, 1993",513.60M
"March 31, 1993",503.60M
"Dec. 31, 1992",482.40M
"Sept. 30, 1992",459.40M
"June 30, 1992",455.00M
"March 31, 1992",349.00M
"Dec. 31, 1991",379.90M
"Sept. 30, 1991",340.00M
"June 30, 1991",340.80M
"March 31, 1991",340.90M
"Dec. 31, 1990",247.40M
"Sept. 30, 1990",141.80M
"June 30, 1990",172.50M
"March 31, 1990",196.40M
"Dec. 31, 1989",221.90M
"Dec. 31, 1988",186.00M
"Dec. 31, 1987",213.90M
"Dec. 31, 1986",825.00M
"Dec. 31, 1985",903.80M
"Dec. 31, 1984",981.10M
