date,operating_pe_ratio
"March 19, 2020",4.038
"March 18, 2020",3.780
"March 17, 2020",4.211
"March 16, 2020",4.493
"March 13, 2020",5.386
"March 12, 2020",4.744
"March 11, 2020",5.873
"March 10, 2020",6.524
"March 9, 2020",6.303
"March 6, 2020",6.809
"March 5, 2020",6.659
"March 4, 2020",6.923
"March 3, 2020",6.955
"March 2, 2020",7.325
"Feb. 28, 2020",7.15
"Feb. 27, 2020",7.144
"Feb. 26, 2020",7.740
"Feb. 25, 2020",8.034
"Feb. 24, 2020",8.429
"Feb. 21, 2020",8.947
"Feb. 20, 2020",9.084
"Feb. 19, 2020",8.983
"Feb. 18, 2020",8.906
"Feb. 14, 2020",8.919
"Feb. 13, 2020",9.033
"Feb. 12, 2020",9.178
"Feb. 11, 2020",9.092
"Feb. 10, 2020",9.106
"Feb. 7, 2020",9.07
"Feb. 6, 2020",8.987
"Feb. 5, 2020",9.042
"Feb. 4, 2020",8.768
"Feb. 3, 2020",8.661
"Jan. 31, 2020",9.099
"Jan. 30, 2020",9.518
"Jan. 29, 2020",9.331
"Jan. 28, 2020",9.276
"Jan. 27, 2020",9.179
"Jan. 24, 2020",9.633
"Jan. 23, 2020",9.660
"Jan. 22, 2020",9.672
"Jan. 21, 2020",9.740
"Jan. 17, 2020",9.845
"Jan. 16, 2020",9.927
"Jan. 15, 2020",9.957
"Jan. 14, 2020",10.30
"Jan. 13, 2020",10.39
"Jan. 10, 2020",10.46
"Jan. 9, 2020",10.27
"Jan. 8, 2020",10.05
"Jan. 7, 2020",10.01
"Jan. 6, 2020",9.878
"Jan. 3, 2020",9.877
"Jan. 2, 2020",10.27
"Dec. 31, 2019",10.11
"Dec. 30, 2019",11.42
"Dec. 27, 2019",11.46
"Dec. 26, 2019",11.61
"Dec. 24, 2019",11.69
"Dec. 23, 2019",11.71
"Dec. 20, 2019",11.71
"Dec. 19, 2019",11.63
"Dec. 18, 2019",11.62
"Dec. 17, 2019",11.76
"Dec. 16, 2019",11.70
"Dec. 13, 2019",11.53
"Dec. 12, 2019",11.62
"Dec. 11, 2019",11.42
"Dec. 10, 2019",11.63
"Dec. 9, 2019",11.37
"Dec. 6, 2019",11.51
"Dec. 5, 2019",11.43
"Dec. 4, 2019",11.46
"Dec. 3, 2019",11.54
"Dec. 2, 2019",11.75
"Nov. 29, 2019",11.74
"Nov. 27, 2019",11.94
"Nov. 26, 2019",11.98
"Nov. 25, 2019",11.97
"Nov. 22, 2019",11.99
"Nov. 21, 2019",12.10
"Nov. 20, 2019",11.95
"Nov. 19, 2019",12.00
"Nov. 18, 2019",12.42
"Nov. 15, 2019",12.37
"Nov. 14, 2019",12.39
"Nov. 13, 2019",12.32
"Nov. 12, 2019",12.35
"Nov. 11, 2019",12.38
"Nov. 8, 2019",12.40
"Nov. 7, 2019",12.47
"Nov. 6, 2019",12.34
"Nov. 5, 2019",12.43
"Nov. 4, 2019",12.45
"Nov. 1, 2019",12.28
"Oct. 31, 2019",11.92
"Oct. 30, 2019",12.15
"Oct. 29, 2019",12.39
"Oct. 28, 2019",12.30
"Oct. 25, 2019",12.20
"Oct. 24, 2019",11.91
"Oct. 23, 2019",11.54
"Oct. 22, 2019",11.58
"Oct. 21, 2019",11.46
"Oct. 18, 2019",11.19
"Oct. 17, 2019",11.08
"Oct. 16, 2019",10.95
"Oct. 15, 2019",11.00
"Oct. 14, 2019",10.88
"Oct. 11, 2019",10.82
"Oct. 10, 2019",10.55
"Oct. 9, 2019",10.46
"Oct. 8, 2019",10.24
"Oct. 7, 2019",10.26
"Oct. 4, 2019",10.39
"Oct. 3, 2019",10.27
"Oct. 2, 2019",10.18
"Oct. 1, 2019",10.48
"Sept. 30, 2019",10.48
"Sept. 27, 2019",9.520
"Sept. 26, 2019",9.372
"Sept. 25, 2019",9.432
"Sept. 24, 2019",9.369
"Sept. 23, 2019",9.487
"Sept. 20, 2019",9.341
"Sept. 19, 2019",9.420
"Sept. 18, 2019",9.426
"Sept. 17, 2019",9.506
"Sept. 16, 2019",9.289
"Sept. 13, 2019",9.643
"Sept. 12, 2019",9.437
"Sept. 11, 2019",9.321
"Sept. 10, 2019",9.209
"Sept. 9, 2019",8.950
"Sept. 6, 2019",8.809
"Sept. 5, 2019",8.658
"Sept. 4, 2019",8.431
"Sept. 3, 2019",8.408
"Aug. 30, 2019",8.488
"Aug. 29, 2019",8.483
"Aug. 28, 2019",8.204
"Aug. 27, 2019",8.085
"Aug. 26, 2019",8.311
"Aug. 23, 2019",8.364
"Aug. 22, 2019",8.729
"Aug. 21, 2019",8.839
"Aug. 20, 2019",8.795
"Aug. 19, 2019",8.986
"Aug. 16, 2019",8.808
"Aug. 15, 2019",8.65
"Aug. 14, 2019",8.569
"Aug. 13, 2019",8.878
"Aug. 12, 2019",8.698
"Aug. 9, 2019",8.890
"Aug. 8, 2019",8.88
"Aug. 7, 2019",8.547
"Aug. 6, 2019",8.664
"Aug. 5, 2019",8.544
"Aug. 2, 2019",9.253
"Aug. 1, 2019",9.509
"July 31, 2019",9.612
"July 30, 2019",9.560
"July 29, 2019",9.474
"July 26, 2019",9.506
"July 25, 2019",9.409
"July 24, 2019",9.716
"July 23, 2019",9.558
"July 22, 2019",9.510
"July 19, 2019",9.431
"July 18, 2019",9.398
"July 17, 2019",9.385
"July 16, 2019",9.494
"July 15, 2019",9.507
"July 12, 2019",9.555
"July 11, 2019",9.519
"July 10, 2019",9.403
"July 9, 2019",9.272
"July 8, 2019",9.173
"July 5, 2019",9.227
"July 3, 2019",9.243
"July 2, 2019",9.099
"July 1, 2019",9.499
"June 30, 2019",
"June 28, 2019",8.909
"June 27, 2019",8.735
"June 26, 2019",8.839
"June 25, 2019",8.495
"June 24, 2019",8.405
"June 21, 2019",8.524
"June 20, 2019",8.300
"June 19, 2019",8.134
"June 18, 2019",8.097
"June 17, 2019",8.006
"June 14, 2019",7.988
"June 13, 2019",8.040
"June 12, 2019",7.961
"June 11, 2019",7.947
"June 10, 2019",7.895
"June 7, 2019",7.777
"June 6, 2019",7.750
"June 5, 2019",7.612
"June 4, 2019",7.686
"June 3, 2019",7.493
"May 31, 2019",7.326
"May 30, 2019",7.584
"May 29, 2019",7.791
"May 28, 2019",7.815
"May 24, 2019",7.932
"May 23, 2019",7.848
"May 22, 2019",8.362
"May 21, 2019",8.583
"May 20, 2019",8.542
"May 17, 2019",8.712
"May 16, 2019",8.895
"May 15, 2019",8.676
"May 14, 2019",8.634
"May 13, 2019",8.472
"May 10, 2019",8.714
"May 9, 2019",8.507
"May 8, 2019",8.575
"May 7, 2019",8.779
"May 6, 2019",8.991
"May 3, 2019",9.204
"May 2, 2019",9.184
"May 1, 2019",9.342
"April 30, 2019",9.435
"April 29, 2019",9.325
"April 26, 2019",9.375
"April 25, 2019",9.453
"April 24, 2019",9.13
"April 23, 2019",9.395
"April 22, 2019",9.486
"April 18, 2019",9.162
"April 17, 2019",9.306
"April 16, 2019",9.191
"April 15, 2019",9.122
