date,asset_utilization
"Dec. 31, 2019",2.088
"Sept. 30, 2019",2.121
"June 30, 2019",2.195
"March 31, 2019",2.259
"Dec. 31, 2018",2.320
"Sept. 30, 2018",2.293
"June 30, 2018",2.199
"March 31, 2018",2.059
"Dec. 31, 2017",1.988
"Sept. 30, 2017",1.899
"June 30, 2017",1.835
"March 31, 2017",1.790
"Dec. 31, 2016",1.671
"Sept. 30, 2016",1.631
"June 30, 2016",1.686
"March 31, 2016",1.805
"Dec. 31, 2015",1.918
"Sept. 30, 2015",2.078
"June 30, 2015",2.319
"March 31, 2015",2.534
"Dec. 31, 2014",2.780
"Sept. 30, 2014",2.910
"June 30, 2014",3.001
"March 31, 2014",3.001
"Dec. 31, 2013",3.032
"Sept. 30, 2013",3.066
"June 30, 2013",3.105
"March 31, 2013",3.141
"Dec. 31, 2012",3.220
"Sept. 30, 2012",3.282
"June 30, 2012",3.325
"March 31, 2012",3.270
"Dec. 31, 2011",3.131
"Sept. 30, 2011",2.899
"June 30, 2011",2.645
"March 31, 2011",2.402
"Dec. 31, 2010",2.242
"Sept. 30, 2010",2.064
"June 30, 2010",1.998
"March 31, 2010",1.918
"Dec. 31, 2009",1.796
"Sept. 30, 2009",1.645
"June 30, 2009",2.034
"March 31, 2009",2.484
"Dec. 31, 2008",2.756
"Sept. 30, 2008",3.037
"June 30, 2008",2.794
"March 31, 2008",2.564
"Dec. 31, 2007",2.373
"Sept. 30, 2007",2.210
"June 30, 2007",2.254
"March 31, 2007",2.380
"Dec. 31, 2006",2.508
"Sept. 30, 2006",2.724
"June 30, 2006",2.992
"March 31, 2006",3.067
"Dec. 31, 2005",3.176
"Sept. 30, 2005",3.155
"June 30, 2005",3.156
"March 31, 2005",3.063
"Dec. 31, 2004",3.007
"Sept. 30, 2004",2.811
"June 30, 2004",2.712
"March 31, 2004",2.529
"Dec. 31, 2003",2.549
"Sept. 30, 2003",2.513
"June 30, 2003",2.431
"March 31, 2003",2.316
"Dec. 31, 2002",2.004
"Sept. 30, 2002",1.875
"June 30, 2002",1.784
"March 31, 2002",1.856
"Dec. 31, 2001",2.216
"Sept. 30, 2001",3.439
"June 30, 2001",3.696
"March 31, 2001",3.800
"Dec. 31, 2000",3.895
"Sept. 30, 2000",3.763
"June 30, 2000",3.430
"March 31, 2000",3.231
"Dec. 31, 1999",2.766
"Sept. 30, 1999",2.362
"June 30, 1999",2.152
"March 31, 1999",2.082
"Dec. 31, 1998",2.143
"Sept. 30, 1998",2.277
"June 30, 1998",2.502
"March 31, 1998",2.395
"Dec. 31, 1997",2.547
"Sept. 30, 1997",1.625
"June 30, 1997",1.261
"March 31, 1997",1.019
"Dec. 31, 1996",0.8573
"Sept. 30, 1996",0.8902
"June 30, 1996",0.7598
"March 31, 1996",0.7891
"Dec. 31, 1995",0.6353
"Sept. 30, 1995",0.9976
"June 30, 1995",0.9416
"March 31, 1995",0.8783
"Dec. 31, 1994",0.777
"Sept. 30, 1994",0.7199
"June 30, 1994",0.6523
"March 31, 1994",0.6672
"Dec. 31, 1993",0.6834
"Sept. 30, 1993",0.6973
"June 30, 1993",0.716
"March 31, 1993",0.7409
"Dec. 31, 1992",0.7552
"Sept. 30, 1992",0.7204
"June 30, 1992",0.703
"March 31, 1992",0.70
"Dec. 31, 1991",0.7349
"Sept. 30, 1991",0.8797
"June 30, 1991",0.9687
"March 31, 1991",1.034
"Dec. 31, 1990",1.079
"Sept. 30, 1990",1.058
"June 30, 1990",1.044
