date,price_target_upside
"March 19, 2020",149.6%
"March 18, 2020",166.6%
"March 17, 2020",145.8%
"March 16, 2020",132.6%
"March 13, 2020",105.8%
"March 12, 2020",138.0%
"March 11, 2020",92.28%
"March 10, 2020",73.10%
"March 9, 2020",79.64%
"March 6, 2020",66.28%
"March 5, 2020",70.03%
"March 4, 2020",63.54%
"March 3, 2020",62.80%
"March 2, 2020",54.57%
"Feb. 28, 2020",60.41%
"Feb. 27, 2020",62.48%
"Feb. 26, 2020",49.95%
"Feb. 25, 2020",44.47%
"Feb. 24, 2020",37.70%
"Feb. 21, 2020",29.73%
"Feb. 20, 2020",27.93%
"Feb. 19, 2020",29.76%
"Feb. 18, 2020",30.88%
"Feb. 14, 2020",30.69%
"Feb. 13, 2020",29.49%
"Feb. 12, 2020",27.45%
"Feb. 11, 2020",28.66%
"Feb. 10, 2020",28.46%
"Feb. 7, 2020",29.19%
"Feb. 6, 2020",30.38%
"Feb. 5, 2020",29.59%
"Feb. 4, 2020",33.64%
"Feb. 3, 2020",35.29%
"Jan. 31, 2020",28.78%
"Jan. 30, 2020",23.92%
"Jan. 29, 2020",26.62%
"Jan. 28, 2020",27.37%
"Jan. 27, 2020",28.72%
"Jan. 24, 2020",23.18%
"Jan. 23, 2020",22.84%
"Jan. 22, 2020",22.69%
"Jan. 21, 2020",21.83%
"Jan. 17, 2020",20.54%
"Jan. 16, 2020",19.38%
"Jan. 15, 2020",18.87%
"Jan. 14, 2020",15.00%
"Jan. 13, 2020",13.40%
"Jan. 10, 2020",12.65%
"Jan. 9, 2020",14.68%
"Jan. 8, 2020",17.25%
"Jan. 7, 2020",17.38%
"Jan. 6, 2020",18.92%
"Jan. 3, 2020",19.04%
"Jan. 2, 2020",14.53%
"Dec. 31, 2019",16.34%
"Dec. 30, 2019",17.30%
"Dec. 27, 2019",17.11%
"Dec. 26, 2019",15.60%
"Dec. 24, 2019",14.77%
"Dec. 23, 2019",14.61%
"Dec. 20, 2019",14.57%
"Dec. 19, 2019",15.39%
"Dec. 18, 2019",15.49%
"Dec. 17, 2019",14.34%
"Dec. 16, 2019",14.62%
"Dec. 13, 2019",16.25%
"Dec. 12, 2019",15.36%
"Dec. 11, 2019",17.40%
"Dec. 10, 2019",15.31%
"Dec. 9, 2019",17.87%
"Dec. 6, 2019",16.07%
"Dec. 5, 2019",16.84%
"Dec. 4, 2019",16.56%
"Dec. 3, 2019",15.72%
"Dec. 2, 2019",13.65%
"Nov. 29, 2019",13.78%
"Nov. 27, 2019",11.90%
"Nov. 26, 2019",11.61%
"Nov. 25, 2019",11.71%
"Nov. 22, 2019",11.53%
"Nov. 21, 2019",9.69%
"Nov. 20, 2019",11.07%
"Nov. 19, 2019",10.58%
"Nov. 18, 2019",6.72%
"Nov. 15, 2019",7.20%
"Nov. 14, 2019",6.97%
"Nov. 13, 2019",7.08%
"Nov. 12, 2019",6.84%
"Nov. 11, 2019",5.93%
"Nov. 8, 2019",5.74%
"Nov. 7, 2019",5.18%
"Nov. 6, 2019",6.28%
"Nov. 5, 2019",5.23%
"Nov. 4, 2019",5.08%
"Nov. 1, 2019",5.48%
