Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/11/2020,02/12/2020,03/04/2020,01/23/2020,Normal,0.98
11/19/2019,11/20/2019,12/11/2019,10/31/2019,Normal,0.90
08/05/2019,08/06/2019,09/04/2019,07/18/2019,Normal,0.90
05/14/2019,05/15/2019,06/04/2019,04/30/2019,Normal,0.90
02/12/2019,02/13/2019,03/05/2019,01/24/2019,Normal,0.90
11/19/2018,11/20/2018,12/12/2018,10/31/2018,Normal,0.80
08/06/2018,08/07/2018,09/05/2018,07/20/2018,Normal,0.80
05/16/2018,05/17/2018,06/05/2018,05/04/2018,Normal,0.80
02/12/2018,02/13/2018,03/06/2018,01/23/2018,Normal,0.80
11/20/2017,11/21/2017,12/12/2017,11/02/2017,Normal,0.70
08/07/2017,08/09/2017,09/07/2017,07/20/2017,Normal,0.70
05/15/2017,05/17/2017,06/07/2017,05/03/2017,Normal,0.70
02/13/2017,02/15/2017,03/07/2017,01/26/2017,Normal,0.70
11/18/2016,11/22/2016,12/15/2016,11/02/2016,Normal,0.60
08/09/2016,08/11/2016,09/08/2016,07/28/2016,Normal,0.60
05/23/2016,05/25/2016,06/21/2016,05/12/2016,Normal,0.60
02/05/2016,02/09/2016,03/03/2016,01/21/2016,Normal,0.60
11/19/2015,11/23/2015,12/17/2015,10/28/2015,Normal,0.50
07/31/2015,08/04/2015,09/02/2015,07/13/2015,Normal,0.40
05/11/2015,05/13/2015,06/10/2015,04/30/2015,Normal,0.40
02/09/2015,02/11/2015,03/03/2015,01/26/2015,Normal,0.40
11/17/2014,11/19/2014,12/17/2014,10/23/2014,Normal,0.275
08/18/2014,08/20/2014,09/17/2014,07/29/2014,Normal,0.275
05/19/2014,05/21/2014,06/18/2014,05/01/2014,Normal,0.25
02/10/2014,02/12/2014,03/12/2014,01/22/2014,Normal,0.25
11/25/2013,11/27/2013,12/18/2013,11/08/2013,Normal,0.225
08/12/2013,08/14/2013,09/11/2013,07/25/2013,Normal,0.225
05/20/2013,05/22/2013,06/19/2013,05/01/2013,Normal,0.20
02/11/2013,02/13/2013,03/13/2013,01/24/2013,Normal,0.20
11/19/2012,11/21/2012,12/12/2012,11/07/2012,Normal,0.175
08/13/2012,08/15/2012,09/12/2012,07/27/2012,Normal,0.175
05/21/2012,05/23/2012,06/20/2012,05/04/2012,Normal,0.15
02/13/2012,02/15/2012,03/14/2012,01/25/2012,Normal,0.15
11/14/2011,11/16/2011,12/14/2011,10/28/2011,Normal,0.15
08/15/2011,08/17/2011,09/14/2011,07/29/2011,Normal,0.05
05/16/2011,05/18/2011,06/15/2011,04/29/2011,Normal,0.05
02/14/2011,02/16/2011,03/16/2011,01/26/2011,Normal,0.05
11/15/2010,11/17/2010,12/15/2010,11/04/2010,Normal,0.05
08/16/2010,08/18/2010,09/15/2010,07/30/2010,Normal,0.05
05/17/2010,05/19/2010,06/16/2010,04/30/2010,Normal,0.05
02/12/2010,02/17/2010,03/17/2010,01/28/2010,Normal,0.05
11/06/2009,11/11/2009,12/09/2009,10/16/2009,Normal,0.15
08/10/2009,08/12/2009,09/16/2009,07/31/2009,Normal,0.15
05/22/2009,05/27/2009,06/17/2009,05/01/2009,Normal,0.15
