date,historical_monthly_var_1_all
"Feb. 29, 2020",25.85%
"Jan. 31, 2020",25.85%
"Dec. 31, 2019",25.86%
"Nov. 30, 2019",25.86%
"Oct. 31, 2019",25.87%
"Sept. 30, 2019",25.88%
"Aug. 31, 2019",25.88%
"July 31, 2019",25.89%
"June 30, 2019",25.90%
"May 31, 2019",25.91%
"April 30, 2019",25.95%
"March 31, 2019",25.98%
"Feb. 28, 2019",26.01%
"Jan. 31, 2019",26.04%
"Dec. 31, 2018",26.05%
"Nov. 30, 2018",26.05%
"Oct. 31, 2018",26.05%
"Sept. 30, 2018",26.02%
"Aug. 31, 2018",26.05%
"July 31, 2018",26.05%
"June 30, 2018",26.05%
"May 31, 2018",26.05%
"April 30, 2018",26.06%
"March 31, 2018",26.07%
"Feb. 28, 2018",26.10%
"Jan. 31, 2018",26.13%
"Dec. 31, 2017",26.17%
"Nov. 30, 2017",26.20%
"Oct. 31, 2017",26.23%
"Sept. 30, 2017",26.26%
"Aug. 31, 2017",26.29%
"July 31, 2017",26.32%
"June 30, 2017",26.35%
"May 31, 2017",26.37%
"April 30, 2017",26.39%
"March 31, 2017",26.41%
"Feb. 28, 2017",26.43%
"Jan. 31, 2017",26.43%
"Dec. 31, 2016",26.44%
"Nov. 30, 2016",26.44%
"Oct. 31, 2016",26.44%
"Sept. 30, 2016",26.44%
"Aug. 31, 2016",26.46%
"July 31, 2016",26.48%
"June 30, 2016",26.49%
"May 31, 2016",26.51%
"April 30, 2016",26.53%
"March 31, 2016",26.54%
"Feb. 29, 2016",26.56%
"Jan. 31, 2016",26.58%
"Dec. 31, 2015",26.59%
"Nov. 30, 2015",26.62%
"Oct. 31, 2015",26.64%
"Sept. 30, 2015",26.67%
"Aug. 31, 2015",26.70%
"July 31, 2015",26.72%
"June 30, 2015",26.73%
"May 31, 2015",26.74%
"April 30, 2015",26.75%
"March 31, 2015",26.77%
"Feb. 28, 2015",26.77%
"Jan. 31, 2015",26.78%
"Dec. 31, 2014",26.79%
"Nov. 30, 2014",26.80%
"Oct. 31, 2014",26.80%
"Sept. 30, 2014",26.84%
"Aug. 31, 2014",26.88%
"July 31, 2014",26.91%
"June 30, 2014",26.95%
"May 31, 2014",26.97%
"April 30, 2014",26.98%
"March 31, 2014",26.98%
"Feb. 28, 2014",26.99%
"Jan. 31, 2014",27.00%
"Dec. 31, 2013",27.01%
"Nov. 30, 2013",27.02%
"Oct. 31, 2013",27.03%
"Sept. 30, 2013",27.04%
"Aug. 31, 2013",27.05%
"July 31, 2013",27.06%
"June 30, 2013",27.06%
"May 31, 2013",27.06%
"April 30, 2013",27.06%
"March 31, 2013",27.07%
"Feb. 28, 2013",27.08%
"Jan. 31, 2013",27.09%
"Dec. 31, 2012",27.10%
"Nov. 30, 2012",27.11%
"Oct. 31, 2012",27.12%
"Sept. 30, 2012",27.13%
"Aug. 31, 2012",27.14%
"July 31, 2012",27.15%
"June 30, 2012",27.21%
"May 31, 2012",27.32%
"April 30, 2012",27.45%
"March 31, 2012",27.57%
"Feb. 29, 2012",27.70%
"Jan. 31, 2012",27.77%
"Dec. 31, 2011",27.83%
"Nov. 30, 2011",27.89%
"Oct. 31, 2011",27.95%
"Sept. 30, 2011",28.00%
"Aug. 31, 2011",28.00%
"July 31, 2011",27.43%
"June 30, 2011",27.55%
"May 31, 2011",27.67%
"April 30, 2011",27.76%
"March 31, 2011",27.82%
"Feb. 28, 2011",27.88%
"Jan. 31, 2011",27.94%
"Dec. 31, 2010",28.00%
"Nov. 30, 2010",28.00%
"Oct. 31, 2010",28.01%
"Sept. 30, 2010",28.01%
"Aug. 31, 2010",28.01%
"July 31, 2010",28.02%
"June 30, 2010",28.05%
"May 31, 2010",28.08%
"April 30, 2010",28.11%
"March 31, 2010",28.14%
"Feb. 28, 2010",28.17%
"Jan. 31, 2010",28.20%
"Dec. 31, 2009",28.23%
"Nov. 30, 2009",28.27%
"Oct. 31, 2009",28.31%
"Sept. 30, 2009",28.43%
"Aug. 31, 2009",28.55%
"July 31, 2009",28.66%
"June 30, 2009",28.78%
"May 31, 2009",28.88%
"April 30, 2009",28.98%
"March 31, 2009",29.07%
"Feb. 28, 2009",28.12%
"Jan. 31, 2009",28.14%
"Dec. 31, 2008",28.18%
"Nov. 30, 2008",28.21%
"Oct. 31, 2008",28.10%
"Sept. 30, 2008",25.02%
"Aug. 31, 2008",25.02%
"July 31, 2008",25.03%
"June 30, 2008",24.00%
"May 31, 2008",24.02%
"April 30, 2008",24.05%
"March 31, 2008",24.07%
"Feb. 29, 2008",24.10%
"Jan. 31, 2008",24.13%
"Dec. 31, 2007",23.95%
"Nov. 30, 2007",23.95%
"Oct. 31, 2007",23.97%
"Sept. 30, 2007",24.00%
"Aug. 31, 2007",24.02%
"July 31, 2007",24.04%
"June 30, 2007",24.07%
"May 31, 2007",24.09%
"April 30, 2007",24.12%
"March 31, 2007",24.15%
"Feb. 28, 2007",24.18%
"Jan. 31, 2007",24.20%
"Dec. 31, 2006",24.23%
"Nov. 30, 2006",24.26%
"Oct. 31, 2006",24.29%
"Sept. 30, 2006",24.31%
"Aug. 31, 2006",24.33%
"July 31, 2006",24.36%
"June 30, 2006",24.38%
"May 31, 2006",24.40%
"April 30, 2006",24.43%
"March 31, 2006",24.46%
"Feb. 28, 2006",24.49%
"Jan. 31, 2006",24.52%
"Dec. 31, 2005",24.56%
"Nov. 30, 2005",24.63%
"Oct. 31, 2005",24.70%
"Sept. 30, 2005",24.77%
"Aug. 31, 2005",24.84%
"July 31, 2005",24.89%
"June 30, 2005",24.91%
"May 31, 2005",24.94%
"April 30, 2005",24.96%
"March 31, 2005",24.98%
"Feb. 28, 2005",24.99%
"Jan. 31, 2005",25.00%
"Dec. 31, 2004",25.01%
"Nov. 30, 2004",25.02%
"Oct. 31, 2004",25.02%
"Sept. 30, 2004",25.03%
"Aug. 31, 2004",25.03%
"July 31, 2004",25.03%
"June 30, 2004",25.04%
"May 31, 2004",25.05%
"April 30, 2004",25.07%
"March 31, 2004",25.10%
"Feb. 29, 2004",25.12%
"Jan. 31, 2004",25.15%
"Dec. 31, 2003",25.22%
"Nov. 30, 2003",25.30%
"Oct. 31, 2003",25.37%
"Sept. 30, 2003",25.44%
"Aug. 31, 2003",25.50%
"July 31, 2003",25.55%
"June 30, 2003",25.60%
"May 31, 2003",25.65%
"April 30, 2003",25.70%
"March 31, 2003",25.74%
"Feb. 28, 2003",25.78%
"Jan. 31, 2003",25.81%
"Dec. 31, 2002",25.85%
"Nov. 30, 2002",25.87%
"Oct. 31, 2002",25.88%
"Sept. 30, 2002",25.89%
"Aug. 31, 2002",25.90%
"July 31, 2002",25.91%
"June 30, 2002",25.96%
"May 31, 2002",26.02%
"April 30, 2002",26.09%
"March 31, 2002",26.16%
"Feb. 28, 2002",26.24%
"Jan. 31, 2002",26.36%
"Dec. 31, 2001",26.49%
"Nov. 30, 2001",26.62%
"Oct. 31, 2001",26.75%
"Sept. 30, 2001",26.83%
"Aug. 31, 2001",26.87%
"July 31, 2001",26.91%
"June 30, 2001",26.96%
"May 31, 2001",26.80%
"April 30, 2001",26.85%
"March 31, 2001",26.89%
"Feb. 28, 2001",26.93%
"Jan. 31, 2001",26.97%
"Dec. 31, 2000",27.00%
"Nov. 30, 2000",27.02%
"Oct. 31, 2000",27.03%
"Sept. 30, 2000",27.05%
"Aug. 31, 2000",27.06%
"July 31, 2000",27.18%
"June 30, 2000",27.32%
"May 31, 2000",27.46%
"April 30, 2000",27.61%
"March 31, 2000",27.73%
"Feb. 29, 2000",27.80%
"Jan. 31, 2000",27.86%
"Dec. 31, 1999",27.92%
"Nov. 30, 1999",27.99%
"Oct. 31, 1999",28.21%
"Sept. 30, 1999",28.50%
"Aug. 31, 1999",28.81%
"July 31, 1999",29.12%
"June 30, 1999",29.42%
"May 31, 1999",29.47%
"April 30, 1999",29.52%
"March 31, 1999",29.58%
"Feb. 28, 1999",29.63%
"Jan. 31, 1999",29.72%
"Dec. 31, 1998",29.86%
"Nov. 30, 1998",30.01%
"Oct. 31, 1998",30.14%
"Sept. 30, 1998",30.29%
"Aug. 31, 1998",30.37%
"July 31, 1998",26.91%
"June 30, 1998",12.26%
"May 31, 1998",12.31%
"April 30, 1998",12.38%
"March 31, 1998",12.47%
"Feb. 28, 1998",12.57%
"Jan. 31, 1998",12.65%
"Dec. 31, 1997",11.94%
"Nov. 30, 1997",12.08%
"Oct. 31, 1997",12.52%
"Sept. 30, 1997",2.16%
