date,momentum_fractile
"Feb. 29, 2020",6.00
"Jan. 31, 2020",8.00
"Dec. 31, 2019",8.00
"Nov. 30, 2019",8.00
"Oct. 31, 2019",4.00
"Sept. 30, 2019",3.00
"Aug. 31, 2019",3.00
"July 31, 2019",4.00
"June 30, 2019",3.00
"May 31, 2019",4.00
"April 30, 2019",5.00
"March 31, 2019",5.00
"Feb. 28, 2019",5.00
"Jan. 31, 2019",5.00
"Dec. 31, 2018",6.00
"Nov. 30, 2018",9.00
"Oct. 31, 2018",9.00
"Sept. 30, 2018",10.00
"Aug. 31, 2018",10.00
"July 31, 2018",9.00
"June 30, 2018",10.00
"May 31, 2018",10.00
"April 30, 2018",9.00
"Feb. 28, 2018",9.00
"Jan. 31, 2018",8.00
"Dec. 31, 2017",8.00
"Nov. 30, 2017",8.00
"Oct. 31, 2017",9.00
"Sept. 30, 2017",8.00
"Aug. 31, 2017",8.00
"July 31, 2017",8.00
"June 30, 2017",6.00
"May 31, 2017",6.00
"April 30, 2017",4.00
"March 31, 2017",5.00
"Feb. 28, 2017",4.00
"Jan. 31, 2017",4.00
"Dec. 31, 2016",3.00
"Nov. 30, 2016",4.00
"Oct. 31, 2016",3.00
"Sept. 30, 2016",4.00
"Aug. 31, 2016",4.00
"July 31, 2016",5.00
"June 30, 2016",6.00
"May 31, 2016",8.00
"April 30, 2016",8.00
"March 31, 2016",8.00
"Feb. 29, 2016",10.00
"Jan. 31, 2016",10.00
"Dec. 31, 2015",10.00
"Nov. 30, 2015",10.00
"Oct. 31, 2015",10.00
"Sept. 30, 2015",9.00
"Aug. 31, 2015",9.00
"July 31, 2015",9.00
"June 30, 2015",7.00
"May 31, 2015",6.00
"April 30, 2015",9.00
"March 31, 2015",9.00
"Feb. 28, 2015",6.00
"Jan. 31, 2015",6.00
"Dec. 31, 2014",6.00
"Nov. 30, 2014",9.00
"Oct. 31, 2014",9.00
"Sept. 30, 2014",9.00
"Aug. 31, 2014",9.00
"July 31, 2014",8.00
"June 30, 2014",9.00
"May 31, 2014",9.00
"April 30, 2014",8.00
"March 31, 2014",6.00
"Feb. 28, 2014",8.00
"Jan. 31, 2014",9.00
"Dec. 31, 2013",8.00
"Nov. 30, 2013",8.00
"Oct. 31, 2013",6.00
"Sept. 30, 2013",7.00
"Aug. 31, 2013",9.00
"July 31, 2013",9.00
"June 30, 2013",10.00
"May 31, 2013",10.00
"April 30, 2013",10.00
"Feb. 28, 2013",10.00
"Jan. 31, 2013",10.00
"Dec. 31, 2012",9.00
"Nov. 30, 2012",7.00
"Oct. 31, 2012",10.00
"Sept. 30, 2012",10.00
"Aug. 31, 2012",8.00
"July 31, 2012",6.00
"June 30, 2012",5.00
"May 31, 2012",5.00
"April 30, 2012",4.00
"March 31, 2012",5.00
"Feb. 29, 2012",6.00
"Jan. 31, 2012",6.00
"Dec. 31, 2011",8.00
"Nov. 30, 2011",10.00
"Oct. 31, 2011",7.00
"Sept. 30, 2011",8.00
"Aug. 31, 2011",9.00
"July 31, 2011",8.00
"June 30, 2011",8.00
"May 31, 2011",8.00
"April 30, 2011",9.00
"March 31, 2011",9.00
"Feb. 28, 2011",8.00
"Jan. 31, 2011",8.00
"Dec. 31, 2010",7.00
"Nov. 30, 2010",4.00
"Oct. 31, 2010",4.00
"Sept. 30, 2010",3.00
"Aug. 31, 2010",4.00
"July 31, 2010",5.00
"June 30, 2010",2.00
"April 30, 2010",3.00
"March 31, 2010",2.00
"Feb. 28, 2010",2.00
"Jan. 31, 2010",2.00
"Dec. 31, 2009",3.00
"Nov. 30, 2009",4.00
"Oct. 31, 2009",3.00
"Sept. 30, 2009",3.00
"Aug. 31, 2009",3.00
"July 31, 2009",2.00
"June 30, 2009",3.00
"May 31, 2009",3.00
"April 30, 2009",3.00
"March 31, 2009",3.00
"Feb. 28, 2009",4.00
"Jan. 31, 2009",3.00
"Dec. 31, 2008",3.00
"Nov. 30, 2008",2.00
"Oct. 31, 2008",3.00
"Sept. 30, 2008",2.00
"Aug. 31, 2008",2.00
"July 31, 2008",3.00
"June 30, 2008",3.00
"May 31, 2008",4.00
"April 30, 2008",4.00
"March 31, 2008",7.00
"Feb. 29, 2008",9.00
"Jan. 31, 2008",9.00
"Dec. 31, 2007",8.00
"Nov. 30, 2007",8.00
"Oct. 31, 2007",8.00
"Sept. 30, 2007",6.00
"Aug. 31, 2007",4.00
"July 31, 2007",5.00
"June 30, 2007",7.00
"May 31, 2007",6.00
"April 30, 2007",6.00
"March 31, 2007",5.00
"Feb. 28, 2007",3.00
"Jan. 31, 2007",4.00
"Dec. 31, 2006",6.00
"Nov. 30, 2006",4.00
"Oct. 31, 2006",3.00
"Sept. 30, 2006",8.00
"Aug. 31, 2006",9.00
"July 31, 2006",9.00
"June 30, 2006",9.00
"May 31, 2006",9.00
"April 30, 2006",9.00
"March 31, 2006",9.00
"Feb. 28, 2006",10.00
"Jan. 31, 2006",10.00
"Dec. 31, 2005",10.00
"Nov. 30, 2005",10.00
"Oct. 31, 2005",10.00
"Sept. 30, 2005",10.00
"Aug. 31, 2005",10.00
"July 31, 2005",10.00
"June 30, 2005",10.00
"May 31, 2005",10.00
"April 30, 2005",10.00
"March 31, 2005",10.00
"Feb. 28, 2005",10.00
"Jan. 31, 2005",10.00
"Dec. 31, 2004",10.00
"Nov. 30, 2004",10.00
"Oct. 31, 2004",10.00
"Sept. 30, 2004",9.00
"Aug. 31, 2004",10.00
"July 31, 2004",9.00
"June 30, 2004",8.00
"April 30, 2004",5.00
"March 31, 2004",6.00
"Feb. 29, 2004",6.00
"Jan. 31, 2004",4.00
"Dec. 31, 2003",6.00
"Nov. 30, 2003",4.00
"Oct. 31, 2003",7.00
"Sept. 30, 2003",6.00
"Aug. 31, 2003",4.00
"July 31, 2003",5.00
"June 30, 2003",6.00
"May 31, 2003",5.00
"April 30, 2003",6.00
"March 31, 2003",6.00
"Feb. 28, 2003",4.00
"Jan. 31, 2003",6.00
"Dec. 31, 2002",5.00
"Nov. 30, 2002",4.00
"Oct. 31, 2002",3.00
"Sept. 30, 2002",4.00
"Aug. 31, 2002",6.00
"July 31, 2002",6.00
"June 30, 2002",4.00
"May 31, 2002",4.00
"April 30, 2002",8.00
"Feb. 28, 2002",8.00
"Jan. 31, 2002",5.00
"Dec. 31, 2001",6.00
"Nov. 30, 2001",8.00
"Oct. 31, 2001",6.00
"Sept. 30, 2001",8.00
"Aug. 31, 2001",8.00
"July 31, 2001",7.00
"June 30, 2001",9.00
"May 31, 2001",10.00
"April 30, 2001",7.00
"March 31, 2001",9.00
"Feb. 28, 2001",9.00
"Jan. 31, 2001",10.00
"Dec. 31, 2000",9.00
"Nov. 30, 2000",9.00
"Oct. 31, 2000",9.00
"Sept. 30, 2000",8.00
"Aug. 31, 2000",8.00
"July 31, 2000",8.00
"June 30, 2000",8.00
"May 31, 2000",8.00
"April 30, 2000",7.00
"March 31, 2000",8.00
"Feb. 29, 2000",7.00
"Jan. 31, 2000",5.00
"Dec. 31, 1999",6.00
"Nov. 30, 1999",2.00
"Oct. 31, 1999",5.00
"Sept. 30, 1999",7.00
"Aug. 31, 1999",4.00
"July 31, 1999",3.00
"June 30, 1999",3.00
"April 30, 1999",4.00
"March 31, 1999",2.00
"Feb. 28, 1999",2.00
"Jan. 31, 1999",3.00
"Dec. 31, 1998",3.00
"Nov. 30, 1998",5.00
"Oct. 31, 1998",4.00
"Sept. 30, 1998",3.00
