date,sales_est_0y
"March 17, 2020",98.32B
"March 16, 2020",103.90B
"March 2, 2020",112.12B
"Feb. 28, 2020",112.76B
"Feb. 21, 2020",112.76B
"Feb. 19, 2020",113.56B
"Feb. 6, 2020",114.50B
"Feb. 3, 2020",114.33B
"Jan. 31, 2020",112.62B
"Jan. 30, 2020",112.97B
"Jan. 28, 2020",116.76B
"Jan. 27, 2020",115.49B
"Jan. 16, 2020",116.12B
"Jan. 14, 2020",116.92B
"Jan. 9, 2020",117.03B
"Jan. 6, 2020",117.31B
"Jan. 5, 2020",118.25B
"Jan. 3, 2020",118.25B
"Dec. 31, 2019",106.45B
"Dec. 19, 2019",106.31B
"Dec. 18, 2019",106.31B
"Dec. 17, 2019",106.41B
"Dec. 9, 2019",106.23B
"Nov. 26, 2019",106.37B
"Nov. 22, 2019",106.94B
"Nov. 11, 2019",108.08B
"Nov. 6, 2019",107.89B
"Oct. 28, 2019",107.57B
"Oct. 26, 2019",108.67B
"Oct. 25, 2019",109.76B
"Oct. 24, 2019",109.76B
"Oct. 22, 2019",104.13B
"Oct. 15, 2019",104.05B
"Oct. 10, 2019",104.30B
"Oct. 1, 2019",104.76B
"Sept. 30, 2019",104.80B
"Sept. 25, 2019",104.81B
"Sept. 24, 2019",104.45B
"Sept. 12, 2019",104.87B
"Sept. 10, 2019",104.92B
"Sept. 9, 2019",105.17B
"Sept. 4, 2019",105.17B
"Aug. 27, 2019",105.17B
"Aug. 15, 2019",105.35B
"Aug. 14, 2019",105.82B
"Aug. 6, 2019",106.10B
"July 30, 2019",106.10B
"July 29, 2019",106.10B
"July 26, 2019",106.09B
"July 25, 2019",105.59B
"July 17, 2019",106.14B
"July 16, 2019",106.28B
"July 15, 2019",106.28B
"July 11, 2019",107.94B
"July 9, 2019",108.33B
"July 2, 2019",108.29B
"July 1, 2019",108.29B
"June 26, 2019",108.34B
"June 24, 2019",108.28B
"June 21, 2019",108.35B
"June 20, 2019",108.40B
"June 13, 2019",107.68B
"June 6, 2019",107.68B
"May 23, 2019",107.79B
"May 21, 2019",107.80B
"May 16, 2019",105.83B
"May 14, 2019",106.14B
"May 7, 2019",106.14B
"April 29, 2019",106.22B
"April 26, 2019",103.44B
"April 25, 2019",105.74B
"April 16, 2019",111.00B
"April 15, 2019",110.25B
"April 12, 2019",109.42B
"April 11, 2019",109.57B
"April 10, 2019",109.73B
"April 8, 2019",109.72B
"April 5, 2019",109.67B
"April 4, 2019",109.67B
"March 28, 2019",108.38B
"March 27, 2019",108.68B
"March 19, 2019",108.61B
"Feb. 12, 2019",108.81B
"Feb. 5, 2019",108.85B
"Feb. 1, 2019",109.58B
"Jan. 31, 2019",110.32B
"Jan. 29, 2019",116.82B
"Jan. 18, 2019",116.74B
"Jan. 17, 2019",116.65B
"Jan. 10, 2019",119.46B
"Jan. 9, 2019",121.65B
"Jan. 7, 2019",122.21B
"Dec. 31, 2018",114.13B
"Dec. 28, 2018",114.20B
"Dec. 18, 2018",114.20B
"Dec. 17, 2018",114.58B
"Dec. 11, 2018",114.90B
"Dec. 10, 2018",115.85B
"Dec. 3, 2018",116.49B
"Nov. 30, 2018",115.79B
"Nov. 29, 2018",116.29B
"Nov. 20, 2018",115.85B
"Oct. 29, 2018",116.09B
"Oct. 27, 2018",116.06B
"Oct. 26, 2018",116.29B
"Oct. 25, 2018",116.63B
"Oct. 19, 2018",113.06B
"Oct. 18, 2018",114.21B
"Oct. 17, 2018",114.66B
"Oct. 16, 2018",114.64B
"Oct. 15, 2018",114.64B
"Oct. 11, 2018",114.81B
"Oct. 8, 2018",113.69B
"Oct. 5, 2018",113.69B
"Oct. 3, 2018",113.27B
"Sept. 25, 2018",113.10B
"Sept. 21, 2018",111.95B
"Sept. 18, 2018",111.82B
"Sept. 10, 2018",112.09B
"Sept. 7, 2018",112.00B
"Sept. 4, 2018",112.42B
"Aug. 14, 2018",112.67B
"Aug. 13, 2018",111.53B
"Aug. 2, 2018",111.40B
"Aug. 1, 2018",111.89B
"July 30, 2018",113.25B
"July 27, 2018",112.69B
"July 26, 2018",106.85B
"July 23, 2018",107.75B
"July 19, 2018",107.75B
"July 18, 2018",107.74B
"July 17, 2018",107.67B
"July 16, 2018",107.75B
"July 12, 2018",105.71B
"July 10, 2018",106.34B
"June 28, 2018",106.34B
"June 21, 2018",106.37B
"June 14, 2018",106.73B
"June 5, 2018",105.75B
"June 4, 2018",104.47B
"May 21, 2018",104.46B
"May 18, 2018",104.22B
"May 16, 2018",104.50B
"May 14, 2018",102.90B
"May 10, 2018",102.90B
"May 7, 2018",101.71B
"April 27, 2018",102.15B
"April 26, 2018",100.79B
"April 24, 2018",102.29B
"April 23, 2018",102.74B
"April 19, 2018",102.29B
"April 16, 2018",100.55B
"April 13, 2018",100.62B
"April 9, 2018",100.16B
"April 5, 2018",100.22B
"March 23, 2018",100.00B
"March 19, 2018",99.96B
"March 14, 2018",99.33B
"March 13, 2018",99.36B
"March 6, 2018",99.53B
"Feb. 26, 2018",99.53B
"Feb. 16, 2018",99.57B
"Feb. 14, 2018",98.02B
"Feb. 9, 2018",98.01B
"Feb. 7, 2018",98.01B
"Feb. 2, 2018",94.34B
"Feb. 1, 2018",94.47B
"Jan. 25, 2018",97.59B
"Jan. 24, 2018",97.60B
"Jan. 23, 2018",98.20B
"Jan. 22, 2018",99.33B
"Jan. 19, 2018",95.98B
"Jan. 16, 2018",95.97B
"Jan. 12, 2018",95.91B
"Jan. 11, 2018",95.86B
"Jan. 8, 2018",95.14B
"Jan. 5, 2018",92.57B
