date,price_to_book_value
"March 19, 2020",0.7023
"March 18, 2020",0.6575
"March 17, 2020",0.7326
"March 16, 2020",0.7816
"March 13, 2020",0.9368
"March 12, 2020",0.8253
"March 11, 2020",1.022
"March 10, 2020",1.135
"March 9, 2020",1.096
"March 6, 2020",1.184
"March 5, 2020",1.158
"March 4, 2020",1.204
"March 3, 2020",1.210
"March 2, 2020",1.274
"Feb. 28, 2020",1.244
"Feb. 27, 2020",1.243
"Feb. 26, 2020",1.346
"Feb. 25, 2020",1.398
"Feb. 24, 2020",1.466
"Feb. 21, 2020",1.556
"Feb. 20, 2020",1.580
"Feb. 19, 2020",1.563
"Feb. 18, 2020",1.549
"Feb. 14, 2020",1.552
"Feb. 13, 2020",1.571
"Feb. 12, 2020",1.597
"Feb. 11, 2020",1.582
"Feb. 10, 2020",1.584
"Feb. 7, 2020",1.578
"Feb. 6, 2020",1.563
"Feb. 5, 2020",1.573
"Feb. 4, 2020",1.525
"Feb. 3, 2020",1.507
"Jan. 31, 2020",1.583
"Jan. 30, 2020",1.656
"Jan. 29, 2020",1.623
"Jan. 28, 2020",1.614
"Jan. 27, 2020",1.597
"Jan. 24, 2020",1.676
"Jan. 23, 2020",1.680
"Jan. 22, 2020",1.682
"Jan. 21, 2020",1.694
"Jan. 17, 2020",1.712
"Jan. 16, 2020",1.727
"Jan. 15, 2020",1.732
"Jan. 14, 2020",1.791
"Jan. 13, 2020",1.807
"Jan. 10, 2020",1.819
"Jan. 9, 2020",1.787
"Jan. 8, 2020",1.748
"Jan. 7, 2020",1.741
"Jan. 6, 2020",1.718
"Jan. 3, 2020",1.718
"Jan. 2, 2020",1.786
"Dec. 31, 2019",1.758
"Dec. 30, 2019",1.807
"Dec. 27, 2019",1.813
"Dec. 26, 2019",1.837
"Dec. 24, 2019",1.850
"Dec. 23, 2019",1.853
"Dec. 20, 2019",1.854
"Dec. 19, 2019",1.840
"Dec. 18, 2019",1.839
"Dec. 17, 2019",1.862
"Dec. 16, 2019",1.851
"Dec. 13, 2019",1.825
"Dec. 12, 2019",1.839
"Dec. 11, 2019",1.807
"Dec. 10, 2019",1.840
"Dec. 9, 2019",1.80
"Dec. 6, 2019",1.821
"Dec. 5, 2019",1.809
"Dec. 4, 2019",1.814
"Dec. 3, 2019",1.827
"Dec. 2, 2019",1.86
"Nov. 29, 2019",1.858
"Nov. 27, 2019",1.889
"Nov. 26, 2019",1.896
"Nov. 25, 2019",1.894
"Nov. 22, 2019",1.897
"Nov. 21, 2019",1.915
"Nov. 20, 2019",1.891
"Nov. 19, 2019",1.899
"Nov. 18, 2019",1.966
"Nov. 15, 2019",1.957
"Nov. 14, 2019",1.962
"Nov. 13, 2019",1.950
"Nov. 12, 2019",1.955
"Nov. 11, 2019",1.959
"Nov. 8, 2019",1.962
"Nov. 7, 2019",1.973
"Nov. 6, 2019",1.952
"Nov. 5, 2019",1.967
"Nov. 4, 2019",1.970
"Nov. 1, 2019",1.943
"Oct. 31, 2019",1.887
"Oct. 30, 2019",1.922
"Oct. 29, 2019",1.962
"Oct. 28, 2019",1.948
"Oct. 25, 2019",1.932
"Oct. 24, 2019",1.886
"Oct. 23, 2019",1.827
"Oct. 22, 2019",1.833
"Oct. 21, 2019",1.814
"Oct. 18, 2019",1.772
"Oct. 17, 2019",1.754
"Oct. 16, 2019",1.734
"Oct. 15, 2019",1.741
"Oct. 14, 2019",1.723
"Oct. 11, 2019",1.713
"Oct. 10, 2019",1.670
"Oct. 9, 2019",1.656
"Oct. 8, 2019",1.622
"Oct. 7, 2019",1.624
"Oct. 4, 2019",1.645
"Oct. 3, 2019",1.626
"Oct. 2, 2019",1.612
"Oct. 1, 2019",1.659
"Sept. 30, 2019",1.659
"Sept. 27, 2019",1.639
"Sept. 26, 2019",1.614
"Sept. 25, 2019",1.624
"Sept. 24, 2019",1.613
"Sept. 23, 2019",1.634
"Sept. 20, 2019",1.608
"Sept. 19, 2019",1.622
"Sept. 18, 2019",1.623
"Sept. 17, 2019",1.637
"Sept. 16, 2019",1.600
"Sept. 13, 2019",1.660
"Sept. 12, 2019",1.625
"Sept. 11, 2019",1.605
"Sept. 10, 2019",1.586
"Sept. 9, 2019",1.541
"Sept. 6, 2019",1.517
"Sept. 5, 2019",1.491
"Sept. 4, 2019",1.452
"Sept. 3, 2019",1.448
"Aug. 30, 2019",1.462
"Aug. 29, 2019",1.461
"Aug. 28, 2019",1.413
"Aug. 27, 2019",1.392
"Aug. 26, 2019",1.431
"Aug. 23, 2019",1.440
"Aug. 22, 2019",1.503
"Aug. 21, 2019",1.522
"Aug. 20, 2019",1.514
"Aug. 19, 2019",1.547
"Aug. 16, 2019",1.517
"Aug. 15, 2019",1.490
"Aug. 14, 2019",1.476
"Aug. 13, 2019",1.529
"Aug. 12, 2019",1.498
"Aug. 9, 2019",1.531
"Aug. 8, 2019",1.529
"Aug. 7, 2019",1.472
"Aug. 6, 2019",1.492
"Aug. 5, 2019",1.471
"Aug. 2, 2019",1.593
"Aug. 1, 2019",1.637
"July 31, 2019",1.655
"July 30, 2019",1.647
"July 29, 2019",1.632
"July 26, 2019",1.638
"July 25, 2019",1.621
"July 24, 2019",1.674
"July 23, 2019",1.647
"July 22, 2019",1.638
"July 19, 2019",1.625
"July 18, 2019",1.619
"July 17, 2019",1.617
"July 16, 2019",1.636
"July 15, 2019",1.638
"July 12, 2019",1.646
"July 11, 2019",1.64
"July 10, 2019",1.62
"July 9, 2019",1.597
"July 8, 2019",1.580
"July 5, 2019",1.590
"July 3, 2019",1.592
"July 2, 2019",1.568
"July 1, 2019",1.636
"June 30, 2019",
"June 28, 2019",1.676
"June 27, 2019",1.643
"June 26, 2019",1.663
"June 25, 2019",1.598
"June 24, 2019",1.581
"June 21, 2019",1.604
"June 20, 2019",1.562
"June 19, 2019",1.530
"June 18, 2019",1.523
"June 17, 2019",1.506
"June 14, 2019",1.503
"June 13, 2019",1.513
"June 12, 2019",1.498
"June 11, 2019",1.495
"June 10, 2019",1.485
"June 7, 2019",1.463
"June 6, 2019",1.458
"June 5, 2019",1.432
"June 4, 2019",1.446
"June 3, 2019",1.410
"May 31, 2019",1.378
"May 30, 2019",1.427
"May 29, 2019",1.466
"May 28, 2019",1.470
"May 24, 2019",1.492
"May 23, 2019",1.477
"May 22, 2019",1.573
"May 21, 2019",1.615
"May 20, 2019",1.607
"May 17, 2019",1.639
"May 16, 2019",1.674
"May 15, 2019",1.632
"May 14, 2019",1.624
