date,market_cap
"March 19, 2020",14.36B
"March 18, 2020",15.50B
"March 17, 2020",15.52B
"March 16, 2020",13.21B
"March 13, 2020",14.15B
"March 12, 2020",13.19B
"March 11, 2020",14.70B
"March 10, 2020",15.39B
"March 9, 2020",15.42B
"March 6, 2020",15.84B
"March 5, 2020",16.12B
"March 4, 2020",16.66B
"March 3, 2020",15.98B
"March 2, 2020",16.07B
"Feb. 28, 2020",15.35B
"Feb. 27, 2020",15.38B
"Feb. 26, 2020",16.02B
"Feb. 25, 2020",17.40B
"Feb. 24, 2020",17.48B
"Feb. 21, 2020",17.32B
"Feb. 20, 2020",17.17B
"Feb. 19, 2020",16.99B
"Feb. 18, 2020",16.96B
"Feb. 14, 2020",16.65B
"Feb. 13, 2020",16.56B
"Feb. 12, 2020",16.30B
"Feb. 11, 2020",16.34B
"Feb. 10, 2020",16.34B
"Feb. 7, 2020",16.26B
"Feb. 6, 2020",16.35B
"Feb. 5, 2020",16.38B
"Feb. 4, 2020",16.41B
"Feb. 3, 2020",16.55B
"Jan. 31, 2020",16.46B
"Jan. 30, 2020",16.63B
"Jan. 29, 2020",16.56B
"Jan. 28, 2020",16.48B
"Jan. 27, 2020",16.24B
"Jan. 24, 2020",16.13B
"Jan. 23, 2020",15.98B
"Jan. 22, 2020",15.86B
"Jan. 21, 2020",15.91B
"Jan. 17, 2020",15.81B
"Jan. 16, 2020",15.74B
"Jan. 15, 2020",15.77B
"Jan. 14, 2020",15.69B
"Jan. 13, 2020",15.69B
"Jan. 10, 2020",15.61B
"Jan. 9, 2020",15.68B
"Jan. 8, 2020",15.55B
"Jan. 7, 2020",15.63B
"Jan. 6, 2020",15.67B
"Jan. 3, 2020",15.74B
"Jan. 2, 2020",15.70B
"Dec. 31, 2019",15.81B
"Dec. 30, 2019",15.73B
"Dec. 27, 2019",15.74B
"Dec. 26, 2019",15.63B
"Dec. 24, 2019",15.65B
"Dec. 23, 2019",15.88B
"Dec. 20, 2019",16.01B
"Dec. 19, 2019",15.80B
"Dec. 18, 2019",15.86B
"Dec. 17, 2019",15.68B
"Dec. 16, 2019",15.46B
"Dec. 13, 2019",15.26B
"Dec. 12, 2019",15.12B
"Dec. 11, 2019",15.06B
"Dec. 10, 2019",15.13B
"Dec. 9, 2019",15.05B
"Dec. 6, 2019",15.10B
"Dec. 5, 2019",15.16B
"Dec. 4, 2019",15.16B
"Dec. 3, 2019",14.99B
"Dec. 2, 2019",14.86B
"Nov. 29, 2019",15.00B
"Nov. 27, 2019",15.15B
"Nov. 26, 2019",15.15B
"Nov. 25, 2019",15.00B
"Nov. 22, 2019",14.91B
"Nov. 21, 2019",15.04B
"Nov. 20, 2019",15.06B
"Nov. 19, 2019",14.99B
"Nov. 18, 2019",15.10B
"Nov. 15, 2019",15.06B
"Nov. 14, 2019",15.06B
"Nov. 13, 2019",15.06B
"Nov. 12, 2019",14.86B
"Nov. 11, 2019",14.91B
"Nov. 8, 2019",14.95B
"Nov. 7, 2019",15.06B
"Nov. 6, 2019",15.29B
"Nov. 5, 2019",15.28B
"Nov. 4, 2019",15.28B
"Nov. 1, 2019",15.47B
"Oct. 31, 2019",15.47B
