date,cash_investing_ttm
"Dec. 31, 2019",-2.713B
"Sept. 30, 2019",-2.687B
"June 30, 2019",-2.41B
"March 31, 2019",-1.767B
"Dec. 31, 2018",-1.564B
"Sept. 30, 2018",-1.707B
"June 30, 2018",-1.902B
"March 31, 2018",-2.15B
"Dec. 31, 2017",-2.341B
"Sept. 30, 2017",-2.329B
"June 30, 2017",-2.035B
"March 31, 2017",-1.84B
"Dec. 31, 2016",-1.527B
"Sept. 30, 2016",-1.77B
"June 30, 2016",-1.563B
"March 31, 2016",-1.368B
"Dec. 31, 2015",-1.518B
"Sept. 30, 2015",-1.285B
"June 30, 2015",-1.255B
"March 31, 2015",-1.175B
"Dec. 31, 2014",-888.00M
"Sept. 30, 2014",-862.51M
"June 30, 2014",-852.04M
"March 31, 2014",-858.10M
"Dec. 31, 2013",-868.00M
"Sept. 30, 2013",-313.44M
"June 30, 2013",-301.73M
"March 31, 2013",-305.52M
"Dec. 31, 2012",-306.26M
"Sept. 30, 2012",-317.02M
"June 30, 2012",-316.21M
"March 31, 2012",-315.48M
"Dec. 31, 2011",-326.03M
"Sept. 30, 2011",-1.168B
"June 30, 2011",-1.146B
"March 31, 2011",-1.116B
"Dec. 31, 2010",-1.082B
"Sept. 30, 2010",-194.01M
"June 30, 2010",-189.10M
"March 31, 2010",-198.05M
"Dec. 31, 2009",-187.38M
"Sept. 30, 2009",-216.17M
"June 30, 2009",-240.34M
"March 31, 2009",-241.76M
"Dec. 31, 2008",-261.40M
"Sept. 30, 2008",-255.85M
"June 30, 2008",-266.32M
"March 31, 2008",-254.18M
"Dec. 31, 2007",-233.16M
"Sept. 30, 2007",-176.40M
"June 30, 2007",-113.18M
"March 31, 2007",-91.80M
"Dec. 31, 2006",56.18M
"Sept. 30, 2006",52.58M
"June 30, 2006",50.52M
"March 31, 2006",54.21M
"Dec. 31, 2005",-68.20M
"Sept. 30, 2005",-78.29M
"June 30, 2005",-103.99M
"March 31, 2005",10.26M
"Dec. 31, 2004",1.547M
"Sept. 30, 2004",32.59M
"June 30, 2004",81.37M
"March 31, 2004",-85.02M
"Dec. 31, 2003",-49.58M
"Sept. 30, 2003",64.01M
"June 30, 2003",38.85M
"March 31, 2003",77.67M
"Dec. 31, 2002",56.19M
"Sept. 30, 2002",-100.20M
"June 30, 2002",-92.65M
"March 31, 2002",-77.03M
"Dec. 31, 2001",-75.30M
"Sept. 30, 2001",-89.69M
"June 30, 2001",-98.67M
"March 31, 2001",-100.34M
"Dec. 31, 2000",-98.78M
"Sept. 30, 2000",-37.70M
"June 30, 2000",-49.52M
"March 31, 2000",148.25M
"Dec. 31, 1999",152.80M
"Sept. 30, 1999",136.10M
"June 30, 1999",156.90M
"March 31, 1999",-30.00M
"Dec. 31, 1998",-29.50M
"Sept. 30, 1998",-50.70M
"June 30, 1998",-45.80M
"March 31, 1998",-53.30M
"Dec. 31, 1997",-68.00M
"Sept. 30, 1997",-112.80M
"June 30, 1997",-121.00M
"March 31, 1997",-121.60M
"Dec. 31, 1996",-118.30M
"Sept. 30, 1996",-54.90M
"June 30, 1996",-53.60M
"March 31, 1996",-58.70M
"Dec. 31, 1995",-59.40M
"Sept. 30, 1995",-56.80M
"June 30, 1995",-62.60M
"March 31, 1995",-62.80M
"Dec. 31, 1994",-63.00M
