date,current_ratio
"Dec. 31, 2019",0.5645
"Sept. 30, 2019",0.6601
"June 30, 2019",0.6412
"March 31, 2019",0.6337
"Dec. 31, 2018",0.6535
"Sept. 30, 2018",0.6743
"June 30, 2018",0.7265
"March 31, 2018",0.7294
"Dec. 31, 2017",0.7258
"Sept. 30, 2017",0.6888
"June 30, 2017",0.7816
"March 31, 2017",0.8107
"Dec. 31, 2016",0.8304
"Sept. 30, 2016",1.00
"June 30, 2016",1.163
"March 31, 2016",1.276
"Dec. 31, 2015",1.216
"Sept. 30, 2015",1.294
"June 30, 2015",1.486
"March 31, 2015",1.457
"Dec. 31, 2014",1.243
"Sept. 30, 2014",1.642
"June 30, 2014",1.476
"March 31, 2014",1.526
"Dec. 31, 2013",1.449
"Sept. 30, 2013",0.9437
"June 30, 2013",1.027
"March 31, 2013",1.080
"Dec. 31, 2012",1.006
"Sept. 30, 2012",1.173
"June 30, 2012",1.306
"March 31, 2012",1.062
"Dec. 31, 2011",1.040
"Sept. 30, 2011",1.110
"June 30, 2011",1.085
"March 31, 2011",1.162
"Dec. 31, 2010",1.249
"Sept. 30, 2010",
"June 30, 2010",0.8533
"March 31, 2010",0.9306
"Dec. 31, 2009",0.9727
"Sept. 30, 2009",1.085
"June 30, 2009",1.047
"March 31, 2009",0.7625
"Dec. 31, 2008",0.6913
"Sept. 30, 2008",0.64
"June 30, 2008",0.6543
"March 31, 2008",0.7209
"Dec. 31, 2007",0.852
"Sept. 30, 2007",1.176
"June 30, 2007",1.018
"March 31, 2007",1.128
"Dec. 31, 2006",1.285
"Sept. 30, 2006",1.992
"June 30, 2006",2.046
"March 31, 2006",2.008
"Dec. 31, 2005",1.445
"Sept. 30, 2005",1.350
"June 30, 2005",1.279
"March 31, 2005",1.291
"Dec. 31, 2004",1.306
"Sept. 30, 2004",1.451
"June 30, 2004",1.458
"March 31, 2004",1.062
"Dec. 31, 2003",1.070
"Sept. 30, 2003",0.8516
"June 30, 2003",0.7917
"March 31, 2003",0.8465
"Dec. 31, 2002",0.7867
"Sept. 30, 2002",0.9062
"June 30, 2002",0.8555
"March 31, 2002",0.8618
"Dec. 31, 2001",0.8849
"Sept. 30, 2001",1.113
"June 30, 2001",0.9861
"March 31, 2001",0.992
"Dec. 31, 2000",0.8087
"Sept. 30, 2000",0.8846
"June 30, 2000",1.020
"March 31, 2000",1.124
"Dec. 31, 1999",1.057
"Sept. 30, 1999",0.914
"June 30, 1999",0.7971
"March 31, 1999",0.8544
"Dec. 31, 1998",0.9365
"Sept. 30, 1998",0.6301
"June 30, 1998",0.5292
"March 31, 1998",0.6234
"Dec. 31, 1997",0.6141
"Sept. 30, 1997",0.8271
"June 30, 1997",0.5186
"March 31, 1997",0.5474
"Dec. 31, 1996",0.7785
"Sept. 30, 1996",0.7138
"June 30, 1996",0.6656
"March 31, 1996",0.5961
"Dec. 31, 1995",0.9595
"Sept. 30, 1995",0.7921
"June 30, 1995",0.4534
"March 31, 1995",0.4154
"Dec. 31, 1994",0.3814
"Sept. 30, 1994",0.4766
"June 30, 1994",0.4369
"March 31, 1994",0.4595
