date,price_to_book_value
"March 19, 2020",0.9426
"March 18, 2020",1.017
"March 17, 2020",1.019
"March 16, 2020",0.8672
"March 13, 2020",0.9288
"March 12, 2020",0.8658
"March 11, 2020",0.9649
"March 10, 2020",1.010
"March 9, 2020",1.012
"March 6, 2020",1.040
"March 5, 2020",1.058
"March 4, 2020",1.094
"March 3, 2020",1.048
"March 2, 2020",1.055
"Feb. 28, 2020",1.008
"Feb. 27, 2020",1.010
"Feb. 26, 2020",1.052
"Feb. 25, 2020",1.142
"Feb. 24, 2020",1.147
"Feb. 21, 2020",1.136
"Feb. 20, 2020",1.127
"Feb. 19, 2020",1.115
"Feb. 18, 2020",1.113
"Feb. 14, 2020",1.092
"Feb. 13, 2020",1.087
"Feb. 12, 2020",1.070
"Feb. 11, 2020",1.073
"Feb. 10, 2020",1.072
"Feb. 7, 2020",1.067
"Feb. 6, 2020",1.073
"Feb. 5, 2020",1.075
"Feb. 4, 2020",1.077
"Feb. 3, 2020",1.086
"Jan. 31, 2020",1.080
"Jan. 30, 2020",1.091
"Jan. 29, 2020",1.087
"Jan. 28, 2020",1.082
"Jan. 27, 2020",1.066
"Jan. 24, 2020",1.059
"Jan. 23, 2020",1.048
"Jan. 22, 2020",1.041
"Jan. 21, 2020",1.044
"Jan. 17, 2020",1.038
"Jan. 16, 2020",1.033
"Jan. 15, 2020",1.035
"Jan. 14, 2020",1.03
"Jan. 13, 2020",1.029
"Jan. 10, 2020",1.024
"Jan. 9, 2020",1.029
"Jan. 8, 2020",1.021
"Jan. 7, 2020",1.026
"Jan. 6, 2020",1.028
"Jan. 3, 2020",1.033
"Jan. 2, 2020",1.030
"Dec. 31, 2019",1.038
"Dec. 30, 2019",1.038
"Dec. 27, 2019",1.039
"Dec. 26, 2019",1.031
"Dec. 24, 2019",1.033
"Dec. 23, 2019",1.048
"Dec. 20, 2019",1.056
"Dec. 19, 2019",1.043
"Dec. 18, 2019",1.047
"Dec. 17, 2019",1.035
"Dec. 16, 2019",1.021
"Dec. 13, 2019",1.007
"Dec. 12, 2019",0.9978
"Dec. 11, 2019",0.9939
"Dec. 10, 2019",0.9988
"Dec. 9, 2019",0.9933
"Dec. 6, 2019",0.997
"Dec. 5, 2019",1.000
"Dec. 4, 2019",1.001
"Dec. 3, 2019",0.9894
"Dec. 2, 2019",0.9809
"Nov. 29, 2019",0.99
"Nov. 27, 2019",1.00
"Nov. 26, 2019",1.00
"Nov. 25, 2019",0.99
"Nov. 22, 2019",0.9841
"Nov. 21, 2019",0.9927
"Nov. 20, 2019",0.9941
"Nov. 19, 2019",0.9894
"Nov. 18, 2019",0.9968
"Nov. 15, 2019",0.9943
"Nov. 14, 2019",0.9943
"Nov. 13, 2019",0.9939
"Nov. 12, 2019",0.9809
"Nov. 11, 2019",0.9841
"Nov. 8, 2019",0.9868
"Nov. 7, 2019",0.9941
"Nov. 6, 2019",1.009
"Nov. 5, 2019",1.009
"Nov. 4, 2019",1.009
"Nov. 1, 2019",1.021
"Oct. 31, 2019",1.021
"Oct. 30, 2019",1.007
"Oct. 29, 2019",1.020
"Oct. 28, 2019",1.012
"Oct. 25, 2019",1.024
"Oct. 24, 2019",1.042
"Oct. 23, 2019",1.046
"Oct. 22, 2019",1.040
"Oct. 21, 2019",1.036
"Oct. 18, 2019",1.028
"Oct. 17, 2019",1.019
"Oct. 16, 2019",1.012
"Oct. 15, 2019",1.010
"Oct. 14, 2019",1.011
"Oct. 11, 2019",1.017
"Oct. 10, 2019",1.018
"Oct. 9, 2019",1.030
"Oct. 8, 2019",1.034
"Oct. 7, 2019",1.040
"Oct. 4, 2019",1.051
"Oct. 3, 2019",1.040
"Oct. 2, 2019",1.049
"Oct. 1, 2019",1.059
"Sept. 30, 2019",1.066
"Sept. 27, 2019",1.067
"Sept. 26, 2019",1.062
"Sept. 25, 2019",1.061
"Sept. 24, 2019",1.063
"Sept. 23, 2019",1.058
"Sept. 20, 2019",1.053
"Sept. 19, 2019",1.047
"Sept. 18, 2019",1.045
"Sept. 17, 2019",1.041
"Sept. 16, 2019",1.038
"Sept. 13, 2019",1.037
"Sept. 12, 2019",1.040
"Sept. 11, 2019",1.037
"Sept. 10, 2019",1.020
"Sept. 9, 2019",1.011
"Sept. 6, 2019",1.025
"Sept. 5, 2019",1.033
"Sept. 4, 2019",1.059
"Sept. 3, 2019",1.051
"Aug. 30, 2019",1.032
"Aug. 29, 2019",1.023
"Aug. 28, 2019",1.005
"Aug. 27, 2019",1.006
"Aug. 26, 2019",1.006
"Aug. 23, 2019",0.9988
"Aug. 22, 2019",1.011
"Aug. 21, 2019",1.006
"Aug. 20, 2019",1.004
"Aug. 19, 2019",1.010
"Aug. 16, 2019",1.006
"Aug. 15, 2019",0.9982
"Aug. 14, 2019",0.9886
"Aug. 13, 2019",1.008
"Aug. 12, 2019",1.010
"Aug. 9, 2019",1.028
"Aug. 8, 2019",1.037
"Aug. 7, 2019",1.022
"Aug. 6, 2019",1.028
"Aug. 5, 2019",1.005
"Aug. 2, 2019",1.024
"Aug. 1, 2019",1.042
"July 31, 2019",1.032
"July 30, 2019",1.027
"July 29, 2019",1.013
"July 26, 2019",0.9998
"July 25, 2019",1.00
"July 24, 2019",0.992
"July 23, 2019",0.9902
"July 22, 2019",0.9974
"July 19, 2019",1.004
"July 18, 2019",1.016
"July 17, 2019",1.012
"July 16, 2019",1.009
"July 15, 2019",1.013
"July 12, 2019",1.019
"July 11, 2019",1.042
"July 10, 2019",1.045
"July 9, 2019",1.037
"July 8, 2019",1.043
"July 5, 2019",1.043
"July 3, 2019",1.039
"July 2, 2019",1.039
"July 1, 2019",1.029
"June 30, 2019",
"June 28, 2019",1.030
"June 27, 2019",1.025
"June 26, 2019",1.029
"June 25, 2019",1.043
"June 24, 2019",1.049
"June 21, 2019",1.057
"June 20, 2019",1.052
"June 19, 2019",1.045
"June 18, 2019",1.037
"June 17, 2019",1.047
"June 14, 2019",1.049
"June 13, 2019",1.049
"June 12, 2019",1.046
"June 11, 2019",1.034
"June 10, 2019",1.044
"June 7, 2019",1.053
"June 6, 2019",1.055
"June 5, 2019",1.053
"June 4, 2019",1.035
"June 3, 2019",1.043
"May 31, 2019",1.020
"May 30, 2019",1.010
"May 29, 2019",1.015
"May 28, 2019",1.031
"May 24, 2019",1.036
"May 23, 2019",1.032
"May 22, 2019",1.028
"May 21, 2019",1.021
"May 20, 2019",1.025
"May 17, 2019",1.022
"May 16, 2019",1.022
"May 15, 2019",1.022
"May 14, 2019",1.020
"May 13, 2019",1.028
"May 10, 2019",1.017
"May 9, 2019",1.000
"May 8, 2019",0.9993
"May 7, 2019",1.019
"May 6, 2019",1.024
"May 3, 2019",1.037
"May 2, 2019",1.030
"May 1, 2019",1.034
"April 30, 2019",1.044
"April 29, 2019",1.034
"April 26, 2019",1.041
"April 25, 2019",1.045
"April 24, 2019",1.073
"April 23, 2019",1.067
"April 22, 2019",1.061
"April 18, 2019",1.052
"April 17, 2019",1.047
"April 16, 2019",1.047
"April 15, 2019",1.055
"April 12, 2019",1.050
"April 11, 2019",1.040
"April 10, 2019",1.038
"April 9, 2019",1.034
"April 8, 2019",1.030
"April 5, 2019",1.030
"April 4, 2019",1.017
"April 3, 2019",1.024
"April 2, 2019",1.025
"April 1, 2019",1.022
"March 31, 2019",
"March 29, 2019",1.030
"March 28, 2019",1.023
"March 27, 2019",1.029
"March 26, 2019",1.032
"March 25, 2019",1.027
"March 22, 2019",1.024
"March 21, 2019",1.010
"March 20, 2019",0.9986
"March 19, 2019",0.9961
"March 18, 2019",1.013
"March 15, 2019",1.014
"March 14, 2019",1.011
"March 13, 2019",1.012
"March 12, 2019",1.013
"March 11, 2019",0.9992
"March 8, 2019",0.9881
"March 7, 2019",0.9841
"March 6, 2019",0.9922
"March 5, 2019",0.9877
"March 4, 2019",0.9943
"March 1, 2019",0.9965
"Feb. 28, 2019",0.9892
"Feb. 27, 2019",0.992
"Feb. 26, 2019",0.9963
"Feb. 25, 2019",1.006
"Feb. 22, 2019",1.008
"Feb. 21, 2019",1.000
"Feb. 20, 2019",0.9924
"Feb. 19, 2019",1.047
"Feb. 15, 2019",1.036
"Feb. 14, 2019",1.032
"Feb. 13, 2019",1.032
"Feb. 12, 2019",1.033
"Feb. 11, 2019",1.034
"Feb. 8, 2019",1.033
"Feb. 7, 2019",1.025
"Feb. 6, 2019",1.014
"Feb. 5, 2019",1.019
"Feb. 4, 2019",1.017
"Feb. 1, 2019",1.015
"Jan. 31, 2019",1.020
"Jan. 30, 2019",1.007
"Jan. 29, 2019",0.9967
"Jan. 28, 2019",0.9931
"Jan. 25, 2019",1.006
"Jan. 24, 2019",1.016
"Jan. 23, 2019",1.012
"Jan. 22, 2019",1.002
"Jan. 18, 2019",1.006
"Jan. 17, 2019",1.009
"Jan. 16, 2019",1.002
"Jan. 15, 2019",0.9945
"Jan. 14, 2019",0.9771
"Jan. 11, 2019",1.002
"Jan. 10, 2019",1.010
"Jan. 9, 2019",0.9996
"Jan. 8, 2019",1.008
"Jan. 7, 2019",0.9904
"Jan. 4, 2019",1.007
"Jan. 3, 2019",0.9931
"Jan. 2, 2019",0.9961
"Dec. 31, 2018",1.025
"Dec. 28, 2018",1.018
"Dec. 27, 2018",1.017
"Dec. 26, 2018",1.010
"Dec. 24, 2018",1.004
"Dec. 21, 2018",1.043
"Dec. 20, 2018",1.052
"Dec. 19, 2018",1.040
"Dec. 18, 2018",1.045
"Dec. 17, 2018",1.047
"Dec. 14, 2018",1.084
"Dec. 13, 2018",1.081
"Dec. 12, 2018",1.060
"Dec. 11, 2018",1.067
"Dec. 10, 2018",1.062
"Dec. 7, 2018",1.064
"Dec. 6, 2018",1.058
"Dec. 4, 2018",1.037
"Dec. 3, 2018",1.039
"Nov. 30, 2018",1.029
"Nov. 29, 2018",1.012
"Nov. 28, 2018",1.007
"Nov. 27, 2018",1.010
"Nov. 26, 2018",1.003
"Nov. 23, 2018",1.005
"Nov. 21, 2018",1.005
"Nov. 20, 2018",1.032
"Nov. 19, 2018",1.034
"Nov. 16, 2018",1.022
"Nov. 15, 2018",1.011
"Nov. 14, 2018",1.020
"Nov. 13, 2018",1.024
"Nov. 12, 2018",1.004
"Nov. 9, 2018",0.999
"Nov. 8, 2018",0.9854
"Nov. 7, 2018",0.9978
"Nov. 6, 2018",0.9821
"Nov. 5, 2018",0.968
"Nov. 2, 2018",0.9604
"Nov. 1, 2018",0.9739
"Oct. 31, 2018",0.9602
"Oct. 30, 2018",0.9668
"Oct. 29, 2018",0.9721
"Oct. 26, 2018",0.9723
"Oct. 25, 2018",0.9784
"Oct. 24, 2018",1.003
"Oct. 23, 2018",0.9804
"Oct. 22, 2018",0.9947
"Oct. 19, 2018",0.9931
"Oct. 18, 2018",0.9819
"Oct. 17, 2018",0.9727
"Oct. 16, 2018",0.9668
"Oct. 15, 2018",0.9504
"Oct. 12, 2018",0.9433
"Oct. 11, 2018",0.9429
"Oct. 10, 2018",0.961
"Oct. 9, 2018",0.9751
"Oct. 8, 2018",0.9706
"Oct. 5, 2018",0.9615
"Oct. 4, 2018",0.9519
"Oct. 3, 2018",0.9576
"Oct. 2, 2018",0.9839
"Oct. 1, 2018",0.9729
"Sept. 30, 2018",
"Sept. 28, 2018",0.9786
"Sept. 27, 2018",0.9657
"Sept. 26, 2018",0.9596
"Sept. 25, 2018",0.9708
"Sept. 24, 2018",0.9869
"Sept. 21, 2018",1.003
"Sept. 20, 2018",1.003
"Sept. 19, 2018",1.001
"Sept. 18, 2018",1.019
"Sept. 17, 2018",1.016
"Sept. 14, 2018",1.015
"Sept. 13, 2018",1.018
"Sept. 12, 2018",1.013
"Sept. 11, 2018",1.012
"Sept. 10, 2018",1.014
"Sept. 7, 2018",1.016
"Sept. 6, 2018",1.027
"Sept. 5, 2018",1.028
"Sept. 4, 2018",1.013
"Aug. 31, 2018",1.007
"Aug. 30, 2018",1.018
"Aug. 29, 2018",1.021
"Aug. 28, 2018",1.013
"Aug. 27, 2018",1.016
"Aug. 24, 2018",1.023
"Aug. 23, 2018",1.016
"Aug. 22, 2018",1.012
"Aug. 21, 2018",1.022
"Aug. 20, 2018",1.031
"Aug. 17, 2018",1.029
"Aug. 16, 2018",1.019
"Aug. 15, 2018",1.009
"Aug. 14, 2018",1.010
"Aug. 13, 2018",1.009
"Aug. 10, 2018",1.027
