date,ps_ratio
"March 19, 2020",2.270
"March 18, 2020",2.450
"March 17, 2020",2.454
"March 16, 2020",2.088
"March 13, 2020",2.237
"March 12, 2020",2.085
"March 11, 2020",2.324
"March 10, 2020",2.433
"March 9, 2020",2.438
"March 6, 2020",2.504
"March 5, 2020",2.548
"March 4, 2020",2.634
"March 3, 2020",2.525
"March 2, 2020",2.540
"Feb. 28, 2020",2.427
"Feb. 27, 2020",2.431
"Feb. 26, 2020",2.532
"Feb. 25, 2020",2.750
"Feb. 24, 2020",2.763
"Feb. 21, 2020",2.737
"Feb. 20, 2020",2.715
"Feb. 19, 2020",2.685
"Feb. 18, 2020",2.682
"Feb. 14, 2020",2.631
"Feb. 13, 2020",2.617
"Feb. 12, 2020",2.576
"Feb. 11, 2020",2.583
"Feb. 10, 2020",2.583
"Feb. 7, 2020",2.571
"Feb. 6, 2020",2.584
"Feb. 5, 2020",2.589
"Feb. 4, 2020",2.594
"Feb. 3, 2020",2.616
"Jan. 31, 2020",2.601
"Jan. 30, 2020",2.628
"Jan. 29, 2020",2.618
"Jan. 28, 2020",2.605
"Jan. 27, 2020",2.566
"Jan. 24, 2020",2.550
"Jan. 23, 2020",2.525
"Jan. 22, 2020",2.506
"Jan. 21, 2020",2.515
"Jan. 17, 2020",2.500
"Jan. 16, 2020",2.488
"Jan. 15, 2020",2.492
"Jan. 14, 2020",2.481
"Jan. 13, 2020",2.479
"Jan. 10, 2020",2.467
"Jan. 9, 2020",2.479
"Jan. 8, 2020",2.458
"Jan. 7, 2020",2.47
"Jan. 6, 2020",2.476
"Jan. 3, 2020",2.488
"Jan. 2, 2020",2.482
"Dec. 31, 2019",2.499
"Dec. 30, 2019",2.464
"Dec. 27, 2019",2.467
"Dec. 26, 2019",2.449
"Dec. 24, 2019",2.452
"Dec. 23, 2019",2.488
"Dec. 20, 2019",2.508
"Dec. 19, 2019",2.475
"Dec. 18, 2019",2.485
"Dec. 17, 2019",2.456
"Dec. 16, 2019",2.423
"Dec. 13, 2019",2.391
"Dec. 12, 2019",2.369
"Dec. 11, 2019",2.360
"Dec. 10, 2019",2.371
"Dec. 9, 2019",2.358
"Dec. 6, 2019",2.367
"Dec. 5, 2019",2.375
"Dec. 4, 2019",2.376
"Dec. 3, 2019",2.349
"Dec. 2, 2019",2.329
"Nov. 29, 2019",2.350
"Nov. 27, 2019",2.374
"Nov. 26, 2019",2.374
"Nov. 25, 2019",2.350
"Nov. 22, 2019",2.336
"Nov. 21, 2019",2.357
"Nov. 20, 2019",2.360
"Nov. 19, 2019",2.349
"Nov. 18, 2019",2.366
"Nov. 15, 2019",2.361
"Nov. 14, 2019",2.361
"Nov. 13, 2019",2.360
"Nov. 12, 2019",2.329
"Nov. 11, 2019",2.336
"Nov. 8, 2019",2.343
"Nov. 7, 2019",2.360
"Nov. 6, 2019",2.396
"Nov. 5, 2019",2.395
"Nov. 4, 2019",2.394
"Nov. 1, 2019",2.424
"Oct. 31, 2019",2.424
"Oct. 30, 2019",2.392
"Oct. 29, 2019",2.421
"Oct. 28, 2019",2.403
"Oct. 25, 2019",2.430
"Oct. 24, 2019",2.474
"Oct. 23, 2019",2.483
"Oct. 22, 2019",2.470
"Oct. 21, 2019",2.460
"Oct. 18, 2019",2.440
"Oct. 17, 2019",2.418
"Oct. 16, 2019",2.403
"Oct. 15, 2019",2.399
"Oct. 14, 2019",2.399
"Oct. 11, 2019",2.415
"Oct. 10, 2019",2.418
"Oct. 9, 2019",2.444
"Oct. 8, 2019",2.454
"Oct. 7, 2019",2.469
"Oct. 4, 2019",2.496
"Oct. 3, 2019",2.470
"Oct. 2, 2019",2.491
"Oct. 1, 2019",2.515
"Sept. 30, 2019",2.530
"Sept. 27, 2019",2.507
"Sept. 26, 2019",2.497
"Sept. 25, 2019",2.494
"Sept. 24, 2019",2.499
"Sept. 23, 2019",2.487
"Sept. 20, 2019",2.475
"Sept. 19, 2019",2.460
"Sept. 18, 2019",2.456
"Sept. 17, 2019",2.447
"Sept. 16, 2019",2.440
"Sept. 13, 2019",2.438
"Sept. 12, 2019",2.445
"Sept. 11, 2019",2.438
"Sept. 10, 2019",2.396
"Sept. 9, 2019",2.377
"Sept. 6, 2019",2.409
"Sept. 5, 2019",2.429
"Sept. 4, 2019",2.490
"Sept. 3, 2019",2.469
"Aug. 30, 2019",2.425
"Aug. 29, 2019",2.405
"Aug. 28, 2019",2.362
"Aug. 27, 2019",2.365
"Aug. 26, 2019",2.365
"Aug. 23, 2019",2.348
