date,dividend_yield
"March 19, 2020",3.79%
"March 18, 2020",3.51%
"March 17, 2020",3.50%
"March 16, 2020",4.12%
"March 13, 2020",3.84%
"March 12, 2020",4.12%
"March 11, 2020",3.70%
"March 10, 2020",3.53%
"March 9, 2020",3.53%
"March 6, 2020",3.43%
"March 5, 2020",3.37%
"March 4, 2020",3.26%
"March 3, 2020",3.40%
"March 2, 2020",3.38%
"Feb. 28, 2020",3.54%
"Feb. 27, 2020",3.54%
"Feb. 26, 2020",3.39%
"Feb. 25, 2020",3.13%
"Feb. 24, 2020",3.11%
"Feb. 21, 2020",3.14%
"Feb. 20, 2020",3.17%
"Feb. 19, 2020",3.20%
"Feb. 18, 2020",3.21%
"Feb. 14, 2020",3.27%
"Feb. 13, 2020",3.28%
"Feb. 12, 2020",3.34%
"Feb. 11, 2020",3.33%
"Feb. 10, 2020",3.33%
"Feb. 7, 2020",3.34%
"Feb. 6, 2020",3.33%
"Feb. 5, 2020",3.32%
"Feb. 4, 2020",3.31%
"Feb. 3, 2020",3.29%
"Jan. 31, 2020",3.30%
"Jan. 30, 2020",3.27%
"Jan. 29, 2020",3.28%
"Jan. 28, 2020",3.30%
"Jan. 27, 2020",3.35%
"Jan. 24, 2020",3.37%
"Jan. 23, 2020",3.40%
"Jan. 22, 2020",3.43%
"Jan. 21, 2020",3.42%
"Jan. 17, 2020",3.44%
"Jan. 16, 2020",3.46%
"Jan. 15, 2020",3.45%
"Jan. 14, 2020",3.47%
"Jan. 13, 2020",3.47%
"Jan. 10, 2020",3.48%
"Jan. 9, 2020",3.47%
"Jan. 8, 2020",3.50%
"Jan. 7, 2020",3.48%
"Jan. 6, 2020",3.47%
"Jan. 3, 2020",3.46%
"Jan. 2, 2020",3.46%
"Dec. 31, 2019",3.44%
"Dec. 30, 2019",3.46%
"Dec. 27, 2019",3.46%
"Dec. 26, 2019",3.48%
"Dec. 24, 2019",3.48%
"Dec. 23, 2019",3.43%
"Dec. 20, 2019",3.40%
"Dec. 19, 2019",3.44%
"Dec. 18, 2019",3.43%
"Dec. 17, 2019",3.47%
"Dec. 16, 2019",3.52%
"Dec. 13, 2019",3.56%
"Dec. 12, 2019",3.60%
"Dec. 11, 2019",3.61%
"Dec. 10, 2019",3.59%
"Dec. 9, 2019",3.61%
"Dec. 6, 2019",3.60%
"Dec. 5, 2019",3.59%
"Dec. 4, 2019",3.59%
"Dec. 3, 2019",3.63%
"Dec. 2, 2019",3.66%
"Nov. 29, 2019",3.63%
"Nov. 27, 2019",3.59%
"Nov. 26, 2019",3.59%
"Nov. 25, 2019",3.63%
"Nov. 22, 2019",3.65%
"Nov. 21, 2019",3.62%
"Nov. 20, 2019",3.61%
"Nov. 19, 2019",3.63%
"Nov. 18, 2019",3.60%
"Nov. 15, 2019",3.61%
"Nov. 14, 2019",3.61%
"Nov. 13, 2019",3.61%
"Nov. 12, 2019",3.66%
