date,graham_number
"Dec. 31, 2019",50.07
"Sept. 30, 2019",46.02
"June 30, 2019",45.03
"March 31, 2019",44.82
"Dec. 31, 2018",45.83
"Sept. 30, 2018",37.55
"June 30, 2018",36.37
"March 31, 2018",37.15
"Dec. 31, 2017",36.75
"Sept. 30, 2017",48.78
"June 30, 2017",49.16
"March 31, 2017",48.50
"Dec. 31, 2016",47.51
"Sept. 30, 2016",43.90
"June 30, 2016",42.27
"March 31, 2016",38.39
"Dec. 31, 2015",34.25
"Sept. 30, 2015",61.30
"June 30, 2015",61.49
"March 31, 2015",62.18
"Dec. 31, 2014",192.61
"Sept. 30, 2014",
"June 30, 2014",
"March 31, 2014",
"Dec. 31, 2013",
"Sept. 30, 2013",31.82
"June 30, 2013",33.66
"March 31, 2013",32.79
"Dec. 31, 2012",31.58
"Sept. 30, 2012",30.35
"June 30, 2012",29.86
"March 31, 2012",30.40
"Dec. 31, 2011",30.79
"Sept. 30, 2011",28.17
"June 30, 2011",30.63
"March 31, 2011",31.50
"Dec. 31, 2010",26.99
"Sept. 30, 2010",
"June 30, 2010",28.23
"March 31, 2010",29.25
"Dec. 31, 2009",28.69
"Sept. 30, 2009",29.89
"June 30, 2009",33.16
"March 31, 2009",29.86
"Dec. 31, 2008",28.27
"Sept. 30, 2008",28.29
"June 30, 2008",27.78
"March 31, 2008",27.37
"Dec. 31, 2007",27.18
"Sept. 30, 2007",
"June 30, 2007",
"March 31, 2007",
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",
"March 31, 2006",
"Dec. 31, 2005",33.92
"Sept. 30, 2005",
"June 30, 2005",
"March 31, 2005",52.67
"Dec. 31, 2004",55.34
"Sept. 30, 2004",64.05
"June 30, 2004",63.92
"March 31, 2004",28.87
"Dec. 31, 2003",27.55
"Sept. 30, 2003",39.58
"June 30, 2003",42.34
"March 31, 2003",45.75
"Dec. 31, 2002",48.40
"Sept. 30, 2002",53.20
"June 30, 2002",54.30
"March 31, 2002",57.33
"Dec. 31, 2001",57.84
"Sept. 30, 2001",55.71
"June 30, 2001",52.27
"March 31, 2001",49.61
"Dec. 31, 2000",50.01
"Sept. 30, 2000",47.82
"June 30, 2000",44.68
"March 31, 2000",33.59
"Dec. 31, 1999",31.29
"Sept. 30, 1999",30.62
"June 30, 1999",30.49
"March 31, 1999",27.75
"Dec. 31, 1998",27.48
"Sept. 30, 1998",29.22
"June 30, 1998",27.86
"March 31, 1998",28.96
"Dec. 31, 1997",28.49
"Sept. 30, 1997",26.90
"June 30, 1997",24.77
"March 31, 1997",25.51
"Dec. 31, 1996",26.93
"Sept. 30, 1996",29.10
"June 30, 1996",31.51
"March 31, 1996",31.16
"Dec. 31, 1995",30.29
"Sept. 30, 1995",29.08
"June 30, 1995",28.05
"March 31, 1995",26.86
"Dec. 31, 1994",27.58
"Sept. 30, 1994",25.03
"June 30, 1994",23.38
"March 31, 1994",24.80
