date,ohlson_score
"Dec. 31, 2019",0.7778
"Sept. 30, 2019",0.5478
"June 30, 2019",1.198
"March 31, 2019",0.4574
"Dec. 31, 2018",0.6552
"Sept. 30, 2018",0.4744
"June 30, 2018",1.092
"March 31, 2018",-0.2204
"Dec. 31, 2017",-0.6554
"Sept. 30, 2017",0.6975
"June 30, 2017",0.9209
"March 31, 2017",0.2976
"Dec. 31, 2016",0.0952
"Sept. 30, 2016",0.1091
"June 30, 2016",0.5597
"March 31, 2016",-0.3451
"Dec. 31, 2015",-0.2548
"Sept. 30, 2015",1.64
"June 30, 2015",6.442
"March 31, 2015",3.103
"Dec. 31, 2014",-0.6278
"Sept. 30, 2014",1.748
"June 30, 2014",4.553
"March 31, 2014",0.23
"Dec. 31, 2013",1.474
"Sept. 30, 2013",3.812
"June 30, 2013",3.408
"March 31, 2013",2.164
"Dec. 31, 2012",2.274
"Sept. 30, 2012",2.210
"June 30, 2012",3.751
"March 31, 2012",2.100
"Dec. 31, 2011",2.236
"Sept. 30, 2011",2.458
"June 30, 2011",3.746
"March 31, 2011",1.853
"Dec. 31, 2010",2.592
"Sept. 30, 2010",
"June 30, 2010",2.988
"March 31, 2010",2.373
"Dec. 31, 2009",3.831
"Sept. 30, 2009",2.338
"June 30, 2009",2.502
"March 31, 2009",3.022
"Dec. 31, 2008",4.039
"Sept. 30, 2008",3.061
"June 30, 2008",3.066
"March 31, 2008",3.287
"Dec. 31, 2007",3.656
"Sept. 30, 2007",2.362
"June 30, 2007",2.502
"March 31, 2007",-1.984
"Dec. 31, 2006",1.878
"Sept. 30, 2006",1.693
"June 30, 2006",-4.994
"March 31, 2006",1.488
"Dec. 31, 2005",3.222
"Sept. 30, 2005",1.815
"June 30, 2005",2.288
"March 31, 2005",2.514
"Dec. 31, 2004",3.420
"Sept. 30, 2004",3.513
"June 30, 2004",1.754
"March 31, 2004",1.969
"Dec. 31, 2003",-0.5375
"Sept. 30, 2003",2.558
"June 30, 2003",3.158
"March 31, 2003",2.777
"Dec. 31, 2002",5.806
"Sept. 30, 2002",2.492
"June 30, 2002",2.904
"March 31, 2002",2.878
"Dec. 31, 2001",3.678
"Sept. 30, 2001",2.449
"June 30, 2001",2.611
"March 31, 2001",2.663
"Dec. 31, 2000",4.119
"Sept. 30, 2000",2.847
"June 30, 2000",2.550
"March 31, 2000",2.099
"Dec. 31, 1999",6.041
"Sept. 30, 1999",2.453
"June 30, 1999",2.699
"March 31, 1999",2.277
"Dec. 31, 1998",-7.406
"Sept. 30, 1998",2.797
"June 30, 1998",3.856
"March 31, 1998",3.076
"Dec. 31, 1997",4.815
"Sept. 30, 1997",2.699
"June 30, 1997",3.578
"March 31, 1997",3.095
"Dec. 31, 1996",18.11
"Sept. 30, 1996",2.923
"June 30, 1996",3.470
"March 31, 1996",3.191
"Dec. 31, 1995",4.445
"Sept. 30, 1995",2.734
"June 30, 1995",4.123
"March 31, 1995",3.849
"Dec. 31, 1994",8.835
