date,forward_ps_ratio_1y
"March 19, 2020",2.084
"March 18, 2020",2.249
"March 17, 2020",2.252
"March 16, 2020",1.917
"March 13, 2020",2.053
"March 12, 2020",1.914
"March 11, 2020",2.133
"March 10, 2020",2.233
"March 9, 2020",2.238
"March 6, 2020",2.299
"March 5, 2020",2.339
"March 4, 2020",2.418
"March 3, 2020",2.310
"March 2, 2020",2.324
"Feb. 28, 2020",2.220
"Feb. 27, 2020",2.224
"Feb. 26, 2020",2.317
"Feb. 25, 2020",2.516
"Feb. 24, 2020",2.528
"Feb. 21, 2020",2.504
"Feb. 20, 2020",2.484
"Feb. 19, 2020",2.456
"Feb. 18, 2020",2.453
"Feb. 14, 2020",2.407
"Feb. 13, 2020",2.394
"Feb. 12, 2020",2.357
"Feb. 11, 2020",2.363
"Feb. 10, 2020",2.363
"Feb. 7, 2020",2.352
"Feb. 6, 2020",2.364
"Feb. 5, 2020",2.368
"Feb. 4, 2020",2.374
"Feb. 3, 2020",2.393
"Jan. 31, 2020",2.380
"Jan. 30, 2020",2.404
"Jan. 29, 2020",2.395
"Jan. 28, 2020",2.383
"Jan. 27, 2020",2.348
"Jan. 24, 2020",2.333
"Jan. 23, 2020",2.310
"Jan. 22, 2020",2.293
"Jan. 21, 2020",2.301
"Jan. 17, 2020",2.287
"Jan. 16, 2020",2.276
"Jan. 15, 2020",2.280
"Jan. 14, 2020",2.270
"Jan. 13, 2020",2.268
"Jan. 10, 2020",2.257
"Jan. 9, 2020",2.268
"Jan. 8, 2020",2.249
"Jan. 7, 2020",2.260
"Jan. 6, 2020",2.266
"Jan. 3, 2020",2.276
"Jan. 2, 2020",2.270
"Dec. 31, 2019",2.286
"Dec. 30, 2019",2.356
"Dec. 27, 2019",2.359
"Dec. 26, 2019",2.342
"Dec. 24, 2019",2.345
"Dec. 23, 2019",2.379
"Dec. 20, 2019",2.399
"Dec. 19, 2019",2.367
"Dec. 18, 2019",2.376
"Dec. 17, 2019",2.349
"Dec. 16, 2019",2.317
"Dec. 13, 2019",2.286
"Dec. 12, 2019",2.265
"Dec. 11, 2019",2.256
"Dec. 10, 2019",2.268
"Dec. 9, 2019",2.255
"Dec. 6, 2019",2.263
"Dec. 5, 2019",2.271
"Dec. 4, 2019",2.272
"Dec. 3, 2019",2.246
"Dec. 2, 2019",2.227
"Nov. 29, 2019",2.248
"Nov. 27, 2019",2.270
"Nov. 26, 2019",2.270
"Nov. 25, 2019",2.248
"Nov. 22, 2019",2.234
"Nov. 21, 2019",2.254
"Nov. 20, 2019",2.257
"Nov. 19, 2019",2.246
"Nov. 18, 2019",2.263
"Nov. 15, 2019",2.257
"Nov. 14, 2019",2.257
"Nov. 13, 2019",2.256
"Nov. 12, 2019",2.227
"Nov. 11, 2019",2.234
"Nov. 8, 2019",2.240
"Nov. 7, 2019",2.257
"Nov. 6, 2019",2.291
"Nov. 5, 2019",2.290
"Nov. 4, 2019",2.290
"Nov. 1, 2019",2.318
