date,ytd_return
"March 19, 2020",-9.15%
"March 18, 2020",-1.94%
"March 17, 2020",-1.80%
"March 16, 2020",-16.42%
"March 13, 2020",-10.48%
"March 12, 2020",-16.56%
"March 11, 2020",-7.00%
"March 10, 2020",-2.64%
"March 9, 2020",-2.44%
"March 6, 2020",0.22%
"March 5, 2020",1.97%
"March 4, 2020",5.39%
"March 3, 2020",1.06%
"March 2, 2020",1.64%
"Feb. 28, 2020",-2.87%
"Feb. 27, 2020",-2.70%
"Feb. 26, 2020",1.35%
"Feb. 25, 2020",10.05%
"Feb. 24, 2020",10.57%
"Feb. 21, 2020",9.54%
"Feb. 20, 2020",8.64%
"Feb. 19, 2020",7.45%
"Feb. 18, 2020",7.31%
"Feb. 14, 2020",5.30%
"Feb. 13, 2020",4.73%
"Feb. 12, 2020",3.11%
"Feb. 11, 2020",3.38%
"Feb. 10, 2020",3.36%
"Feb. 7, 2020",2.87%
"Feb. 6, 2020",3.42%
"Feb. 5, 2020",3.60%
"Feb. 4, 2020",3.83%
"Feb. 3, 2020",4.69%
"Jan. 31, 2020",4.10%
"Jan. 30, 2020",5.18%
"Jan. 29, 2020",4.75%
"Jan. 28, 2020",4.26%
"Jan. 27, 2020",2.70%
"Jan. 24, 2020",2.05%
"Jan. 23, 2020",1.06%
"Jan. 22, 2020",0.29%
"Jan. 21, 2020",0.64%
"Jan. 17, 2020",0.04%
"Jan. 16, 2020",-0.43%
"Jan. 15, 2020",-0.25%
"Jan. 14, 2020",-0.72%
"Jan. 13, 2020",-0.78%
"Jan. 10, 2020",-1.27%
"Jan. 9, 2020",-0.80%
"Jan. 8, 2020",-1.62%
"Jan. 7, 2020",-1.15%
"Jan. 6, 2020",-0.90%
"Jan. 3, 2020",-0.43%
"Jan. 2, 2020",-0.68%
"Dec. 31, 2019",2.14%
"Dec. 30, 2019",1.60%
"Dec. 27, 2019",1.70%
"Dec. 26, 2019",0.96%
"Dec. 24, 2019",1.10%
"Dec. 23, 2019",2.58%
"Dec. 20, 2019",3.41%
"Dec. 19, 2019",2.06%
"Dec. 18, 2019",2.46%
"Dec. 17, 2019",1.28%
"Dec. 16, 2019",-0.10%
"Dec. 13, 2019",-1.44%
"Dec. 12, 2019",-2.34%
"Dec. 11, 2019",-2.72%
"Dec. 10, 2019",-2.24%
"Dec. 9, 2019",-2.78%
"Dec. 6, 2019",-2.42%
"Dec. 5, 2019",-2.08%
"Dec. 4, 2019",-2.06%
"Dec. 3, 2019",-3.15%
"Dec. 2, 2019",-3.99%
"Nov. 29, 2019",-3.09%
"Nov. 27, 2019",-2.12%
"Nov. 26, 2019",-2.12%
"Nov. 25, 2019",-3.09%
"Nov. 22, 2019",-3.67%
"Nov. 21, 2019",-2.83%
"Nov. 20, 2019",-2.70%
"Nov. 19, 2019",-3.15%
"Nov. 18, 2019",-2.44%
"Nov. 15, 2019",-2.68%
"Nov. 14, 2019",-2.68%
"Nov. 13, 2019",-2.72%
"Nov. 12, 2019",-3.99%
"Nov. 11, 2019",-3.67%
"Nov. 8, 2019",-3.41%
"Nov. 7, 2019",-2.70%
"Nov. 6, 2019",-1.22%
"Nov. 5, 2019",-1.26%
"Nov. 4, 2019",-1.28%
"Nov. 1, 2019",-0.08%
"Oct. 31, 2019",-0.08%
"Oct. 30, 2019",-1.40%
"Oct. 29, 2019",-0.20%
"Oct. 28, 2019",-0.92%
"Oct. 25, 2019",0.18%
"Oct. 24, 2019",2.02%
"Oct. 23, 2019",2.36%
"Oct. 22, 2019",1.82%
"Oct. 21, 2019",1.42%
"Oct. 18, 2019",0.62%
"Oct. 17, 2019",-0.30%
"Oct. 16, 2019",-0.92%
"Oct. 15, 2019",-1.10%
"Oct. 14, 2019",-1.08%
"Oct. 11, 2019",-0.44%
"Oct. 10, 2019",-0.32%
"Oct. 9, 2019",0.78%
"Oct. 8, 2019",1.18%
"Oct. 7, 2019",1.78%
"Oct. 4, 2019",2.89%
"Oct. 3, 2019",1.82%
"Oct. 2, 2019",2.72%
"Oct. 1, 2019",3.67%
"Sept. 30, 2019",4.31%
"Sept. 27, 2019",4.29%
"Sept. 26, 2019",3.89%
"Sept. 25, 2019",3.77%
"Sept. 24, 2019",3.95%
"Sept. 23, 2019",3.45%
"Sept. 20, 2019",2.95%
"Sept. 19, 2019",2.34%
"Sept. 18, 2019",2.18%
"Sept. 17, 2019",1.82%
"Sept. 16, 2019",1.50%
"Sept. 13, 2019",1.44%
"Sept. 12, 2019",1.72%
"Sept. 11, 2019",1.44%
"Sept. 10, 2019",-0.30%
"Sept. 9, 2019",-1.10%
"Sept. 6, 2019",0.24%
"Sept. 5, 2019",1.04%
"Sept. 4, 2019",3.59%
"Sept. 3, 2019",2.74%
"Aug. 30, 2019",0.90%
"Aug. 29, 2019",0.06%
"Aug. 28, 2019",-1.74%
"Aug. 27, 2019",-1.60%
"Aug. 26, 2019",-1.60%
"Aug. 23, 2019",-2.34%
"Aug. 22, 2019",-1.18%
"Aug. 21, 2019",-1.62%
"Aug. 20, 2019",-1.84%
"Aug. 19, 2019",-1.26%
"Aug. 16, 2019",-1.64%
"Aug. 15, 2019",-2.40%
"Aug. 14, 2019",-3.33%
"Aug. 13, 2019",-1.46%
"Aug. 12, 2019",-1.20%
"Aug. 9, 2019",0.56%
"Aug. 8, 2019",1.40%
"Aug. 7, 2019",-0.02%
"Aug. 6, 2019",0.56%
"Aug. 5, 2019",-1.74%
"Aug. 2, 2019",0.16%
"Aug. 1, 2019",1.86%
"July 31, 2019",0.92%
"July 30, 2019",0.44%
"July 29, 2019",-0.94%
"July 26, 2019",-2.24%
"July 25, 2019",-2.22%
"July 24, 2019",-2.99%
"July 23, 2019",-3.17%
"July 22, 2019",-2.48%
"July 19, 2019",-1.84%
"July 18, 2019",-0.62%
"July 17, 2019",-1.06%
"July 16, 2019",-1.38%
"July 15, 2019",-0.98%
"July 12, 2019",-0.32%
"July 11, 2019",1.92%
"July 10, 2019",2.22%
"July 9, 2019",1.42%
"July 8, 2019",1.96%
"July 5, 2019",2.00%
"July 3, 2019",1.62%
"July 2, 2019",1.56%
"July 1, 2019",0.64%
"June 28, 2019",0.82%
"June 27, 2019",0.38%
"June 26, 2019",0.80%
"June 25, 2019",2.16%
"June 24, 2019",2.72%
"June 21, 2019",3.49%
"June 20, 2019",3.05%
"June 19, 2019",2.32%
"June 18, 2019",1.56%
"June 17, 2019",2.56%
"June 14, 2019",2.72%
"June 13, 2019",2.76%
"June 12, 2019",2.40%
"June 11, 2019",1.28%
"June 10, 2019",2.26%
"June 7, 2019",3.09%
"June 6, 2019",3.31%
"June 5, 2019",3.15%
"June 4, 2019",1.32%
"June 3, 2019",2.12%
"May 31, 2019",-0.06%
"May 30, 2019",-1.06%
"May 29, 2019",-0.58%
"May 28, 2019",0.98%
"May 24, 2019",1.48%
"May 23, 2019",1.02%
"May 22, 2019",0.66%
"May 21, 2019",0.02%
"May 20, 2019",0.34%
"May 17, 2019",0.14%
"May 16, 2019",0.14%
"May 15, 2019",0.04%
"May 14, 2019",-0.16%
"May 13, 2019",0.64%
"May 10, 2019",-0.38%
"May 9, 2019",-2.04%
"May 8, 2019",-2.14%
"May 7, 2019",-0.24%
"May 6, 2019",0.26%
"May 3, 2019",1.58%
"May 2, 2019",0.86%
"May 1, 2019",1.30%
"April 30, 2019",2.24%
"April 29, 2019",1.14%
"April 26, 2019",1.94%
"April 25, 2019",2.38%
"April 24, 2019",5.07%
"April 23, 2019",4.51%
"April 22, 2019",3.89%
"April 18, 2019",3.01%
"April 17, 2019",2.52%
"April 16, 2019",2.50%
"April 15, 2019",3.35%
"April 12, 2019",2.78%
"April 11, 2019",1.90%
"April 10, 2019",1.62%
"April 9, 2019",1.26%
"April 8, 2019",0.88%
"April 5, 2019",0.82%
"April 4, 2019",-0.38%
"April 3, 2019",0.32%
"April 2, 2019",0.34%
"April 1, 2019",0.04%
"March 29, 2019",0.52%
"March 28, 2019",-0.16%
"March 27, 2019",0.44%
"March 26, 2019",0.74%
"March 25, 2019",0.18%
"March 22, 2019",-0.10%
"March 21, 2019",-1.46%
"March 20, 2019",-2.56%
"March 19, 2019",-2.80%
"March 18, 2019",-1.18%
"March 15, 2019",-1.10%
"March 14, 2019",-1.32%
"March 13, 2019",-1.20%
"March 12, 2019",-1.18%
"March 11, 2019",-2.50%
"March 8, 2019",-3.57%
"March 7, 2019",-3.97%
"March 6, 2019",-3.17%
"March 5, 2019",-3.61%
"March 4, 2019",-2.97%
"March 1, 2019",-2.76%
"Feb. 28, 2019",-3.47%
"Feb. 27, 2019",-3.19%
"Feb. 26, 2019",-2.78%
"Feb. 25, 2019",-1.82%
"Feb. 22, 2019",-1.64%
"Feb. 21, 2019",-2.38%
"Feb. 20, 2019",-3.15%
"Feb. 19, 2019",2.18%
"Feb. 15, 2019",1.08%
"Feb. 14, 2019",0.74%
"Feb. 13, 2019",0.68%
"Feb. 12, 2019",0.80%
"Feb. 11, 2019",0.94%
"Feb. 8, 2019",0.84%
"Feb. 7, 2019",0.02%
"Feb. 6, 2019",-1.06%
"Feb. 5, 2019",-0.54%
"Feb. 4, 2019",-0.78%
"Feb. 1, 2019",-0.98%
"Jan. 31, 2019",-0.44%
"Jan. 30, 2019",-1.78%
"Jan. 29, 2019",-2.74%
"Jan. 28, 2019",-3.09%
"Jan. 25, 2019",-1.88%
"Jan. 24, 2019",-0.84%
"Jan. 23, 2019",-1.30%
"Jan. 22, 2019",-2.26%
"Jan. 18, 2019",-1.82%
"Jan. 17, 2019",-1.56%
"Jan. 16, 2019",-2.18%
"Jan. 15, 2019",-2.95%
"Jan. 14, 2019",-4.65%
"Jan. 11, 2019",-2.22%
"Jan. 10, 2019",-1.46%
"Jan. 9, 2019",-2.46%
"Jan. 8, 2019",-1.68%
"Jan. 7, 2019",-3.35%
"Jan. 4, 2019",-1.72%
"Jan. 3, 2019",-3.09%
"Jan. 2, 2019",-2.80%
"Dec. 31, 2018",-0.97%
"Dec. 28, 2018",-1.48%
"Dec. 27, 2018",-1.54%
"Dec. 26, 2018",-2.29%
"Dec. 24, 2018",-2.83%
"Dec. 21, 2018",0.97%
"Dec. 20, 2018",1.78%
"Dec. 19, 2018",0.69%
"Dec. 18, 2018",1.13%
"Dec. 17, 2018",1.38%
"Dec. 14, 2018",4.94%
"Dec. 13, 2018",4.63%
"Dec. 12, 2018",2.55%
"Dec. 11, 2018",3.28%
"Dec. 10, 2018",2.77%
"Dec. 7, 2018",2.97%
"Dec. 6, 2018",2.45%
"Dec. 4, 2018",0.40%
"Dec. 3, 2018",0.57%
"Nov. 30, 2018",-0.40%
"Nov. 29, 2018",-2.04%
"Nov. 28, 2018",-2.53%
"Nov. 27, 2018",-2.27%
"Nov. 26, 2018",-2.93%
"Nov. 23, 2018",-2.73%
"Nov. 21, 2018",-2.77%
"Nov. 20, 2018",-0.14%
"Nov. 19, 2018",0.06%
"Nov. 16, 2018",-1.13%
"Nov. 15, 2018",-2.14%
"Nov. 14, 2018",-1.27%
"Nov. 13, 2018",-0.89%
"Nov. 12, 2018",-2.83%
"Nov. 9, 2018",-3.30%
"Nov. 8, 2018",-4.63%
"Nov. 7, 2018",-3.42%
"Nov. 6, 2018",-4.94%
"Nov. 5, 2018",-6.31%
"Nov. 2, 2018",-7.04%
"Nov. 1, 2018",-5.73%
"Oct. 31, 2018",-7.06%
"Oct. 30, 2018",-6.43%
"Oct. 29, 2018",-5.91%
"Oct. 26, 2018",-5.89%
"Oct. 25, 2018",-5.30%
"Oct. 24, 2018",-2.89%
"Oct. 23, 2018",-5.10%
"Oct. 22, 2018",-3.72%
"Oct. 19, 2018",-3.88%
"Oct. 18, 2018",-4.96%
"Oct. 17, 2018",-5.85%
"Oct. 16, 2018",-6.43%
"Oct. 15, 2018",-8.01%
"Oct. 12, 2018",-8.70%
"Oct. 11, 2018",-8.74%
